,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
42,Net Cash (Debt),-,-4126,-4126,-1438,-1320,-608.53,-116.81,800.58,2518,-147.59,960.13,2456,4943,1381,2787,822.48,3217,-,4444,2799
43,Net Cash Growth,-,-,-,-,-,-,-,-67.40%,-49.06%,-,-65.55%,198.55%,53.67%,-,-37.28%,-70.62%,-,-,-,-
44,Net Cash Per Share,-,-3.09,-3.07,-1.09,-0.99,-0.46,-0.09,0.58,1.21,-0.25,0.71,1.87,3.64,1.06,2.82,1.04,4.13,-,5.55,3.50
45,Filing Date Shares Outstanding,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,800,822.01,800,798.74
46,Total Common Shares Outstanding,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,800,800,822.01,800,798.74
47,Working Capital,-,-,-1135,-815.54,-538.81,-527.18,-20.52,1083,1226,1571,1152,1898,1196,2683,1565,-218.95,-271.58,-,80.26,-
48,Book Value Per Share,-,4.11,4.11,4.24,4.40,4.86,5.08,5.23,5.36,5.62,5.72,5.82,5.72,5.71,5.60,5.56,5.41,-,5.01,4.87
49,Tangible Book Value,-,5195,5195,5473,5680,6295,6578,6773,6937,7346,7473,7669,7527,7522,7382,4353,4232,-,3909,3813
50,Tangible Book Value Per Share,-,3.90,3.90,4.10,4.26,4.72,4.93,5.08,5.20,5.51,5.61,5.75,5.65,5.64,5.54,5.44,5.29,-,4.89,4.77
51,Buildings,-,-,1253,-,1239,-,823.92,-,823.88,-,821.82,-,821.82,-,822.14,-,873.4,-,788.74,-
52,Machinery,-,-,2460,-,2443,-,2127,-,2040,-,2091,-,1782,-,1754,-,1251,-,940.59,-
53,Construction In Progress,-,-,440.92,-,374.02,-,2647,-,2154,-,359.97,-,499.39,-,38.56,-,417.13,-,139.1,-
