,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Comprehensive Income & Other,-,0.43,0.56,0.56,-,-,-,-,-,0.14,0.33,-,0.3,-,-,-,0.3,0.3,-,-
34,Shareholders' Equity,2443,2443,2348,2348,2282,2188,2114,2092,2019,1944,1883,1832,1832,-,-,450.63,450.63,450.63,-,-
35,Total Liabilities & Equity,-,3060,2912,2912,2792,2685,2733,2659,2530,2469,2368,-,2298,-,-,-,782.01,782.01,-,-
36,Total Debt,39.25,39.25,39.8,39.8,51.61,28.58,29.48,30.08,32.55,31.53,0.11,0.17,0.17,-,-,19.98,19.98,19.98,-,-
37,Net Cash (Debt),250.57,250.57,564.36,564.36,739.2,960.5,991.37,978.35,1196,902.83,1164,1366,1366,-,-,55.29,55.29,55.29,-,-
38,Net Cash Growth,-66.10%,-73.91%,-43.07%,-42.31%,-38.21%,6.39%,-14.80%,-28.39%,-12.43%,-,-,2370.75%,2370.75%,-,-,-,-,-,-,-
39,Net Cash Per Share,2.09,2.09,4.70,4.70,6.15,8.05,8.30,8.12,10.05,7.53,9.65,11.41,13.54,-,-,0.61,0.61,-,-,-
40,Filing Date Shares Outstanding,120,120,120,120,120,120,120,120,120,120,120,119.71,120,90.45,90,90,90,-,-,-
41,Total Common Shares Outstanding,120,120,120,120,120,120,120,120,120,120,120,119.71,120,90.45,90,90,90,-,-,-
42,Working Capital,-,1056,1019,1019,1266,1430,1350,1323,1554,1469,1409,-,1445,-,-,-,195.66,195.66,-,-
43,Book Value Per Share,20.36,20.36,19.56,19.56,19.02,18.24,17.62,17.44,16.82,16.20,15.69,15.27,15.27,-,-,5.01,5.01,-,-,-
44,Tangible Book Value,2371,2371,2279,2279,2213,2150,2075,2053,1978,1903,1842,1791,1791,-,-,409.39,409.39,409.39,-,-
45,Tangible Book Value Per Share,19.76,19.76,18.99,18.99,18.44,17.91,17.29,17.10,16.49,15.86,15.35,14.93,14.93,-,-,4.55,4.55,-,-,-
46,Buildings,-,-,251.59,251.59,11.14,-,249.56,-,249.27,-,190.92,-,190.92,-,-,-,114.46,114.46,-,-
47,Machinery,-,-,364.81,364.81,606.36,-,376.91,-,366.83,-,236.79,-,235.34,-,-,-,173.14,173.14,-,-
48,Construction In Progress,-,-,90.96,90.96,16.06,-,12.2,-,14.25,-,160.46,-,73.48,-,-,-,83.66,83.66,-,-
