,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Long-Term Deferred Tax Assets,7,10.06,16.96,7.78,14.37,5.83,16.2,6.59,20.02,18.5,18.9,19.02,12.28,12.19,-,12.01,-,-,-
16,Long-Term Deferred Charges,7.57,7.68,7.68,8.02,9.74,8.61,8.95,9.26,9.68,10.85,2.28,2.6,2.51,2.8,-,3.37,-,-,-
17,Other Long-Term Assets,84.14,89.37,95.01,92.64,87.42,113.16,148.97,142.61,100.45,91.93,56.2,12.79,242.35,214.49,2733,184.52,-,-,-
18,Total Assets,10633,10087,10401,10362,9779,9651,9778,9043,8760,8463,7759,7513,7711,5433,5525,5509,-,-,-
19,Accounts Payable,1652,1208,1507,1715,1343,1339,1427,974.35,794.22,897.3,810.62,789.71,860.52,894.59,-,1096,-,-,-
20,Accrued Expenses,58.96,86.43,50.16,97.06,89.81,85.65,62.65,107.06,83.03,73.49,44.12,100.47,65.26,43.45,-,86.68,-,-,-
21,Short-Term Debt,325.23,460.33,458.17,488.79,501.22,532.16,748.6,664.28,755.57,624.34,190.2,168.88,235.24,390.37,-,518.12,-,-,-
22,Current Portion of Long-Term Debt,380.15,385.15,28.88,28.88,-,-,-,-,-,-,-,-,-,134.21,-,150.25,-,-,-
23,Current Income Taxes Payable,51.68,23.38,30.19,18.44,19.6,8.71,16.24,4.26,44.16,32.24,62.39,30.24,17.08,36.66,-,23.57,-,-,-
24,Current Unearned Revenue,45.43,50.81,54.65,55.85,38.23,45.23,56.08,52.79,52.73,46.22,42.76,30.68,43.09,27.72,-,42.71,-,-,-
25,Other Current Liabilities,49.22,46.56,45.91,45.99,64.36,58.35,82.78,59.64,61.23,49.27,49.51,33.53,37.26,35.5,1803,55.39,-,-,-
26,Total Current Liabilities,2563,2260,2175,2450,2057,2069,2393,1862,1791,1723,1200,1154,1258,1562,1803,1972,-,-,-
27,Long-Term Debt,203.71,230.03,584.81,451.7,382,381.97,-,-,-,-,-,-,-,206,261.68,251,-,-,-
28,Long-Term Unearned Revenue,13.61,13.93,11.19,11.8,12.41,13.13,13.73,14.27,11.28,9.1,9.4,9.71,9.4,10.16,-,8.27,-,-,-
29,Long-Term Deferred Tax Liabilities,7.38,6.64,21.05,11.32,21.47,10.72,22.24,11.93,2.53,2.55,4.14,4.16,2.62,2.64,-,2.69,-,-,-
30,Total Liabilities,2788,2511,2792,2924,2472,2475,2429,1889,1805,1735,1213,1167,1270,1781,2065,2234,-,-,-
31,Common Stock,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,475,3460,475,-,-,-
32,Additional Paid-In Capital,3605,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,3607,1047,-,1047,-,-,-
33,Retained Earnings,3678,3504,3465,3266,3143,3011,3184,2989,2789,2563,2380,2180,2274,2131,-,1753,-,-,-
34,Treasury Stock,-1.48,-99.53,-27.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,7840,7570,7603,7432,7309,7177,7350,7155,6955,6729,6546,6346,6441,3652,3460,3275,-,-,2617
36,Minority Interest,5.49,5.51,5.53,5.15,-2.07,-1.27,-0.31,-0.65,-0.08,-0.41,-0.47,-0.39,-0.02,-0.24,-0.33,-0.58,-,-,-
37,Shareholders' Equity,7846,7576,7609,7437,7307,7176,7350,7155,6955,6729,6546,6346,6441,3652,3460,3274,-,-,2616
38,Total Liabilities & Equity,10633,10087,10401,10362,9779,9651,9778,9043,8760,8463,7759,7513,7711,5433,5525,5509,-,-,-
39,Total Debt,909.09,1076,1072,969.37,883.22,914.13,748.6,664.28,755.57,624.34,190.2,168.88,235.24,730.57,261.68,919.37,-,-,983.63
40,Net Cash (Debt),1252,791.7,1309,1591,1505,1558,2407,2134,2108,1856,1922,1982,2522,115.73,324.87,315.27,-,-,281.06
41,Net Cash Growth,-16.82%,-49.17%,-45.59%,-25.46%,-28.62%,-16.08%,25.20%,7.66%,-16.42%,1503.92%,491.73%,528.79%,-,-,15.59%,-,-,-,-
42,Net Cash Per Share,2.23,1.42,2.37,2.84,2.73,2.78,4.33,3.84,3.74,3.34,3.45,3.47,4.75,0.25,0.68,0.67,-,-,-
43,Filing Date Shares Outstanding,561.37,552.7,552.03,555.51,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,475,476.43,475.13,-
44,Total Common Shares Outstanding,561.37,552.7,552.03,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,475,558.82,475,476.43,475.13,-
45,Working Capital,3097,2853,3246,2994,3073,3076,3279,3267,3404,3429,3438,3414,3634,1123,987.72,898.7,-,-,-
46,Book Value Per Share,13.97,13.70,13.77,13.30,13.08,12.84,13.15,12.80,12.45,12.04,11.71,11.36,11.53,7.69,6.19,6.89,-,-,5.51
47,Tangible Book Value,7487,7216,7247,7073,6947,6812,6981,6785,6579,6456,6276,6074,6166,3390,3460,3008,-,-,2342
48,Tangible Book Value Per Share,13.34,13.06,13.13,12.66,12.43,12.19,12.49,12.14,11.77,11.55,11.23,10.87,11.03,7.14,6.19,6.33,-,-,4.93
49,Buildings,-,1827,-,1706,-,1082,-,1025,-,967.07,-,810.75,-,-,-,717,-,-,-
50,Machinery,-,3657,-,3372,-,2753,-,2487,-,2211,-,1933,-,-,-,1646,-,-,-
51,Construction In Progress,-,476.13,-,636.65,-,1304,-,874.85,-,751.22,-,827.46,-,-,-,571.04,-,-,-
