,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Long-Term Deferred Tax Assets,111.97,110.95,113.34,113.28,112.53,111.64,111.94,108.77,100.11,94.19,80.64,58.68,43.81,34.78,29.88,26.13,-,18.39,-
13,Long-Term Deferred Charges,21.64,23.59,20.53,22.09,21.86,24.72,26.8,33.62,46.92,56.15,63.14,63,46.4,32.27,29.54,29.33,-,26.81,-
14,Other Long-Term Assets,-,-,-,13.5,20.59,22.67,22.89,24.13,61.53,53,35.69,39.33,-,-,0.65,6.73,-,-,-
15,Total Assets,2808,2744,2735,2708,2701,2591,2606,2637,2655,2773,2784,2770,2588,2436,2392,2415,-,1752,-
16,Accounts Payable,416.49,440.83,401.23,416.42,444.22,422.81,431.91,406.27,380.59,421.52,396.29,401.25,275.71,183.57,172.81,199.92,-,149.83,-
17,Accrued Expenses,50.84,66.06,48.15,77.3,80.29,62.68,51.63,68.7,47.87,62.9,51.54,90.26,43.77,51.97,47.43,72.59,-,73.45,-
18,Short-Term Debt,354.87,348.03,272.34,267.07,171.32,136.03,194.01,219.04,252.79,395.28,337.76,296.06,200.43,175.49,75,178.15,-,244.22,-
19,Current Portion of Long-Term Debt,93.4,41.57,130.11,53.8,123.29,107.34,-,80.1,-,-,-,-,-,-,89.53,10.16,-,1.75,-
20,Current Portion of Leases,-,65.62,-,51.55,-,46.5,89.25,69.88,53.99,85.41,83.3,118.13,-,-,-,-,-,-,-
21,Current Income Taxes Payable,21.73,2.6,23.85,3.82,-,5.49,10.87,2.85,3.54,1.25,7.14,7.48,16.29,9.54,14.93,15.27,-,11.76,-
22,Current Unearned Revenue,412.59,328.97,375.51,338.22,406.9,339.39,360.6,325.1,357.26,312.11,326.63,267.84,303.97,246.88,269,236.05,-,240.92,-
23,Other Current Liabilities,149.86,141.56,148.41,143.59,153.89,138.05,109.92,118.22,92.99,89.58,103.4,83.31,78.95,80.14,79.03,81.97,-,58.13,-
24,Total Current Liabilities,1500,1435,1400,1352,1380,1258,1248,1290,1189,1368,1306,1264,919.12,747.58,747.73,794.11,-,780.05,-
25,Long-Term Debt,79.29,98.42,114.04,145.34,94.89,114.91,176.45,176.45,206.45,127.81,127.65,127.83,165.93,238.36,258.48,309.92,-,234.28,-
26,Long-Term Leases,61.3,52.75,61.07,69.85,70.57,71.5,57.56,50.38,69.74,89.53,134.26,125.47,207.26,162.57,59.15,-,-,-,-
27,Long-Term Unearned Revenue,49.74,50.11,49.86,41.5,42.94,44.45,41.87,42.79,43.1,42.47,39.08,37.48,29.63,25.07,23.58,18.7,-,16.22,-
28,Long-Term Deferred Tax Liabilities,0.41,0.47,0.85,0.46,0.63,0.62,1.03,0.72,5.22,5.26,4.81,2.55,6.92,5.01,3.04,2.06,-,2.25,-
29,Total Liabilities,1691,1637,1625,1609,1589,1490,1525,1561,1514,1633,1612,1558,1329,1179,1092,1125,-,1033,-
30,Common Stock,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,-,340,-
31,Additional Paid-In Capital,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,461.44,-,25.82,-
32,Retained Earnings,254.91,244.47,246.42,236.05,249.26,238.95,218.39,213.81,279.05,276.81,309.5,349.45,396.12,394.61,436.86,426.81,-,352,-
33,Comprehensive Income & Other,0.57,0.59,0.48,0.41,0.4,0.28,0.39,0.3,0.33,0.43,0.49,0.64,0.56,0.63,0.7,0.57,-,1.35,-
34,Shareholders' Equity,1118,1108,1109,1099,1112,1102,1081,1077,1142,1140,1172,1213,1259,1258,1300,1290,-,719.17,661.23
35,Total Liabilities & Equity,2808,2744,2735,2708,2701,2591,2606,2637,2655,2773,2784,2770,2588,2436,2392,2415,-,1752,-
36,Total Debt,588.86,606.4,577.56,587.62,460.07,476.29,517.27,595.86,582.97,698.03,682.97,667.49,573.62,576.42,482.17,498.23,-,480.24,166.79
37,Net Cash (Debt),-200.76,-243.49,-222.71,-231.54,-59.92,-168.51,-186.8,-283.62,-243.29,-347.45,-392.26,-370.95,-209.56,-215.98,-39.32,338.58,-,-112.27,121.04
38,Net Cash Per Share,-0.42,-0.59,-0.64,-0.84,-0.17,-0.44,-0.41,-0.68,-0.61,-0.86,-0.98,-0.95,-0.49,-0.46,-0.12,1.01,-,-0.32,0.37
39,Filing Date Shares Outstanding,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,345.36,340,324.37
40,Total Common Shares Outstanding,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,345.36,340,324.37
41,Working Capital,-695.56,-708.4,-689.93,-673.42,-689.22,-675.09,-646.88,-683.12,-585.69,-717.01,-708.76,-684.4,-287.62,-111.53,-53.64,290.49,-,-157.46,-
42,Book Value Per Share,2.79,2.76,2.77,2.74,2.77,2.75,2.70,2.68,2.85,2.84,2.92,3.02,3.14,3.14,3.24,3.22,-,2.12,1.94
43,Tangible Book Value,936.58,924.49,924.75,967.21,976.51,964.74,943.1,953.23,1018,1014,1050,1089,1136,1134,1175,1229,-,657.73,613.28
44,Tangible Book Value Per Share,2.34,2.31,2.31,2.41,2.44,2.41,2.35,2.38,2.54,2.53,2.62,2.72,2.83,2.83,2.93,3.06,-,1.93,1.80
45,Buildings,-,1018,-,1008,-,977.26,-,969.12,-,879.76,-,853.13,-,508.18,-,484.77,-,346.95,-
46,Machinery,-,1061,-,1062,-,1024,-,1018,-,1016,-,971.39,-,684.54,-,537.64,-,442.91,-
47,Construction In Progress,-,48.43,-,42.95,-,36.73,-,18.96,-,73.63,-,112.54,-,499.51,-,447.22,-,467.91,-
