,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Inventory Turnover,14.69,14.55,14.31,12.84,15.32,15.37,14.66,12.50,14.06,12.35,12.77,13.63,19.50,17.24,20.44,19.37,-,-,-,-
20,Quick Ratio,0.40,0.40,0.38,0.36,0.37,0.39,0.34,0.34,0.35,0.36,0.33,0.30,0.32,0.49,0.63,0.72,1.17,-,0.56,-
21,Current Ratio,0.54,0.54,0.51,0.51,0.50,0.50,0.46,0.48,0.47,0.51,0.48,0.46,0.46,0.69,0.85,0.93,1.37,-,0.80,-
22,Return on Equity (ROE),3.75%,5.81%,3.75%,-4.78%,3.72%,7.53%,1.70%,-23.53%,0.79%,-9.09%,-13.40%,-13.36%,0.48%,15.63%,3.10%,-,-,39.04%,-,
23,Return on Assets (ROA),2.45%,1.68%,2.04%,0.31%,1.64%,2.66%,1.03%,-4.45%,0.13%,-2.43%,-4.39%,-6.22%,0.31%,5.53%,1.28%,-,-,-,-,
24,Return on Capital (ROIC),3.98%,2.71%,3.29%,0.51%,2.75%,4.36%,1.66%,-6.93%,0.20%,-3.66%,-6.53%,-8.97%,0.43%,7.39%,1.73%,-,-,20.53%,-,
25,Return on Capital Employed (ROCE),4.74%,5.44%,4.68%,5.28%,4.36%,0.67%,-0.53%,-4.55%,-,-9.62%,-,-,-,4.18%,6.73%,8.72%,8.02%,-,8.46%,-
26,Earnings Yield,0.30%,0.55%,0.64%,0.64%,0.37%,-0.62%,-0.87%,-1.81%,-2.53%,-2.54%,-1.87%,-0.61%,0.33%,1.60%,1.88%,2.07%,1.87%,-,-,-
27,FCF Yield,0.10%,0.19%,0.69%,1.13%,1.81%,5.86%,5.12%,3.60%,1.25%,-0.82%,-0.48%,-0.65%,-3.83%,-3.57%,-3.97%,-4.39%,-4.22%,-,-,-
28,Dividend Yield,0.33%,-,0.88%,-,0.31%,-,-,-,-,-,-,-,0.11%,-,-,-,1.33%,-,-,-
29,Payout Ratio,127.85%,35.54%,129.24%,41.02%,-,37.19%,20.52%,100.91%,-,237.02%,-,-,-,175.40%,185.99%,36.84%,14.95%,9.77%,6.66%,-
30,Buyback Yield / Dilution,4.12%,-37.99%,-8.03%,24.53%,34.02%,13.46%,5.73%,-14.58%,-6.59%,7.78%,13.36%,-19.30%,-16.36%,-24.65%,-31.61%,-3.24%,-,-,-,-
31,Total Shareholder Return,4.45%,-37.99%,-7.15%,24.53%,34.33%,13.46%,5.73%,-14.58%,-6.59%,7.78%,13.36%,-19.30%,-16.26%,-24.65%,-31.61%,-3.24%,1.33%,-,-,-
