,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,170.97,195.51,174.51,209.55,189.12,185.58,158.83,204.76,205.17,201.23,220.15,231.67,192.47,144.6,147.74,123,177.29,147.74,92.02
10,Operating Income,27.22,18.41,22.23,3.33,17.32,27.68,10.85,-47.06,1.42,-27.03,-48.78,-66.63,3.16,53.44,12.35,0.88,46.92,83.26,-1.04
11,Interest Expense,-3.28,-4.18,-6.26,-12.9,-1.91,-3.39,-6.01,-13.07,-4.13,-7.08,-4.89,-12.56,-1.55,-1.53,-1.09,-1.12,-,-2.14,-1.36
12,Interest & Investment Income,1.7,1.63,1.83,1.84,1.94,2,1.87,2.02,2.36,2.08,1.75,3.82,2.62,3.08,3.1,2.79,4.13,2.34,1.87
13,Currency Exchange Gain (Loss),0,-0,-,0,-0,0,-,-0.02,0.02,-0.02,-,-0.1,0.05,-0.05,-,0.04,-0.06,0.06,-
14,Other Non Operating Income (Expenses),-5.56,-0.81,-0.13,-0.01,-3.98,-0.63,-0.2,1.56,-2.01,-1.38,-3.89,2.12,-3.28,0.04,-1.11,19.15,-18.06,13.17,-16.75
15,EBT Excluding Unusual Items,20.08,15.05,17.68,-7.75,13.38,25.65,6.5,-56.57,-2.33,-33.43,-55.81,-73.36,1,54.98,13.26,21.75,32.93,96.68,-17.28
16,Gain (Loss) on Sale of Investments,-0.47,-0.58,-,0.71,-0.47,-0.82,-,-2.13,-,-,-,-0.64,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-1.75,-3.49,-0.84,-4.56,-0.52,-1.99,0.01,-30.22,0.84,-1.72,0.01,-7.39,0.5,-0.9,-0.36,-1.22,-0.29,-0.37,-0.52
18,Asset Writedown,-1.42,2.47,-2.47,0.86,-0.86,0.79,-0.79,1.14,-1.14,0.69,-0.69,0,-0,0.03,-0.03,0.25,-0.25,-,-
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,-,-,-
20,Other Unusual Items,-4.71,5.51,-0.8,-4.06,-,-,-,11.62,-,-,-,23.05,-,-,-,16.05,14.65,-14.65,-
21,Pretax Income,11.73,18.96,13.57,-14.79,11.53,23.63,5.72,-76.17,-2.63,-34.47,-56.49,-58.34,1.5,54.11,12.86,38.13,47.04,81.66,-17.8
22,Income Tax Expense,1.29,2.86,3.2,-1.59,1.22,3.07,1.14,-10.93,-4.87,-8.19,-16.54,-17.06,-0.02,4.14,2.82,4.61,5.75,14.3,-8.06
23,Net Income,10.44,16.1,10.37,-13.21,10.31,20.56,4.58,-65.24,2.24,-26.28,-39.95,-41.28,1.52,49.98,10.05,33.52,41.3,67.36,-9.73
24,Net Income to Common,10.44,16.1,10.37,-13.21,10.31,20.56,4.58,-65.24,2.24,-26.28,-39.95,-41.28,1.52,49.98,10.05,33.52,41.3,67.36,-9.73
25,Net Income Growth,1.30%,-21.69%,126.42%,-,359.85%,-,-,-,47.79%,-,-,-,-96.33%,-25.81%,-,-,-,-,-
26,Shares Outstanding (Basic),474,411,346,274,344,380,458,416,397,403,400,390,430,465,335,335,345,354,324
27,Shares Outstanding (Diluted),474,411,346,274,344,380,458,416,397,403,400,390,430,465,335,335,345,354,324
28,Shares Change (YoY),37.99%,8.03%,-24.53%,-34.02%,-13.46%,-5.73%,14.58%,6.59%,-7.78%,-13.36%,19.30%,16.36%,24.65%,31.61%,3.24%,-,-,-,-
29,EPS (Basic),0.02,0.04,0.03,-0.05,0.03,0.05,0.01,-0.16,0.01,-0.07,-0.10,-0.11,0.00,0.11,0.03,0.10,0.12,0.19,-0.03
30,EPS (Diluted),0.02,0.04,0.03,-0.05,0.03,0.05,0.01,-0.16,0.01,-0.07,-0.10,-0.11,0.00,0.11,0.03,0.10,0.12,0.19,-0.03
31,EPS Growth,-26.59%,-27.51%,200.00%,-,431.44%,-,-,-,60.28%,-,-,-,-97.05%,-43.63%,-,-,-,-,-
32,Free Cash Flow,110.54,29.29,19.91,-151.76,127.69,53.91,77.79,20.12,71.39,-0.68,-27.1,-77.38,77.69,-5.3,-227.75,-56.6,4.14,-42.16,-204.12
33,Free Cash Flow Per Share,0.23,0.07,0.06,-0.55,0.37,0.14,0.17,0.05,0.18,-0.00,-0.07,-0.20,0.18,-0.01,-0.68,-0.17,0.01,-0.12,-0.63
34,Dividend Per Share,-,0.035,-,0.045,-,-,-,-,-,-,-,0.016,-,-,-,0.230,-,-,-
35,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-93.04%,-,-,-,-,-,-,-
36,Gross Margin,28.91%,29.33%,30.60%,30.83%,30.00%,31.08%,29.33%,25.15%,32.18%,28.68%,30.80%,26.15%,33.48%,32.56%,32.50%,21.32%,39.52%,44.86%,32.06%
37,Operating Margin,3.97%,2.52%,3.46%,0.48%,2.52%,4.03%,1.88%,-7.51%,0.22%,-4.45%,-8.77%,-10.56%,0.54%,8.79%,2.51%,0.15%,8.27%,16.17%,-0.36%
38,Profit Margin,1.52%,2.21%,1.61%,-1.91%,1.50%,3.00%,0.79%,-10.40%,0.35%,-4.33%,-7.18%,-6.54%,0.26%,8.22%,2.04%,5.77%,7.28%,13.08%,-3.43%
39,Free Cash Flow Margin,16.12%,4.01%,3.10%,-21.98%,18.56%,7.86%,13.45%,3.21%,11.12%,-0.11%,-4.87%,-12.26%,13.30%,-0.87%,-46.24%,-9.74%,0.73%,-8.19%,-71.93%
40,EBITDA,65.43,57.58,60.44,41.53,54.97,63.55,48.5,-9.41,29.43,8.95,-20.77,-38.62,22.13,73.77,31.32,19.85,63.76,101.29,15.8
41,EBITDA Margin,9.54%,7.89%,9.40%,6.02%,7.99%,9.26%,8.38%,-1.50%,4.58%,1.47%,-3.73%,-6.12%,3.79%,12.13%,6.36%,3.42%,11.24%,19.67%,5.57%
42,D&A For EBITDA,38.21,39.18,38.21,38.21,37.65,35.87,37.65,37.65,28.01,35.99,28.01,28.01,18.97,20.33,18.97,18.97,16.84,18.03,16.84
43,EBIT,27.22,18.41,22.23,3.33,17.32,27.68,10.85,-47.06,1.42,-27.03,-48.78,-66.63,3.16,53.44,12.35,0.88,46.92,83.26,-1.04
44,EBIT Margin,3.97%,2.52%,3.46%,0.48%,2.52%,4.03%,1.88%,-7.51%,0.22%,-4.45%,-8.77%,-10.56%,0.54%,8.79%,2.51%,0.15%,8.27%,16.17%,-0.36%
45,Effective Tax Rate,11.01%,15.06%,23.59%,-,10.60%,13.00%,19.92%,-,-,-,-,-,-,7.64%,21.90%,12.10%,12.22%,17.51%,-
46,Revenue as Reported,685.66,729.45,642.87,690.47,688.1,686.19,578.45,626.99,641.91,607.34,556.31,631.22,584.34,608.3,492.52,581.13,567.38,514.88,283.79
