,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
37,Gross Margin,5.54%,6.77%,6.58%,7.65%,7.48%,5.47%,8.39%,5.17%,4.46%,6.88%,8.89%,6.54%,16.36%,12.90%,10.13%,6.35%,8.35%,12.77%,4.09%
38,Operating Margin,1.20%,2.79%,1.84%,-1.18%,2.74%,1.34%,3.47%,2.60%,0.60%,3.99%,5.21%,5.23%,10.99%,7.44%,5.12%,2.53%,5.05%,7.71%,4.09%
39,Profit Margin,0.35%,1.58%,1.58%,3.67%,0.89%,2.79%,2.15%,1.53%,2.19%,2.79%,2.20%,3.35%,5.39%,3.63%,3.26%,3.02%,2.47%,4.87%,3.27%
40,Free Cash Flow Margin,2.17%,-9.26%,-5.04%,1.35%,-7.06%,9.07%,12.47%,8.61%,19.94%,-3.28%,-4.72%,9.63%,0.54%,2.07%,-2.98%,7.60%,-1.40%,-,-
41,EBITDA,42.15,76.53,41.6,-16.22,49.84,25.47,53.91,55.16,19.9,154.09,196.05,187.37,403,201.06,108.89,48.83,71.98,114.5,34.13
42,EBITDA Margin,1.38%,3.01%,2.11%,-0.88%,3.04%,1.77%,3.82%,2.85%,0.70%,4.08%,5.28%,5.31%,11.06%,7.54%,5.25%,2.67%,5.24%,7.89%,4.41%
43,D&A For EBITDA,5.48,5.53,5.48,5.48,4.92,6.22,4.92,4.92,2.78,3.43,2.78,2.78,2.62,2.67,2.62,2.62,2.49,2.55,2.49
44,EBIT,36.68,71,36.12,-21.69,44.91,19.25,48.99,50.24,17.12,150.66,193.27,184.59,400.38,198.39,106.27,46.21,69.49,111.95,31.63
45,EBIT Margin,1.20%,2.79%,1.84%,-1.18%,2.74%,1.34%,3.47%,2.60%,0.60%,3.99%,5.21%,5.23%,10.99%,7.44%,5.12%,2.53%,5.05%,7.71%,4.09%
46,Effective Tax Rate,25.49%,32.38%,16.36%,13.52%,26.78%,29.25%,32.91%,15.84%,26.05%,26.08%,26.40%,23.57%,24.09%,24.51%,24.33%,24.55%,19.64%,28.82%,24.61%
47,Revenue as Reported,3056,2545,1968,1838,1640,1440,1412,1934,2858,3775,3712,3527,3643,2667,2076,1828,1375,2225,-
