,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Unearned Revenue,43.76,31.47,30.4,23.32,38.05,29.78,37.58,39.62,92.68,74.92,57.32,73.64,56.74,40.47,-,20.42,-,-,-
23,Other Current Liabilities,321.9,151.46,260.04,140.92,237.3,258.12,223.67,184.62,76.03,41,38.67,25.25,23.35,54.63,-,16.33,-,-,-
24,Total Current Liabilities,1664,1636,1389,1340,1247,1323,1462,1626,1621,1807,1836,1830,1804,1500,-,932.14,-,-,-
25,Long-Term Debt,276.02,284.8,269.27,277.9,311.05,319.8,61.68,70.15,71.2,6.94,7.22,7.91,8.85,9.51,-,10.87,-,-,-
26,Long-Term Leases,194.95,211.4,230.78,235.93,225.52,202.3,197.39,202.65,210.9,206.05,55.09,46.75,26.2,34.96,-,-,-,-,-
27,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,2.68,2.68,2.68,-,-,-,-,-,-
28,Long-Term Deferred Tax Liabilities,2.14,2.27,2.91,3.82,2.36,2.58,2.91,4.77,3.32,3.51,2.99,0.81,0.1,-,-,-,-,-,-
29,Other Long-Term Liabilities,-,-,130.34,130.34,137.55,137.55,275.44,275.44,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,2137,2135,2022,1988,1924,1985,1999,2179,1907,2024,1904,1888,1842,1544,-,943.01,-,-,-
31,Common Stock,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,-,153.93,-,-,-
32,Additional Paid-In Capital,535.45,535.45,535.45,535.45,520.16,520.16,520.16,520.16,1007,1007,1007,1007,1007,1007,-,273.9,-,-,-
33,Retained Earnings,1118,1107,1108,1077,1010,994.87,1052,1022,991.57,929.12,987.93,906.33,788.3,591.89,-,427.35,-,-,-
34,Treasury Stock,-51.11,-51.11,-51.11,-51.11,-33.11,-29.25,-1.87,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,-0.96,-6.53,0.6,-2.88,7.45,11.02,2.84,4.82,4.97,1.27,0.23,-1.27,-0.39,-0.4,-,-0.24,-,-,-
36,Total Common Equity,1807,1791,1798,1763,1709,1702,1779,1752,2208,2142,2200,2117,2000,1803,854.94,854.94,-,-,720.32
37,Minority Interest,44.76,45.97,47.06,47.99,46.61,51.17,49.85,48.1,247.01,224.08,356.87,294.8,254.17,141.9,-,86.8,-,-,-
38,Shareholders' Equity,1852,1836,1845,1811,1756,1753,1829,1800,2455,2366,2557,2412,2254,1945,941.74,941.74,-,-,785.53
39,Total Liabilities & Equity,3989,3971,3867,3799,3680,3738,3828,3979,4362,4390,4461,4300,4096,3490,-,1885,-,-,-
40,Total Debt,548.32,717.68,595.15,722.86,671.91,769.84,694.55,740.8,590.74,530.07,160.16,155.82,104.05,143.93,89.82,89.82,-,-,47.95
41,Net Cash (Debt),504.36,283.34,777.34,776.7,938.99,1100,1188,974.45,1098,643.47,1256,1428,1138,1141,446.93,446.93,-,-,383.99
42,Net Cash Growth,-46.29%,-74.24%,-34.56%,-20.29%,-14.45%,70.96%,-5.41%,-31.77%,-3.51%,-43.61%,180.99%,219.55%,-,-,16.39%,-,-,-,-
43,Net Cash Per Share,2.61,1.42,3.75,3.58,4.85,5.18,5.88,4.70,5.42,3.11,6.16,7.03,5.55,6.64,2.90,2.92,-,-,-
44,Filing Date Shares Outstanding,201.93,201.93,201.93,201.93,193.59,203.35,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,153.93,154.64,154.82,-
45,Total Common Shares Outstanding,201.93,201.93,201.93,201.93,193.59,203.35,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,205.24,153.93,154.64,154.82,-
46,Working Capital,1615,1603,1723,1698,1696,1713,1664,1632,1998,1977,2238,2119,2016,1737,-,800.63,-,-,-
47,Book Value Per Share,8.95,8.87,8.90,8.73,8.83,8.37,8.67,8.54,10.76,10.44,10.72,10.32,9.74,8.79,5.55,5.55,-,-,4.68
48,Tangible Book Value,1648,1631,1637,1602,1548,1541,1617,1589,2044,2114,2175,2091,1974,1777,828.02,828.02,-,-,716.93
49,Tangible Book Value Per Share,8.16,8.08,8.11,7.94,8.00,7.58,7.88,7.74,9.96,10.30,10.60,10.19,9.62,8.66,5.38,5.38,-,-,4.66
50,Buildings,-,201.48,-,201.89,-,190.12,-,190.12,-,190.12,-,56.08,-,56.08,-,56.08,-,-,-
51,Machinery,-,84.73,-,86.54,-,88.01,-,88.73,-,73.74,-,63.13,-,51.08,-,49.07,-,-,-
52,Construction In Progress,-,-,-,-,-,10.76,-,2.51,-,-,-,83.95,-,19.69,-,1.46,-,-,-
