,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,0.09,-,1.95,-,1.1,-,1.06,-,0.28,-
10,Other Current Assets,30.81,24.89,24.49,25.39,29.14,18,21.77,17.04,28.36,29.64,52.21,32.01,186.29,25.41,-,28.14,-,23.67,-
11,Total Current Assets,1118,1130,1191,1205,1150,1130,1159,1159,1184,1235,1221,1254,1226,1413,-,849.49,-,764.75,-
12,"Property, Plant & Equipment",664.75,668.81,665.19,663.37,677.34,683.81,679,670.41,735.74,726.34,727,694.84,710.34,680.84,-,536.05,-,483.34,-
13,Long-Term Investments,17.51,18.13,8.82,9.7,10.56,6.71,6.85,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-,0.25,-,-,-
14,Other Intangible Assets,80.89,81.42,81.96,82.51,83.11,83.68,84.25,84.86,85.29,85.89,86.44,86.99,49.88,50.25,-,50.76,-,51.34,-
15,Long-Term Deferred Tax Assets,10.2,9.97,9.89,10.06,10.04,10.07,8.37,8.19,8.98,8.21,3.84,2.07,6,6.03,-,5.89,-,7.41,-
16,Long-Term Deferred Charges,17.96,19.05,19.58,20.44,20.89,18.9,20.05,21.21,21.67,22.35,22.82,23.45,17.02,15.68,-,13.58,-,7.78,-
17,Other Long-Term Assets,9.67,9.42,10.34,1.21,1.75,2.75,5.14,5.19,1.83,8.34,17.49,24.24,8.42,9.49,-,37.95,-,27.08,-
18,Total Assets,1919,1937,1987,1992,1954,1936,1963,1949,2038,2086,2079,2086,2017,2175,-,1494,-,1342,-
19,Accounts Payable,406.48,402.24,448.75,439.02,385.81,386.47,439.6,429.92,456.08,517.5,529.18,528.46,444.35,547.32,-,653.31,-,555.45,-
20,Accrued Expenses,12.88,29.82,13.94,28.85,14.77,22.14,12.32,28.82,12.66,22.56,11.96,27.79,10.24,18.65,-,27.82,-,22.09,-
21,Short-Term Debt,-,-,-,2.78,3.08,2.15,-,-,-,-,-,-,-,50.05,-,99.18,-,134.11,-
22,Current Portion of Leases,3.75,3.47,3.43,3.39,3.35,3.31,1.37,1.35,1.34,1.57,1.54,1.54,-,-,-,-,-,-,-
23,Current Income Taxes Payable,6.65,0,5.4,1.26,6.1,1.58,6.86,3.5,8.75,0.99,5.23,0,2.74,8.47,-,17.88,-,11.78,-
24,Current Unearned Revenue,2.73,3.2,3.16,6.01,7.39,3.24,3.18,7.05,3.85,2.96,2.5,5.99,4.17,4.39,-,5.36,-,16.81,-
25,Other Current Liabilities,12.62,22.95,19.12,4,16.59,2.89,9.59,3.9,10.56,7.36,8.74,2.9,8.04,1.42,-,2.13,-,2.39,-
26,Total Current Liabilities,445.11,461.68,493.78,485.3,437.08,421.79,472.92,474.54,493.23,552.94,559.15,566.67,469.54,630.31,-,805.68,-,742.62,-
27,Long-Term Leases,9.26,9.88,11.28,11.88,12.52,13.35,3.33,3.29,4.02,5.19,5.15,5.07,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,43.44,42.72,44,45.22,46.43,47.65,43.42,39.05,39.85,41.04,6.55,6.84,7.1,6.9,-,6.74,-,5.53,-
29,Total Liabilities,497.81,514.28,549.06,542.4,496.03,482.79,519.66,516.88,537.1,599.18,570.85,578.59,476.64,637.21,-,812.42,-,748.15,-
30,Common Stock,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,-,203.89,-,203.89,-
31,Additional Paid-In Capital,723.24,723.24,723.24,723.24,723.24,720.49,723.24,723.24,723.24,723.24,723.24,723.24,723.43,723.24,-,29.66,-,29.66,-
32,Retained Earnings,379.57,380.72,395.97,377.64,384.66,379.34,368.55,357.46,415.36,401.14,421.57,419.62,449.62,447.23,-,379.87,-,297.19,-
33,Treasury Stock,-30.1,-30.1,-30.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-0.01,-0.01,-0.01,-0.01,-0.01,2.74,-0,-0,-0.01,0,0.01,0.01,0.01,0.01,-,0.01,-,-0.01,-
35,Total Common Equity,1345,1346,1361,1373,1380,1374,1364,1353,1410,1396,1417,1415,1445,1442,613.43,613.43,-,530.74,399.01
36,Minority Interest,76.98,77.25,76.95,76.88,77.93,78.7,79.38,79.2,90.46,90.9,91.61,92.32,95.86,95.88,-,68.12,-,62.82,-
37,Shareholders' Equity,1422,1423,1438,1450,1458,1453,1443,1432,1501,1487,1508,1507,1541,1538,681.55,681.55,-,593.56,458.05
38,Total Liabilities & Equity,1919,1937,1987,1992,1954,1936,1963,1949,2038,2086,2079,2086,2017,2175,-,1494,-,1342,-
39,Total Debt,13.01,13.35,14.7,18.05,18.94,18.81,4.7,4.64,5.36,6.77,6.69,6.61,-,50.05,99.18,99.18,-,134.11,40.85
40,Net Cash (Debt),755.39,780.49,807.62,845.01,780.74,743.97,676.08,684.82,740.74,791.38,786.91,877.44,733.03,1011,360.07,360.07,-,211.99,179.54
41,Net Cash Growth,-3.25%,4.91%,19.46%,23.39%,5.40%,-5.99%,-14.08%,-21.95%,1.05%,-21.69%,118.54%,143.68%,-,376.71%,100.55%,-,-,-,-
42,Net Cash Per Share,2.82,2.91,2.97,2.50,2.88,2.74,2.49,2.61,2.84,2.80,2.89,7.33,1.80,4.94,1.77,1.77,-,1.04,-
43,Filing Date Shares Outstanding,266.42,268.51,268.51,268.51,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,203.89,203.89,201.28,203.89,-
44,Total Common Shares Outstanding,268.51,268.51,268.51,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,271.86,203.89,203.89,201.28,203.89,-
45,Working Capital,673.28,668.75,697.42,719.42,712.94,708.22,686.12,683.99,691.03,682.01,662.16,687.12,755.97,782.58,-,43.81,-,22.12,-
46,Book Value Per Share,5.01,5.01,5.07,5.05,5.08,5.06,5.02,4.98,5.19,5.14,5.21,5.20,5.31,5.31,3.01,3.01,-,2.60,1.96
47,Tangible Book Value,1264,1264,1279,1290,1297,1291,1279,1268,1325,1310,1330,1328,1395,1392,562.67,562.67,-,479.39,346.93
48,Tangible Book Value Per Share,4.71,4.71,4.76,4.75,4.77,4.75,4.71,4.66,4.87,4.82,4.89,4.88,5.13,5.12,2.76,2.76,-,2.35,1.70
49,Buildings,-,299.5,-,299.52,-,299.52,-,299.19,-,299.7,-,295.64,-,213.54,-,212.67,-,190.28,-
50,Machinery,-,533.07,-,56.48,-,542.98,-,56.77,-,572.33,-,565.38,-,476.02,-,434.07,-,398.61,-
51,Construction In Progress,-,132.55,-,107.12,-,103.8,-,93.89,-,80.63,-,31.61,-,173.44,-,50.24,-,35.04,-
