,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Inventory Turnover,7.34,6.81,6.20,7.83,8.69,6.71,5.86,6.21,6.61,5.63,6.60,8.31,7.94,5.85,-,-,-,-,-,-
20,Quick Ratio,2.16,2.16,2.14,2.13,2.19,2.32,2.36,2.07,2.02,1.98,1.90,1.88,1.88,1.89,2.03,-,0.86,-,0.78,-
21,Current Ratio,2.51,2.51,2.45,2.41,2.48,2.63,2.68,2.45,2.44,2.40,2.23,2.18,2.21,2.61,2.24,-,1.05,-,1.03,-
22,Return on Equity (ROE),-0.40%,1.45%,5.04%,-2.22%,1.25%,2.79%,3.11%,-18.87%,3.69%,-0.56%,0.33%,-8.73%,0.54%,10.27%,24.72%,-,-,65.13%,-,
23,Return on Assets (ROA),0.35%,0.09%,1.65%,-1.40%,0.98%,0.14%,1.60%,-1.98%,-0.07%,-2.39%,-0.59%,-5.02%,-0.42%,-,-,-,-,-,-,
24,Return on Capital (ROIC),0.48%,0.13%,2.25%,-1.88%,1.29%,0.18%,2.17%,-2.68%,-0.10%,-3.31%,-0.81%,-6.74%,-0.56%,6.69%,15.03%,-,-,54.08%,-,
25,Return on Capital Employed (ROCE),-,0.37%,0.70%,0.72%,-,0.36%,-0.18%,-1.60%,-,-,-,-,-,-,12.10%,-,43.41%,-,31.77%,-
26,Earnings Yield,0.46%,0.61%,1.07%,1.14%,0.70%,-0.89%,-0.69%,-1.02%,-1.32%,-0.53%,-0.80%,0.04%,0.79%,2.03%,1.64%,-,-,-,-,-
27,FCF Yield,0.80%,1.06%,3.61%,6.08%,5.58%,1.92%,-0.72%,-2.04%,-4.71%,-2.77%,-3.64%,-3.72%,-3.79%,-1.93%,-0.07%,-,-,-,-,-
28,Dividend Yield,0.64%,-,-,-,0.71%,-,-,-,-,-,-,-,0.39%,-,-,-,-,-,-,-
29,Payout Ratio,133.34%,-,-,-,-,-,-,-,-,-,-,-,-,4.46%,1.19%,1.16%,-,-,-,-
30,Buyback Yield / Dilution,-6.42%,1.32%,1.19%,0.00%,-28.99%,-3.98%,3.99%,-0.04%,-118.94%,35.87%,-38.50%,-33.34%,41.19%,-102.30%,-0.24%,-,-,-,-,-
31,Total Shareholder Return,-5.78%,1.32%,1.19%,0.00%,-28.27%,-3.98%,3.99%,-0.04%,-118.94%,35.87%,-38.50%,-33.34%,41.57%,-102.30%,-0.24%,-,-,-,-,-
