,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Long-Term Deferred Tax Assets,133.01,109.28,91.19,83.06,280.91,261.45,236.79,52.88,53.27,58.07,46.34,48.6,24.52,26.08,26.12,28.01,-,-,-
16,Long-Term Deferred Charges,103.96,113.74,123.4,116.46,103.3,105.71,100.11,102.66,91.99,89.51,66.32,68.44,60.88,49.83,51.98,65.99,-,-,-
17,Other Long-Term Assets,151.86,163.33,134.13,455.86,224.87,176.37,127.33,133.07,204.51,156.97,233.89,167.83,150.81,34.98,7.77,12.85,-,-,-
18,Total Assets,9290,9141,9565,9334,8814,8397,8059,7863,6260,5784,5424,5003,4339,4193,3607,3075,-,-,-
19,Accounts Payable,1840,1710,2121,1898,1948,1806,1947,1777,1893,1643,1230,1021,1478,1373,1353,1229,-,-,-
20,Accrued Expenses,87.32,125.81,95.66,152.73,89.58,113.19,81.66,159.8,80.39,88.63,64.6,95.75,57.07,59.71,59.34,83.95,-,-,-
21,Short-Term Debt,1510,1561,1546,1631,1168,1052,989.68,1210,1023,792.34,687.23,550.79,305.01,281.01,96.1,108.11,-,-,-
22,Current Portion of Long-Term Debt,741.76,180.28,614.06,144.55,536.47,79.64,450.75,51.77,424.76,20.99,298.51,10.64,-,-,-,-,-,-,-
23,Current Portion of Leases,-,487.61,-,425.68,-,397.22,-,337.31,-,323.12,-,242.21,208.96,184.01,169.7,-,-,-,-
24,Current Income Taxes Payable,84.54,33.92,61.58,33.19,96.1,51.02,69.53,56.42,36.58,34.2,42.47,20.62,16.78,23.28,35.79,45.8,-,-,-
25,Current Unearned Revenue,83.72,81.61,73.3,91.4,72.36,66.48,71.14,68.57,42.59,39.38,29.13,27.96,29.64,29.41,27.27,23.04,-,-,-
26,Other Current Liabilities,928.67,738.33,833.51,887.02,644.3,702.98,529.8,545.63,205.78,337.51,587.15,653.6,55.24,61.71,47.31,36.8,-,-,-
27,Total Current Liabilities,5276,4918,5345,5264,4555,4269,4140,4206,3706,3279,2939,2623,2151,2012,1789,1527,-,-,-
28,Long-Term Debt,1391,1485,1437,1338,1245,1113,1030,988.28,197.97,173.67,172.8,162.44,-,-,-,-,-,-,-
29,Long-Term Leases,282.17,335.12,384.7,333.91,400.36,399.6,351.28,374.68,300.26,295.48,311.62,270.16,273.6,245.14,234.05,-,-,-,-
30,Long-Term Unearned Revenue,11.22,11.3,11.35,11.43,11.64,11.85,12.06,12.27,12.48,12.19,13.11,13.11,18.63,17.5,15.37,15.94,-,-,-
31,Long-Term Deferred Tax Liabilities,20.53,20.78,21.14,19.73,211.99,205.15,192.05,14.47,14.93,15.63,11.28,10.78,1.75,1.94,2.11,2.24,-,-,-
32,Other Long-Term Liabilities,0.75,3.08,0.75,0.75,-,-,-,-,-,-,9.26,9.26,-,-,-,-,-,-,-
33,Total Liabilities,6982,6774,7200,6967,6425,5998,5725,5596,4232,3776,3457,3089,2445,2277,2041,1545,-,-,-
34,Common Stock,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,364.8,364.8,-,-,-
35,Additional Paid-In Capital,840.69,837.17,834.91,831.33,836.23,866.37,857.57,856.99,857.19,857.19,857.19,857.19,857.19,857.19,598.36,598.36,-,-,-
36,Retained Earnings,880.04,937.54,923.85,913.35,942.16,919.33,891.46,826.9,727.47,709,676.57,627.06,622.16,643.68,594.35,556.72,-,-,-
37,Treasury Stock,-42.97,-42.97,-38.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,142.04,142.04,142.05,142.05,142.05,142.05,142.05,142.05,-,-,-,-,-,-,-,-,-,-,-
39,Total Common Equity,2225,2279,2268,2292,2326,2333,2296,2231,1990,1972,1939,1890,1885,1906,1558,1520,-,-,1318
40,Minority Interest,82.64,87.85,96.62,74.17,63.31,66.07,37.83,35.79,38.73,36.95,27.43,24.45,10.13,9.43,9.45,10.28,-,-,-
41,Shareholders' Equity,2308,2367,2365,2366,2389,2399,2334,2267,2029,2008,1967,1914,1895,1916,1567,1530,-,-,1326
42,Total Liabilities & Equity,9290,9141,9565,9334,8814,8397,8059,7863,6260,5784,5424,5003,4339,4193,3607,3075,-,-,-
43,Total Debt,3925,4049,3981,3873,3350,3041,2821,2962,1946,1606,1470,1236,787.57,710.16,499.86,108.11,-,-,120
44,Net Cash (Debt),-2586,-2745,-2398,-2376,-2034,-1728,-1287,-1102,-1075,-930.43,-716.35,-492.77,-23.19,222.36,65.67,456.01,-,-,337.7
45,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-80.55%,-,-,-,-
46,Net Cash Per Share,-5.04,-6.02,-6.85,-5.96,-5.14,-4.17,-3.19,-2.82,-2.55,-2.42,-1.74,-1.25,-0.06,0.64,0.17,1.20,-,-,0.80
47,Filing Date Shares Outstanding,402.35,402.35,402.74,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,364.8,364.8,340.34,320.92,424.41
48,Total Common Shares Outstanding,402.35,402.35,402.74,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,405.34,364.8,364.8,340.34,320.92,424.41
49,Working Capital,30.33,301.34,365.02,246.84,494.15,519.68,699.68,766.05,-159.37,-58.21,32.11,107.45,376.16,549.49,254.32,467.18,-,-,-
50,Book Value Per Share,5.18,5.31,5.28,5.30,5.74,5.41,5.67,5.15,4.91,4.86,4.78,4.66,4.65,4.70,4.27,4.17,-,-,3.56
51,Tangible Book Value,336.52,476.62,470.1,776.71,820.75,872.23,1089,1145,1087,1086,1203,1153,1497,1524,1176,1137,-,-,940.47
52,Tangible Book Value Per Share,0.48,0.83,0.81,1.57,2.02,1.80,2.69,2.47,2.68,2.68,2.97,2.85,3.69,3.76,3.22,3.12,-,-,2.54
53,Buildings,-,531.74,-,415.79,-,416.09,-,412.23,-,379.84,-,369.65,-,371.13,369.67,332.96,-,-,-
54,Machinery,-,283.84,-,246.47,-,221.85,-,201.96,-,186.55,-,164.94,-,153,132.7,126.66,-,-,-
55,Construction In Progress,-,78.35,-,145.59,-,57.38,-,25.61,-,1.62,-,22.61,-,30.84,27.7,46.85,-,-,-
