,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Asset Writedown,-27.75,7.88,-7.97,6.43,-6.36,1.8,-1.86,4.04,-3.98,1.53,-1.59,1.86,-1.86,2.25,-2.25,1.12,-1.12,2.61,-2.61
19,Legal Settlements,2.24,-2.24,-,-,-,-,-,-,-,-,-,-9.26,-,-,-,-,-,-,-
20,Other Unusual Items,4.5,-4.5,-,-8.22,-5.98,5.98,-,10.77,0.42,-0.42,-,5.81,-,-,-,19.87,-,-4.81,4.81
21,Pretax Income,-50.71,19.4,15.02,-34.83,25.75,98.51,88.17,156.58,23.75,74.26,65.96,4,26.35,65.5,54.6,125.76,70.6,73.26,22.98
22,Income Tax Expense,-6.17,14.74,3.64,-15.15,6.52,24.53,21.64,49,8.05,13.79,16.47,0.3,1.83,16.2,17.81,30.62,17.7,15.07,9.67
23,Earnings From Continuing Operations,-44.54,4.66,11.38,-19.69,19.22,73.99,66.53,107.58,15.71,60.46,49.49,3.71,24.52,49.31,36.79,95.14,52.9,58.2,13.31
24,Minority Interest in Earnings,7.15,9.03,-0.87,-9.13,3.61,0.5,-1.97,-8.15,2.77,1.55,0.02,1.19,-1.44,0.03,0.83,-1.83,-0.66,-0.12,-0.57
25,Net Income,-37.39,13.69,10.51,-28.82,22.83,74.49,64.55,99.43,18.47,62.01,49.51,4.9,23.07,49.33,37.62,93.31,52.24,58.07,12.73
26,Net Income to Common,-37.39,13.69,10.51,-28.82,22.83,74.49,64.55,99.43,18.47,62.01,49.51,4.9,23.07,49.33,37.62,93.31,52.24,58.07,12.73
27,Net Income Growth,-,-81.63%,-83.72%,-,23.58%,20.12%,30.38%,1929.44%,-19.93%,25.71%,31.61%,-94.75%,-55.83%,-15.05%,195.47%,-,-,-,-
28,Shares Outstanding (Basic),513,456,350,399,396,414,403,391,422,384,413,394,414,348,376,381,340,321,424
29,Shares Outstanding (Diluted),513,456,350,399,396,414,403,391,422,384,413,394,414,348,376,381,340,321,424
30,Shares Change (YoY),29.42%,10.08%,-13.18%,1.92%,-6.16%,7.92%,-2.22%,-0.73%,2.07%,10.22%,9.68%,3.41%,21.52%,8.56%,-11.36%,-,-,-,-
31,EPS (Basic),-0.07,0.03,0.03,-0.07,0.06,0.18,0.16,0.25,0.04,0.16,0.12,0.01,0.06,0.14,0.10,0.24,0.15,0.18,0.03
32,EPS (Diluted),-0.07,0.03,0.03,-0.07,0.06,0.18,0.16,0.25,0.04,0.16,0.12,0.01,0.06,0.14,0.10,0.24,0.15,0.18,0.03
33,EPS Growth,-,-83.31%,-81.25%,-,31.69%,11.30%,33.33%,1944.40%,-21.55%,14.05%,20.00%,-94.92%,-63.65%,-21.75%,233.33%,-,-,-,-
34,Free Cash Flow,216.93,-108.94,22.7,-34.4,61.37,-108.46,42.85,-81.33,92.51,-26.84,53.66,28.54,19.37,-1.98,54.99,2.24,121.5,-9.28,-73.98
35,Free Cash Flow Per Share,0.42,-0.24,0.06,-0.09,0.15,-0.26,0.11,-0.21,0.22,-0.07,0.13,0.07,0.05,-0.01,0.15,0.01,0.36,-0.03,-0.17
36,Dividend Per Share,-,-,-,0.050,-,-,-,0.115,-,-,-,0.073,-,-,-,0.110,-,-,-
37,Dividend Growth,-,-,-,-56.52%,-,-,-,57.53%,-,-,-,-33.64%,-,-,-,-,-,-,-
38,Gross Margin,27.63%,26.71%,27.27%,23.67%,29.52%,31.57%,29.08%,28.16%,27.85%,27.84%,30.63%,24.27%,32.93%,29.46%,28.43%,27.58%,32.34%,31.06%,27.78%
39,Operating Margin,0.54%,2.00%,2.50%,-1.26%,3.50%,5.90%,5.62%,6.27%,2.65%,4.54%,5.61%,0.36%,3.17%,4.91%,5.49%,11.54%,6.63%,3.09%,5.48%
40,Profit Margin,-1.65%,0.58%,0.43%,-1.08%,1.00%,3.40%,3.11%,3.86%,0.99%,3.44%,3.12%,0.30%,1.87%,3.81%,3.18%,7.16%,4.80%,5.15%,1.14%
41,Free Cash Flow Margin,9.60%,-4.58%,0.93%,-1.29%,2.70%,-4.96%,2.07%,-3.16%,4.98%,-1.49%,3.38%,1.78%,1.57%,-0.15%,4.64%,0.17%,11.17%,-0.82%,-6.61%
42,EBITDA,27.36,64.21,76.35,-18.13,94.2,145.16,131.06,176.08,60.72,94.73,100.55,17.26,49.5,73.97,74.31,160.04,81.09,43.87,70.49
43,EBITDA Margin,1.21%,2.70%,3.13%,-0.68%,4.14%,6.63%,6.32%,6.84%,3.27%,5.26%,6.33%,1.07%,4.00%,5.71%,6.27%,12.28%,7.45%,3.89%,6.29%
44,D&A For EBITDA,15.26,16.58,15.26,15.26,14.56,15.92,14.56,14.56,11.43,12.86,11.43,11.43,10.36,10.36,9.31,9.64,8.98,8.98,9.11
45,EBIT,12.1,47.62,61.09,-33.38,79.64,129.24,116.5,161.51,49.29,81.87,89.13,5.83,39.14,63.61,65,150.4,72.11,34.89,61.38
46,EBIT Margin,0.54%,2.00%,2.50%,-1.26%,3.50%,5.90%,5.62%,6.27%,2.65%,4.54%,5.61%,0.36%,3.17%,4.91%,5.49%,11.54%,6.63%,3.09%,5.48%
47,Effective Tax Rate,-,75.98%,24.25%,-,25.34%,24.90%,24.55%,31.29%,33.88%,18.57%,24.96%,7.47%,6.96%,24.73%,32.62%,24.35%,25.07%,20.57%,42.09%
48,Revenue as Reported,2260,2379,2439,2657,2273,2189,2072,2576,1858,1802,1587,1607,1236,1294,1185,1303,1088,1128,1120
49,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.48
