,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Long-Term Deferred Charges,-,24.78,28.68,19.47,17.96,5.64,2.41,2.63,1.61,0.19,-,-,-,-,-,5.81,-,-,-,-
15,Other Long-Term Assets,-,42.33,55.99,50.26,60.96,90.71,74.07,82.43,85.94,125.69,128.31,79.06,94.71,-,-,247.73,80.22,80.22,-,-
16,Total Assets,-,5049,4711,4809,4686,4542,4370,4366,4277,4294,4302,4230,4130,-,-,1382,1213,1213,-,-
17,Accounts Payable,-,116.56,121.19,116.97,133.89,284.73,270.85,167.23,95.52,94.67,94.94,75.76,59.25,-,-,30.42,29.51,29.51,-,-
18,Accrued Expenses,-,34.1,211.4,24.82,55.38,36.59,230.07,28.87,47.87,35.98,273.37,24.38,289.79,-,-,15.94,232.39,232.39,-,-
19,Short-Term Debt,-,675.3,550.31,562.31,426.73,201.64,54.58,99.59,45.04,45.05,45,13.33,13.66,-,-,1,-,-,-,-
20,Current Portion of Leases,-,2.55,2.54,2.7,2.85,3.2,3.9,4.58,5.43,4.7,3.1,3.98,3.06,-,-,-,-,-,-,-
21,Current Income Taxes Payable,-,9.7,-,6.57,1.71,6.23,-0.3,3.23,1.27,17.37,0.18,7.53,10.62,-,-,42.1,31.56,31.56,-,-
22,Current Unearned Revenue,-,25.61,20.63,27.09,27.03,29.39,22.91,27.05,36.87,29.67,44.74,40.14,35.65,-,-,17.96,22.46,22.46,-,-
23,Other Current Liabilities,-,263.57,60.47,219.75,231.73,237.8,70.17,246.95,294.39,337.54,176.26,360.42,80.88,-,-,317.52,81.2,81.2,-,-
24,Total Current Liabilities,-,1127,966.55,960.22,879.32,799.58,652.17,577.5,526.39,564.97,637.58,525.54,492.91,-,-,424.93,397.12,397.12,-,-
25,Long-Term Leases,-,0.01,0.74,1.15,2.05,3.79,3.46,5.25,4.62,0.09,1.65,2.34,3.28,-,-,6.93,-,-,-,-
26,Long-Term Unearned Revenue,-,21.21,22.14,23.13,24.3,25.16,20.5,21.33,22.15,22.96,22.66,23.5,24.21,-,-,13.45,14.12,14.12,-,-
27,Long-Term Deferred Tax Liabilities,-,23.27,4.92,5.01,5.54,4.99,5.08,5.18,5.27,0.6,0.6,0.6,0.6,-,-,-,-,-,-,-
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,50.02,-,-,50.02,50.02,50.02,-,-
29,Total Liabilities,-,1172,994.34,989.51,911.22,833.52,681.22,609.26,558.44,588.61,662.49,551.99,571.01,-,-,495.34,461.26,461.26,-,-
30,Common Stock,-,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,-,-,360,360,360,-,-
31,Additional Paid-In Capital,-,2485,2485,2485,2485,2474,2474,2474,2474,2473,2473,2473,2473,-,-,175.73,175.54,175.54,-,-
32,Retained Earnings,-,1008,846.23,917.26,870.83,819.98,799.75,868.95,830.55,816.92,751.26,790.13,670.94,-,-,359.74,225.08,225.08,-,-
33,Treasury Stock,-,-30.02,-30.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-,-7.2,-8.98,-9.08,-9.15,-9.46,-9.4,-9.57,-9.63,-8.41,-9.29,-9.26,-9.41,-,-,-9.19,-9.14,-9.14,-,-
35,Total Common Equity,3880,3880,3716,3817,3771,3708,3688,3757,3718,3706,3639,3678,3558,-,-,886.28,751.48,751.48,-,408.68
36,Minority Interest,-,-2.76,0.82,2.27,3.83,0.17,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,3877,3877,3717,3819,3774,3708,3688,3757,3718,3706,3639,3678,3558,-,-,886.28,751.48,751.48,-,408.65
38,Total Liabilities & Equity,-,5049,4711,4809,4686,4542,4370,4366,4277,4294,4302,4230,4130,-,-,1382,1213,1213,-,-
39,Total Debt,677.86,677.86,553.59,566.17,431.63,208.63,61.94,109.43,55.09,49.83,49.75,19.65,20,-,-,7.93,-,-,-,40.06
40,Net Cash (Debt),2041,2041,1942,2092,2140,2403,2386,2444,2527,2703,2809,2909,2948,-,-,601.97,599.52,599.52,-,397.08
41,Net Cash Growth,-4.64%,-15.07%,-18.62%,-14.38%,-15.31%,-11.11%,-15.05%,-15.99%,-14.29%,-,-,383.21%,391.73%,-,-,51.60%,-,-,-,-
42,Net Cash Per Share,4.70,5.18,4.34,4.96,5.05,5.83,5.52,5.73,5.91,6.56,6.64,6.83,7.17,-,-,1.65,1.67,1.67,-,1.09
43,Filing Date Shares Outstanding,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,359.58,360,360,360,360,-,365.16
44,Total Common Shares Outstanding,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,423.6,359.58,360,360,360,360,-,365.16
45,Working Capital,-,1932,1863,2012,1991,2102,2131,2282,2347,2454,2498,2707,2741,-,-,366.4,363.64,363.64,-,-
46,Book Value Per Share,9.16,9.16,8.77,9.01,8.90,8.75,8.71,8.87,8.78,8.75,8.59,8.68,8.40,-,-,2.46,2.09,2.09,-,-
47,Tangible Book Value,3820,3820,3655,3755,3709,3646,3625,3694,3655,3642,3575,3614,3494,-,-,826.86,715.25,715.25,-,393.12
48,Tangible Book Value Per Share,9.02,9.02,8.63,8.87,8.75,8.61,8.56,8.72,8.63,8.60,8.44,8.53,8.25,-,-,2.30,1.99,1.99,-,-
49,Buildings,-,-,315.19,-,315.19,-,179.43,-,179.43,-,127.91,-,127.91,-,-,-,127.91,127.91,-,-
50,Machinery,-,-,595.82,-,574.16,-,453.75,-,436.3,-,347.2,-,323.89,-,-,-,239.44,239.44,-,-
51,Construction In Progress,-,-,811.05,-,768.43,-,879.97,-,695.81,-,600.37,-,365.65,-,-,-,81.52,81.52,-,-
