,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,34.7,36.49,20.84,26.47,24.15,15.26,19.01,29.9,15.06,21.68,24.92,24.66,18.29,15.82,22.76,21.24,14.99,16.12,10.2
10,Operating Income,-3.07,4.33,12.6,5.18,18.37,12.91,19.11,5.55,23.69,17.46,25.71,22.66,20.41,33.76,26.11,33.54,28.69,22.94,22.62
11,Interest Expense,-5.78,-3.12,-3.25,-4.03,-3.48,-2.31,-0.46,-0.82,-0.48,-0.58,-0.53,-1.28,-1.57,-1.51,-1.03,-1.09,-1,-0.95,-0.63
12,Interest & Investment Income,2.7,4.52,0.95,6.25,6.9,1.49,1.36,3.65,3.67,2.25,1.34,2.43,0.53,0.07,0.12,0.06,0.08,0.06,0.5
13,Currency Exchange Gain (Loss),-0,0,-,-2.15,-4.1,4.1,-,4.71,-3.3,3.3,-,-0.96,-,-,-,-2.67,-,0.08,-0.08
14,Other Non Operating Income (Expenses),-6,1.22,-0.84,-6.01,3.84,-2.84,-0.93,-5.37,4.62,-0.46,-0.48,-1.72,0.33,-0.91,1.69,-0.62,0.21,0.82,-0.04
15,EBT Excluding Unusual Items,-12.13,6.95,9.46,-0.76,21.54,13.35,19.09,7.72,28.2,21.97,26.04,21.14,19.71,31.41,26.89,29.21,27.98,22.95,22.38
16,Gain (Loss) on Sale of Investments,-0.45,0.32,0.94,-0.63,0.46,0.88,-0.13,-1,1.69,-0.23,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0,-,-,0,0.05,-0.04,-0.16,-0,0,-0,-,-0.1,-0.02,-,-,-0.03,-,-,-
18,Asset Writedown,-0.3,0.02,-0.02,0.73,-0.73,-,-,0.41,-0.41,0.24,-0.24,0.19,-0.01,-0.02,-0.15,0.12,-0.01,-0.12,-
19,Other Unusual Items,-1.11,1.06,-0,1.04,-0,0,-,6.08,-0.09,0.09,-,15.63,-,-,-,3.72,-,-0,0
20,Pretax Income,-14,8.36,10.37,0.38,21.32,14.19,18.8,13.21,29.39,22.07,25.8,36.86,19.68,31.39,26.74,33.03,27.97,22.83,22.39
21,Income Tax Expense,-5.41,-1.49,-0.08,-4.23,2.98,1.64,2.08,-2.36,4.52,3.06,3.6,5.4,2.38,4.45,3.8,4.31,4.53,3.31,3.32
22,Net Income,-8.59,9.85,10.46,4.61,18.34,12.55,16.72,15.56,24.87,19,22.2,31.46,17.3,26.94,22.95,28.71,23.44,19.53,19.07
23,Net Income to Common,-8.59,9.85,10.46,4.61,18.34,12.55,16.72,15.56,24.87,19,22.2,31.46,17.3,26.94,22.95,28.71,23.44,19.53,19.07
24,Net Income Growth,-,-21.52%,-37.46%,-70.38%,-26.26%,-33.97%,-24.68%,-50.53%,43.71%,-29.46%,-3.27%,9.58%,-26.18%,37.97%,20.34%,-,-,-,-
25,Shares Outstanding (Basic),75,70,75,74,73,74,73,71,73,73,74,73,61,55,55,54,54,56,54
26,Shares Outstanding (Diluted),75,70,75,74,73,74,73,71,73,73,74,73,61,55,55,54,54,56,54
27,Shares Change (YoY),1.82%,-4.48%,2.75%,4.40%,0.40%,0.67%,-1.75%,-1.99%,19.45%,32.99%,35.43%,34.81%,12.41%,-1.40%,0.29%,-,-,-,-
28,EPS (Basic),-0.11,0.14,0.14,0.06,0.25,0.17,0.23,0.22,0.34,0.26,0.30,0.43,0.28,0.49,0.42,0.53,0.43,0.35,0.35
29,EPS (Diluted),-0.11,0.14,0.14,0.06,0.25,0.17,0.23,0.22,0.34,0.26,0.30,0.43,0.28,0.49,0.42,0.53,0.43,0.35,0.35
30,EPS Growth,-,-17.83%,-39.13%,-71.63%,-26.56%,-34.41%,-23.33%,-49.53%,20.31%,-46.96%,-28.57%,-18.72%,-34.33%,39.93%,20.00%,-,-,-,-
31,Free Cash Flow,-403.09,-66.73,-85.19,-363.13,-53.8,-25.94,-5.1,-0.49,20,53.39,-63.27,79.55,-72.5,42.61,-113.28,40.46,8.93,-20.33,-27.39
32,Free Cash Flow Per Share,-5.40,-0.95,-1.14,-4.88,-0.73,-0.35,-0.07,-0.01,0.27,0.73,-0.86,1.09,-1.18,0.77,-2.07,0.75,0.16,-0.36,-0.50
33,Dividend Per Share,-,-,-,0.072,-,-,-,0.112,-,-,-,0.135,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-35.71%,-,-,-,-17.04%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,9.31%,10.71%,12.14%,12.99%,18.16%,14.67%,16.97%,14.37%,15.82%,15.39%,13.99%,15.01%,12.18%,12.65%,13.15%,15.73%,15.60%,13.90%,16.75%
36,Operating Margin,-0.90%,1.13%,4.57%,2.13%,7.85%,6.72%,8.50%,2.25%,9.67%,6.87%,7.11%,7.19%,6.42%,8.61%,7.03%,9.63%,10.24%,8.16%,11.54%
37,Profit Margin,-2.53%,2.58%,3.79%,1.89%,7.83%,6.53%,7.44%,6.31%,10.15%,7.47%,6.13%,9.98%,5.45%,6.87%,6.18%,8.24%,8.37%,6.95%,9.73%
38,Free Cash Flow Margin,-118.68%,-17.51%,-30.91%,-149.08%,-22.98%,-13.50%,-2.27%,-0.20%,8.17%,20.99%,-17.48%,25.24%,-22.82%,10.87%,-30.48%,11.62%,3.19%,-7.23%,-13.98%
39,EBITDA,2.94,11.25,18.61,11.18,24.04,19.16,24.77,11.22,27.63,22.84,29.66,26.61,23.11,37.7,29.94,36.24,30.44,24.69,24.37
40,EBITDA Margin,0.87%,2.95%,6.75%,4.59%,10.27%,9.97%,11.03%,4.55%,11.28%,8.98%,8.20%,8.44%,7.27%,9.61%,8.06%,10.40%,10.87%,8.79%,12.43%
41,D&A For EBITDA,6,6.93,6,6,5.66,6.25,5.66,5.66,3.94,5.38,3.94,3.94,2.7,3.93,3.84,2.7,1.75,1.75,1.75
42,EBIT,-3.07,4.33,12.6,5.18,18.37,12.91,19.11,5.55,23.69,17.46,25.71,22.66,20.41,33.76,26.11,33.54,28.69,22.94,22.62
43,EBIT Margin,-0.90%,1.13%,4.57%,2.13%,7.85%,6.72%,8.50%,2.25%,9.67%,6.87%,7.11%,7.19%,6.42%,8.61%,7.03%,9.63%,10.24%,8.16%,11.54%
44,Effective Tax Rate,-,-,-,-,13.97%,11.55%,11.06%,-,15.38%,13.89%,13.97%,14.64%,12.07%,14.18%,14.19%,13.06%,16.19%,14.48%,14.83%
45,Revenue as Reported,339.65,381.17,275.57,243.58,234.11,192.1,224.65,246.68,244.9,254.32,361.86,315.23,317.75,392.11,371.6,348.35,280.07,281.03,196.02
