,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
25,Other Current Liabilities,170.65,85.24,85.32,67.36,89.27,58.15,27,33.49,-,37.33,33.18,29.39,38.84,31.14,35.73,32.68,-,-,-
26,Total Current Liabilities,993.83,995.43,783.2,543.02,535.61,486.08,387.15,346.94,-,425.71,417.68,291.26,383.21,448.27,464.57,473.1,-,-,-
27,Long-Term Debt,778.21,542.35,253.8,121.1,125.6,100.4,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,2.44,3.06,3.27,3.13,4,4.53,4.58,4.65,-,1.13,1.12,1.58,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,9.29,9.54,8.72,8.83,8.93,9.04,11.2,11.37,-,17.72,20.91,22.4,5.24,5.38,0.94,0.95,-,-,-
30,Total Liabilities,1784,1550,1049,676.07,674.14,600.05,402.92,362.97,-,444.57,439.71,315.24,388.45,453.64,465.51,474.05,-,-,-
31,Common Stock,73.58,73.6,73.61,73.61,73.61,73.1,73.1,73.1,-,73.1,73.1,73.1,73.1,54.82,54.82,54.82,-,-,-
32,Additional Paid-In Capital,649.6,647.92,646.26,644.14,642.02,630.46,629.94,629.42,-,628.38,627.86,627.34,626.82,188.71,188.19,187.67,-,-,-
33,Retained Earnings,353.45,362.04,357.48,347.02,342.41,324.08,319.72,303,-,262.56,254.23,232.03,200.57,183.26,156.32,133.37,-,-,-
34,Treasury Stock,-10.83,-11.23,-11.56,-11.56,-11.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,0.41,0.49,0.47,0.46,0.54,0.58,0.27,0.35,-,0.09,-0.31,-0.27,-0.14,-0.17,-0.03,-0.12,-,-,-
36,Shareholders' Equity,1066,1073,1066,1054,1047,1028,1023,1006,-,964.13,954.88,932.19,900.34,426.62,399.3,375.75,-,-,283.21
37,Total Liabilities & Equity,2850,2623,2115,1730,1721,1628,1426,1369,-,1409,1395,1247,1289,880.26,864.82,849.8,-,-,-
38,Total Debt,1380,1141,728.12,426.18,419.05,387.76,172.71,76.99,-,68.6,66.49,52.2,144.38,146.38,133.39,156.46,-,-,49
39,Net Cash (Debt),-562.73,-145.65,-66.77,39.58,408.29,462.15,483.88,493.65,-,483.11,424.9,445.92,387.04,-1.35,-42.66,7.4,-,-,49.1
40,Net Cash Growth,-,-,-,-91.98%,-,-4.34%,13.88%,10.70%,-,-,-,5926.40%,-,-,-,-,-,-,-
41,Net Cash Per Share,-7.53,-2.07,-0.89,0.53,5.56,6.28,6.66,6.92,-,6.60,5.74,6.13,6.33,-0.02,-0.78,0.14,-,-,0.90
42,Filing Date Shares Outstanding,73.58,73.6,73.61,73.61,73.61,73.1,73.1,73.1,73.1,73.1,73.1,73.1,73.1,54.82,54.82,54.82,54.43,55.79,54.48
43,Total Common Shares Outstanding,73.58,73.6,73.61,73.61,73.61,73.1,73.1,73.1,73.1,73.1,73.1,73.1,73.1,54.82,54.82,54.82,54.43,55.79,54.48
44,Working Capital,479.06,687.55,466.48,435.98,766.52,798.43,699.53,680.62,-,654.82,652.06,662.13,642.3,172.2,147.48,160.33,-,-,-
45,Book Value Per Share,14.49,14.58,14.49,14.31,14.22,14.07,13.99,13.76,-,13.19,13.06,12.75,12.32,7.78,7.28,6.85,-,-,5.17
46,Tangible Book Value,1020,1026,1019,1006,998.9,993.88,988.37,971.17,-,928.81,919.37,896.44,864.28,390.51,362.88,339.15,-,-,277.8
47,Tangible Book Value Per Share,13.86,13.94,13.84,13.66,13.57,13.60,13.52,13.29,-,12.71,12.58,12.26,11.82,7.12,6.62,6.19,-,-,5.07
48,Buildings,-,147.09,-,147.09,-,147,-,119.62,-,119.33,-,107.12,-,-,100.78,98.8,-,-,-
49,Machinery,-,233.64,-,220.56,-,157.71,-,154.2,-,138.62,-,121.24,-,-,92.38,87.38,-,-,-
50,Construction In Progress,-,122.39,-,32.91,-,64.14,-,80.11,-,70.97,-,55.36,-,-,34.93,7.01,-,-,-
