,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Free Cash Flow,-114.49,22.87,-75.76,65.53,-166.9,-7.14,-31.85,116.61,-90.78,-235.26,-97.56,140.36,-123.18,0.39,-69.72,142.68,-39.79,5.98,6.79
34,Free Cash Flow Per Share,-0.88,0.18,-0.57,0.50,-1.22,-0.06,-0.24,0.86,-0.12,-1.92,-0.74,1.06,-1.03,0.00,-0.71,1.47,-0.40,0.06,0.07
35,Dividend Per Share,-,-,-,0.100,-,-,-,0.400,-,-,-,-,0.357,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-75.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,40.10%,27.18%,34.56%,28.87%,39.47%,30.44%,37.42%,33.62%,38.99%,33.03%,38.01%,31.95%,43.17%,34.59%,42.12%,38.63%,43.94%,35.95%,37.76%
38,Operating Margin,11.68%,-2.53%,11.56%,-1.05%,11.15%,0.92%,13.88%,2.36%,7.56%,-10.96%,10.00%,2.36%,13.52%,7.96%,16.66%,12.37%,18.48%,14.98%,13.57%
39,Profit Margin,2.30%,-0.57%,15.41%,1.83%,4.78%,8.86%,8.79%,-3.93%,-0.55%,-7.97%,7.73%,6.29%,6.27%,8.64%,11.97%,12.33%,11.22%,12.20%,11.07%
40,Free Cash Flow Margin,-28.87%,6.70%,-18.04%,11.60%,-47.38%,-2.15%,-9.15%,25.13%,-27.77%,-101.35%,-32.01%,29.86%,-41.33%,0.16%,-25.30%,32.72%,-16.98%,2.57%,2.97%
41,EBITDA,49.9,-4.94,52.13,-2.32,43.78,7.72,52.84,15.47,27.96,-19.47,33.7,14.31,43.76,22.62,48.45,56.33,47.56,39.11,31.73
42,EBITDA Margin,12.58%,-1.45%,12.41%,-0.41%,12.43%,2.33%,15.18%,3.33%,8.55%,-8.39%,11.06%,3.04%,14.68%,9.39%,17.58%,12.92%,20.30%,16.82%,13.89%
43,D&A For EBITDA,3.59,3.7,3.59,3.59,4.51,4.67,4.51,4.51,3.23,5.98,3.23,3.23,3.45,3.45,2.56,2.37,4.27,4.27,0.72
44,EBIT,46.31,-8.65,48.54,-5.92,39.27,3.05,48.33,10.96,24.73,-25.44,30.47,11.08,40.31,19.17,45.9,53.96,43.29,34.83,31.01
45,EBIT Margin,11.68%,-2.53%,11.56%,-1.05%,11.15%,0.92%,13.88%,2.36%,7.56%,-10.96%,10.00%,2.36%,13.52%,7.96%,16.66%,12.37%,18.48%,14.98%,13.57%
46,Effective Tax Rate,43.07%,-,26.29%,41.86%,6.10%,31.04%,18.94%,-,-,-,20.24%,-,21.63%,17.75%,19.45%,21.48%,14.00%,19.51%,19.50%
47,Revenue as Reported,396.51,341.24,419.95,564.84,352.22,331.31,348.14,464.09,326.94,232.12,304.8,470.12,298.04,240.96,275.55,436.05,234.32,460.98,-
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.76
