,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,136.44,115.42,96.88,143.04,119.95,127.19,91.05,126.03,96.6,76.68,50.98,82.57,50.22,51.02,35.71,72.08,60.88,33.26,33.26
10,Operating Income,39.12,19.73,-29.17,60.63,47.01,37.92,-21.42,47.43,42.37,20.75,-6.71,53.76,32.27,23.42,-10.07,54.37,18.6,8.19,8.19
11,Interest Expense,-5.63,-5.23,-4.41,-9.77,-3.52,-1.33,-0.83,-0.12,-0.18,-0.29,-0.89,-1.73,-1.81,-1.63,-0.48,-1.42,-3.32,-1.43,-1.43
12,Interest & Investment Income,0.25,0.44,0.43,-,6.22,1.99,6.82,0.86,3.77,0.84,0.54,0.04,0.03,0.13,0.14,0.21,0.22,0.1,0.1
13,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0,0,-0,-,-0,-0,0,-,-0,-0.19,-,-
14,Other Non Operating Income (Expenses),2.59,-3.63,-0.4,-1.21,0.52,-1.05,-0.71,-4.66,0.81,3.54,-1.34,-0.9,-1.6,0.01,-0.36,2.88,5.32,-0.69,-0.69
15,EBT Excluding Unusual Items,36.33,11.31,-33.55,49.66,50.23,37.53,-16.14,43.5,46.77,24.84,-8.4,51.16,28.88,21.92,-10.76,56.03,20.62,6.16,6.16
16,Gain (Loss) on Sale of Investments,-,-,-,5.55,-5.55,-,-,2.55,0.41,2.59,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.04,5.01,0.02,0.19,0.09,0.03,-0,-0.09,0.11,-,0.01,-0.01,-,-,0.01,0,-0,0.07,0.07
18,Asset Writedown,-0.05,1.36,-1.36,4.46,-4.48,0.03,-0.03,1.82,-1.83,-0.03,-,2.81,-2.82,-0.07,-,-0,2.5,-,-
19,Other Unusual Items,0.12,1.04,1.31,-0.5,-,-,-,5.2,0.02,-0.02,-,3.47,1.77,-1.77,-,1.85,0.95,-1.11,-1.11
20,Pretax Income,36.45,18.72,-33.59,59.36,40.29,37.6,-16.17,52.97,45.48,27.38,-8.39,57.44,27.84,20.09,-10.76,57.88,24.08,5.13,5.13
21,Income Tax Expense,6.16,-2.59,-1.52,12.1,3.6,-3.09,1.14,6.8,5.86,2.1,0.2,8.22,3.53,1.27,0.23,5.95,3,-0.1,-0.1
22,Earnings From Continuing Operations,30.29,21.3,-32.07,47.26,36.69,40.69,-17.31,46.17,39.62,25.27,-8.58,49.22,24.31,18.81,-10.98,51.93,21.08,5.23,5.23
23,Minority Interest in Earnings,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,30.4,21.3,-32.07,47.26,36.69,40.69,-17.31,46.17,39.62,25.27,-8.58,49.22,24.31,18.81,-10.98,51.93,21.08,5.23,5.23
25,Net Income to Common,30.4,21.3,-32.07,47.26,36.69,40.69,-17.31,46.17,39.62,25.27,-8.58,49.22,24.31,18.81,-10.98,51.93,21.08,5.23,5.23
26,Net Income Growth,-17.13%,-47.65%,-,2.35%,-7.41%,61.01%,-,-6.20%,63.03%,34.34%,-,-5.21%,15.33%,259.96%,-,-,-,-,-
27,Shares Outstanding (Basic),95,108,107,105,104,104,108,107,99,113,95,81,79,78,78,116,79,79,79
28,Shares Outstanding (Diluted),95,108,107,105,104,104,108,107,99,113,95,81,79,78,78,116,79,79,79
29,Shares Change (YoY),-8.65%,3.91%,-1.18%,-2.06%,5.13%,-7.82%,13.43%,32.30%,25.50%,44.85%,21.58%,-30.62%,-0.61%,-1.27%,-0.94%,-,-,-,-
30,EPS (Basic),0.32,0.20,-0.30,0.45,0.35,0.39,-0.16,0.43,0.40,0.22,-0.09,0.61,0.31,0.24,-0.14,0.45,0.27,0.07,0.07
31,EPS (Diluted),0.32,0.20,-0.30,0.45,0.35,0.39,-0.16,0.43,0.40,0.22,-0.09,0.61,0.31,0.24,-0.14,0.45,0.27,0.07,0.07
32,EPS Growth,-9.29%,-49.62%,-,4.49%,-11.93%,74.67%,-,-29.10%,29.90%,-7.26%,-,36.62%,16.03%,264.58%,-,-,-,-,-
33,Free Cash Flow,40.4,-58.22,-211.5,-45.92,-224.83,-251.22,-212.79,-127.33,-98.66,-30.35,-210.72,166.8,44.43,-34.28,-138.88,211.44,104.53,-64.1,-64.1
34,Free Cash Flow Per Share,0.43,-0.54,-1.98,-0.44,-2.17,-2.41,-1.97,-1.19,-1.00,-0.27,-2.21,2.06,0.57,-0.44,-1.77,1.82,1.32,-0.81,-0.81
35,Dividend Per Share,-,-,-,0.100,-,-,-,0.130,-,-,-,0.100,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-23.08%,-,-,-,30.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,33.40%,41.69%,29.48%,44.62%,36.93%,36.47%,28.99%,42.30%,36.27%,36.86%,33.71%,37.27%,42.60%,33.48%,32.45%,34.47%,32.83%,29.86%,29.86%
38,Operating Margin,7.44%,6.09%,-12.70%,13.28%,10.40%,8.37%,-8.92%,11.57%,11.06%,7.85%,-5.11%,14.70%,16.67%,10.53%,-12.74%,14.82%,7.68%,5.90%,5.90%
39,Profit Margin,5.78%,6.57%,-13.96%,10.35%,8.12%,8.99%,-7.21%,11.26%,10.34%,9.56%,-6.54%,13.46%,12.55%,8.46%,-13.90%,14.15%,8.71%,3.77%,3.77%
40,Free Cash Flow Margin,7.68%,-17.96%,-92.07%,-10.06%,-49.73%,-55.48%,-88.59%,-31.05%,-25.75%,-11.48%,-160.47%,45.60%,22.94%,-15.42%,-175.77%,57.63%,43.18%,-46.18%,-46.18%
41,EBITDA,42.41,23.85,-25.88,63.92,48.52,40.07,-19.91,48.94,43.69,22.23,-5.39,55.04,33.44,24.72,-8.82,55.54,19.84,9.44,9.44
42,EBITDA Margin,8.07%,7.36%,-11.27%,14.00%,10.73%,8.85%,-8.29%,11.93%,11.40%,8.41%,-4.10%,15.05%,17.27%,11.12%,-11.16%,15.14%,8.19%,6.80%,6.80%
43,D&A For EBITDA,3.29,4.12,3.29,3.29,1.51,2.15,1.51,1.51,1.32,1.48,1.32,1.28,1.17,1.31,1.25,1.17,1.24,1.26,1.26
44,EBIT,39.12,19.73,-29.17,60.63,47.01,37.92,-21.42,47.43,42.37,20.75,-6.71,53.76,32.27,23.42,-10.07,54.37,18.6,8.19,8.19
45,EBIT Margin,7.44%,6.09%,-12.70%,13.28%,10.40%,8.37%,-8.92%,11.57%,11.06%,7.85%,-5.11%,14.70%,16.67%,10.53%,-12.74%,14.82%,7.68%,5.90%,5.90%
46,Effective Tax Rate,16.89%,-,-,20.39%,8.93%,-,-,12.84%,12.88%,7.69%,-,14.30%,12.68%,6.34%,-,10.28%,12.48%,-,-
47,Revenue as Reported,525.7,324.21,229.71,456.46,452.11,452.79,240.21,410.08,383.16,264.35,131.32,365.81,193.65,222.34,79.01,-,-,-,-
