,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Current Unearned Revenue,302.95,236.65,204.42,222.25,245.9,308.72,254.79,235.5,203.51,242.04,162.9,196.93,143.3,62.13,-,131.74,131.74,94.5,94.5
24,Other Current Liabilities,66.91,48.89,56.41,56.85,61.53,18.96,35.81,30.38,31.9,27.95,25.57,29.44,29.01,21.81,-,22.89,22.89,24.14,24.14
25,Total Current Liabilities,1203,1100,1024,1086,1052,851.95,646.16,690.39,523.28,467.88,323.54,616.49,468.63,327.74,-,349.84,349.84,408.87,408.87
26,Long-Term Debt,153,88.5,-,-,-,-,-,-,-,-,-,8.51,9.01,9.01,-,-,-,-,-
27,Long-Term Leases,16.18,14.97,13.16,12.86,10.57,4.33,5.68,7.59,4.8,4.66,5.17,5.18,6.21,5.03,-,0.01,0.01,-,-
28,Long-Term Unearned Revenue,27.58,27.77,27.96,28.15,9.9,10.08,10.27,10.46,10.66,10.84,11.04,11.22,11.41,11.6,-,11.98,11.98,12.37,12.37
29,Long-Term Deferred Tax Liabilities,-,-,-,-,0.62,0.64,1.54,-,-,-,-,-,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,9.93,8.89,9,9.61,9.02,8.27,6.74,7.21,6.43,5.39,4.98,5.3,4.33,4.17,-,4.13,4.13,3.04,3.04
31,Total Liabilities,1410,1240,1075,1137,1082,875.27,670.39,715.65,545.17,488.77,344.73,646.71,499.6,357.56,-,365.97,365.97,424.27,424.27
32,Common Stock,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,79.2,79.2,79.2,-,79.2,79.2,79.2,79.2
33,Additional Paid-In Capital,1296,1291,1287,1282,1310,1298,1286,1274,1263,1255,1255,331.86,331.86,331.86,-,331.86,331.86,331.86,331.86
34,Retained Earnings,375.58,345.17,334.46,366.53,319.27,282.58,257.19,272.93,226.75,187.13,172.41,181,131.77,107.47,-,99.64,99.64,57.48,57.48
35,Total Common Equity,1777,1742,1727,1754,1735,1686,1649,1653,1595,1548,1533,592.06,542.84,518.53,510.7,510.7,510.7,468.55,468.55
36,Minority Interest,4.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1782,1742,1727,1754,1735,1686,1649,1653,1595,1548,1533,592.06,542.84,518.53,510.7,510.7,510.7,468.55,468.55
38,Total Liabilities & Equity,3192,2983,2801,2890,2817,2561,2319,2368,2140,2036,1878,1239,1042,876.09,-,876.67,876.67,892.82,892.82
39,Total Debt,614.43,620.79,583.01,428.23,392.72,213.08,114.14,17.19,13.34,13.63,11.84,135.06,163.26,150.22,48.05,48.05,48.05,180.85,180.85
40,Net Cash (Debt),-408.91,-466.11,-376.47,-160.29,-74.74,161.89,441.15,640.65,725.48,803.23,816.49,100.57,-68.49,-100.81,101.38,101.38,101.38,-122.32,-122.32
41,Net Cash Growth,-,-,-,-,-,-79.84%,-45.97%,537.05%,-,-,705.37%,-0.80%,-,-,-,-,-,-,-
42,Net Cash Per Share,-4.32,-4.30,-3.52,-1.53,-0.72,1.55,4.08,5.99,7.36,7.09,8.56,1.24,-0.87,-1.29,1.29,0.87,1.28,-1.54,-1.54
43,Filing Date Shares Outstanding,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,79.2,79.2,79.2,78.45,79.2,79,79.2,79.2
44,Total Common Shares Outstanding,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,79.2,79.2,79.2,78.45,79.2,79,79.2,79.2
45,Working Capital,1168,1064,985.11,1028,1045,1249,1440,1443,1476,1425,1440,523.81,474.52,451.7,-,444.64,444.64,401.28,401.28
46,Book Value Per Share,16.83,16.50,16.35,16.61,16.43,15.97,15.61,15.65,15.11,14.66,14.52,7.48,6.85,6.55,6.45,6.45,6.46,5.92,5.92
47,Tangible Book Value,1710,1675,1659,1687,1702,1654,1616,1620,1562,1514,1499,573.08,523.92,499.46,491.62,491.62,491.62,449.23,449.23
48,Tangible Book Value Per Share,16.20,15.86,15.71,15.97,16.12,15.66,15.30,15.34,14.79,14.34,14.20,7.24,6.62,6.31,6.21,6.21,6.22,5.67,5.67
49,Buildings,-,591.57,-,578.61,-,71.35,-,38.26,-,38.26,-,38.26,38.26,38.26,-,-,-,38.26,38.26
50,Machinery,-,39.92,-,39.61,-,35.9,-,30.51,-,25.19,-,21.56,20.82,19.37,-,-,-,16.08,16.08
51,Construction In Progress,-,19.8,-,25.3,-,9.26,-,40.96,-,25.89,-,-,-,-,-,-,-,-,-
