,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Long-Term Unearned Revenue,55.76,56.12,56.5,55.62,55.57,55.41,53.29,51.7,56.2,56.71,57.22,56.84,56.18,-,-,47.17,-,20.9,20.9
30,Long-Term Deferred Tax Liabilities,15.54,11.89,15.04,15.7,23.95,20.46,17.77,16.68,9.23,8.02,6.01,4.36,3.45,-,-,3.8,-,4.01,4.01
31,Other Long-Term Liabilities,6.74,6.74,6.87,6.94,6.73,6.73,6.73,7.41,11.73,6.73,-,-,-,-,-,-,-,-,-
32,Total Liabilities,1726,1578,1473,1336,1273,1201,1327,1378,1164,1127,1129,841.97,663.42,-,-,794.61,-,766.11,766.11
33,Common Stock,209.09,209.24,209.24,209.24,208.49,208.49,208.49,208.49,208.49,208.49,160.38,160,120,-,-,120,-,120,120
34,Additional Paid-In Capital,3938,3946,3936,3933,3922,3919,3913,3913,3906,3899,3940,3917,430.69,-,-,430.69,-,430.69,430.69
35,Retained Earnings,808.84,863.93,1025,923.4,911.07,868.03,1049,914.88,780.68,743.44,920,869.8,745.36,-,-,445.72,-,294.6,294.6
36,Treasury Stock,-212.55,-216.93,-196.32,-166.93,-152.06,-152.06,-148.3,-15.74,-15.74,-15.74,-16.34,-,-,-,-,-,-,-,-
37,Total Common Equity,4743,4802,4973,4899,4890,4844,5022,5020,4879,4835,5004,4947,1296,-,996.42,996.42,845.3,845.3,845.3
38,Minority Interest,5.49,10.12,8.73,9,13.79,13.39,11.43,12.57,13.55,15.04,19.5,17.94,3.82,-,-,3.54,-,3.43,3.43
39,Shareholders' Equity,4749,4813,4982,4908,4903,4857,5034,5033,4893,4850,5024,4965,1300,-,999.95,999.95,848.73,848.73,848.73
40,Total Liabilities & Equity,6474,6391,6456,6244,6177,6058,6360,6411,6057,5977,6152,5807,1963,-,-,1795,-,1615,1615
41,Total Debt,924.12,830.36,726.36,640.77,563.38,535.76,542.63,462.82,528.82,554.83,547.9,233.15,175.48,-,290,290,335,335,335
42,Net Cash (Debt),1737,1666,1882,1780,1943,1983,2131,2231,2282,2329,2733,3293,-52.34,-,267.09,267.09,129.29,129.29,129.29
43,Net Cash Growth,-10.59%,-16.00%,-11.69%,-20.20%,-14.85%,-14.86%,-22.03%,-32.27%,-,-,923.07%,1133.06%,-,-,106.58%,-,-,-,-
44,Net Cash Per Share,8.54,8.11,9.11,9.19,9.31,9.41,10.30,10.85,10.97,11.04,13.06,17.30,-0.34,-,1.71,1.71,0.83,0.83,0.83
45,Filing Date Shares Outstanding,203.4,207.74,204.13,203.7,204.81,204.81,208.49,203.94,208.49,208.49,208.49,208,156,156.47,156,156,156.2,156,156
46,Total Common Shares Outstanding,203.4,207.74,204.13,205.04,204.81,204.81,208.49,203.94,208.49,208.49,208.49,208,156,156.47,156,156,156.2,156,156
47,Working Capital,2586,2608,2820,2744,2872,2885,3091,3013,2975,3205,3622,3836,533.16,-,-,522.29,-,504.1,504.1
48,Book Value Per Share,23.32,23.12,24.36,23.89,23.87,23.65,24.09,24.62,23.40,23.19,24.00,23.78,8.31,-,6.39,6.39,5.42,5.42,5.42
49,Tangible Book Value,4143,4201,4407,4416,4403,4368,4545,4542,4410,4365,4699,4696,1085,-,781.36,781.36,629.01,629.01,629.01
50,Tangible Book Value Per Share,20.37,20.22,21.59,21.54,21.50,21.33,21.80,22.27,21.15,20.94,22.54,22.58,6.95,-,5.01,5.01,4.03,4.03,4.03
51,Buildings,-,1232,-,1248,-,1107,-,1107,-,71.73,-,71.62,-,-,-,70.9,-,15.71,15.71
52,Machinery,-,461.45,-,407.64,-,370.57,-,259.17,-,222.65,-,193.3,-,-,-,133.26,-,80.89,80.89
53,Construction In Progress,-,66.66,-,49.33,-,102.54,-,171.39,-,836.18,-,508.49,-,-,-,83.44,-,27.24,27.24
