,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Goodwill,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,185.29,-,-
11,Other Intangible Assets,168.56,169.58,171.16,172.38,160.72,162.27,162.03,163.49,164.76,166.35,167.86,168.94,169,141.01,140.69,141.54,139.22,-,-
12,Long-Term Deferred Tax Assets,25.99,13.79,13.92,13.18,11.48,11.31,9.62,9.06,8.62,8.65,8.06,8.49,3.69,4.56,6.32,6.35,5.88,-,-
13,Long-Term Deferred Charges,0.2,0.11,0.1,0.54,0.69,0.76,0.85,0.94,0.99,1.3,1.53,1.67,1.46,1.9,2.57,2.55,3.33,-,-
14,Other Long-Term Assets,2.93,12.57,12.61,12.66,12.7,12.74,12.79,12.83,12.87,12.92,12.96,13,13.04,13.08,13.03,13.07,13.15,-,-
15,Total Assets,6625,6740,6852,6772,6599,6799,6375,6283,6463,6565,6577,6681,7095,7119,6479,6499,6323,-,-
16,Accounts Payable,2607,2730,2668,2704,2578,2582,2206,2373,2526,2906,2871,3193,3168,3185,2645,2334,2250,-,-
17,Accrued Expenses,36.72,135.26,14.22,183.62,34.59,124.84,28.26,148.85,27.82,60.37,10.84,91.35,31.85,86.57,30.43,133.14,34.02,-,-
18,Short-Term Debt,835.72,673.62,714.36,616.79,661.24,656.51,604.45,472.75,611.25,1050,1175,982.34,1110,1000,891.13,1179,1082,-,-
19,Current Portion of Long-Term Debt,21.55,244.12,235.45,213.45,14.34,42.52,35.57,34.42,37.02,37.02,37.02,34.42,37.02,37.02,37.02,34.42,31.82,-,-
20,Current Income Taxes Payable,14.99,1.42,12.38,2.07,17.33,1.26,20.25,3.04,28.51,2.86,18.91,3.48,14.14,1.59,35.37,20.44,45.59,-,-
21,Current Unearned Revenue,33.81,42.55,45.64,30.63,34.25,30.86,27.42,19.68,43.92,43.69,40.16,31.04,73.05,73.28,76.12,72.64,51.81,-,-
22,Other Current Liabilities,242.46,177.54,289.49,175.42,308,494.12,486.75,216.01,238.47,193.41,180.98,148.39,460.37,417.54,375.91,350.81,563.71,-,-
23,Total Current Liabilities,3792,4004,3979,3926,3648,3932,3409,3268,3513,4293,4334,4484,4895,4801,4091,4125,4059,-,-
24,Long-Term Debt,187.22,93.73,150.97,187.27,366.56,341.86,349.1,237.78,227.05,149.59,125.56,130.76,143.72,246.6,262.51,265.11,183.64,-,-
25,Long-Term Unearned Revenue,143.27,154.44,161.45,148.19,124.83,130.67,136.5,142.34,148.15,153.99,159.88,142.54,146.45,151.85,155.49,162.65,165.82,-,-
26,Total Liabilities,4122,4253,4292,4261,4139,4405,3894,3648,3889,4597,4619,4757,5185,5200,4509,4552,4409,-,-
27,Common Stock,621.78,621.78,622.17,622.17,622.17,622.17,622.17,622.37,622.37,522.37,511.32,511.32,511.32,511.32,511.32,511.32,300,-,-
28,Additional Paid-In Capital,1051,1050,1050,1048,1047,1046,1092,1088,1083,601.2,576.87,576.87,576.87,576.87,576.87,576.87,77.24,-,-
29,Retained Earnings,811.98,808.32,881.01,832.95,779.43,729.71,745.15,706.75,658.19,633.75,622.68,590.28,581.38,581.2,631.59,609.52,577.77,-,-
30,Treasury Stock,-9.78,-19.24,-20.43,-20.43,-20.43,-33.62,-33.62,-34.24,-34.24,-34.24,-,-,-,-,-,-,-,-,-
31,Comprehensive Income & Other,-1.09,-1.7,-1.54,-1.49,-0.03,0.01,-0.91,-1.01,-1.56,-0.03,1.28,1.19,0.81,0.86,0.62,0.71,0.33,-,-
32,Total Common Equity,2474,2460,2531,2481,2429,2364,2425,2382,2328,1723,1712,1680,1670,1670,1720,1698,955.34,-,876.95
33,Minority Interest,29.06,28.03,29.52,29.29,31.21,30.14,55.1,253.7,246.52,245.11,245.63,243.88,240.22,249.32,249.04,248.29,959.29,-,-
34,Shareholders' Equity,2503,2488,2560,2511,2460,2394,2480,2635,2574,1968,1958,1924,1911,1920,1969,1947,1915,-,1776
35,Total Liabilities & Equity,6625,6740,6852,6772,6599,6799,6375,6283,6463,6565,6577,6681,7095,7119,6479,6499,6323,-,-
36,Total Debt,1044,1011,1101,1018,1042,1041,989.12,744.95,875.32,1237,1337,1148,1291,1284,1191,1479,1298,-,1270
37,Net Cash (Debt),-145.44,-172.79,-265.41,-38.54,-42.43,179.18,75.6,247.43,303.53,-181.65,-294.58,-52.49,119.93,33.73,51.32,-494.24,-151.85,-,-552.87
38,Net Cash Growth,-,-,-,-,-,-,-,-,153.09%,-,-,-,-,-,-,-,-,-,-
39,Net Cash Per Share,-0.24,-0.27,-0.43,-0.06,-0.07,0.29,0.12,0.40,0.56,-0.35,-0.58,-0.10,0.23,0.07,0.10,-1.65,-0.51,-,-1.89
40,Filing Date Shares Outstanding,621.78,621.78,622.17,622.17,622.17,622.17,622.17,622.37,622.37,522.37,511.32,511.32,511.32,511.32,511.32,511.32,300,307.37,292.52
41,Total Common Shares Outstanding,621.78,621.78,622.17,622.17,622.17,622.17,622.17,622.37,622.37,522.37,511.32,511.32,511.32,511.32,511.32,511.32,300,307.37,292.52
42,Working Capital,693.99,626.12,765.05,728.14,862.82,787.14,915.27,961.82,920.44,273.41,273.14,272.99,338.77,494.27,558.26,540.66,421.09,-,-
43,Book Value Per Share,3.98,3.96,4.07,3.99,3.90,3.80,3.90,3.83,3.74,3.30,3.35,3.28,3.27,3.27,3.36,3.32,3.18,-,2.92
44,Tangible Book Value,2120,2105,2174,2124,2083,2016,2078,2033,1977,1371,1359,1325,1316,1344,1394,1372,630.83,-,549.01
45,Tangible Book Value Per Share,3.41,3.38,3.49,3.41,3.35,3.24,3.34,3.27,3.18,2.63,2.66,2.59,2.57,2.63,2.73,2.68,2.10,-,1.83
46,Buildings,-,986.05,-,971.74,-,905.28,-,870.84,-,870.2,-,870.2,-,867.53,-,866.54,-,-,-
47,Machinery,-,2592,-,2545,-,2401,-,2335,-,2236,-,2162,-,2027,-,2011,-,-,-
48,Construction In Progress,-,64.09,-,35.15,-,167.21,-,168.15,-,138.97,-,63.27,-,64.72,-,20.86,-,-,-
