,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Gain (Loss) on Sale of Assets,-4.22,0.12,-0.2,-4.78,2.03,-0.34,0.04,-3.35,2.74,-0.45,-0.5,-4.25,1.11,-1.17,0.01,-2.77,0.03,-0.11,6.01
19,Legal Settlements,0.21,-0.21,-,-0.75,0.11,-0.11,-,-0.5,0.2,-0.2,-,-0.3,0.03,-0.03,-,-0.13,-,-,-
20,Other Unusual Items,-36.03,12.9,15.83,17.7,1.57,-1.57,-,61.14,0.13,-0.13,-,38.62,1.05,-10.55,9.49,41.57,19.38,-19.38,-
21,Pretax Income,7.04,64.56,52.79,54.89,55.73,51.79,41.33,46,32.1,40.82,36.13,7.28,-8.9,4.48,25.79,62.96,87.94,59.41,8.27
22,Income Tax Expense,2.35,14.38,4.49,4.36,4.94,4.75,1.6,-9.78,6.45,4.75,1.98,-5.29,-1.38,3.46,2.98,9.48,12.6,1.02,3.42
23,Earnings From Continuing Operations,4.69,50.18,48.29,50.53,50.79,47.04,39.73,55.78,25.65,36.07,34.15,12.57,-7.52,1.02,22.82,53.48,75.34,58.39,4.86
24,Minority Interest in Earnings,-1.03,1.49,-0.24,2.98,-1.07,-0.24,-1.33,-7.23,-1.21,0.56,-1.75,-3.67,7.69,-0.28,-0.75,-21.73,-28.48,-22.69,-9.24
25,Net Income,3.66,51.67,48.06,53.51,49.72,46.8,38.4,48.56,24.44,36.64,32.4,8.9,0.17,0.75,22.06,31.75,46.86,35.7,-4.39
26,Net Income to Common,3.66,51.67,48.06,53.51,49.72,46.8,38.4,48.56,24.44,36.64,32.4,8.9,0.17,0.75,22.06,31.75,46.86,35.7,-4.39
27,Net Income Growth,-92.65%,10.42%,25.16%,10.21%,103.42%,27.74%,18.52%,445.46%,14168.59%,4807.96%,46.84%,-71.96%,-99.63%,-97.91%,-,-,-,-,-
28,Shares Outstanding (Basic),614,631,615,627,612,611,611,611,545,512,511,508,513,510,513,300,300,307,293
29,Shares Outstanding (Diluted),614,634,617,627,615,615,614,616,545,512,511,508,513,510,513,300,300,307,293
30,Shares Change (YoY),-0.24%,3.03%,0.41%,1.77%,12.97%,20.19%,20.22%,21.17%,6.28%,0.38%,-0.41%,69.36%,70.88%,65.85%,75.42%,-,-,-,-
31,EPS (Basic),0.01,0.08,0.08,0.09,0.08,0.08,0.06,0.08,0.04,0.07,0.06,0.02,0.00,0.00,0.04,0.11,0.16,0.12,-0.01
32,EPS (Diluted),0.01,0.08,0.08,0.09,0.08,0.08,0.06,0.08,0.04,0.07,0.06,0.02,0.00,0.00,0.04,0.11,0.16,0.12,-0.01
33,EPS Growth,-92.63%,7.17%,24.64%,8.30%,80.07%,6.28%,-1.42%,350.16%,13332.63%,4790.30%,47.44%,-83.45%,-99.79%,-98.74%,-,-,-,-,-
34,Free Cash Flow,71.94,231.49,-248.37,60.21,35.73,350.55,-301.18,-69.24,-37.43,172.76,-203.62,-230.36,55.21,-20.42,531.7,-16.36,102.05,3.18,-143.51
35,Free Cash Flow Per Share,0.12,0.37,-0.40,0.10,0.06,0.57,-0.49,-0.11,-0.07,0.34,-0.40,-0.45,0.11,-0.04,1.04,-0.05,0.34,0.01,-0.49
36,Dividend Per Share,-,-,-,0.200,-,-,-,0.100,-,-,-,0.050,-,-,-,0.100,-,-,-
37,Dividend Growth,-,-,-,99.94%,-,-,-,100.06%,-,-,-,-50.00%,-,-,-,-,-,-,-
38,Gross Margin,13.70%,12.51%,12.41%,14.60%,14.78%,12.50%,14.22%,15.17%,11.32%,12.70%,10.50%,11.04%,9.75%,8.42%,14.97%,16.37%,18.89%,19.42%,12.48%
39,Operating Margin,3.49%,3.24%,2.77%,2.17%,4.41%,3.45%,3.81%,-3.21%,1.39%,3.41%,3.42%,1.05%,0.09%,1.86%,2.57%,3.54%,7.41%,8.52%,1.79%
40,Profit Margin,0.24%,3.22%,3.30%,3.52%,3.34%,2.92%,2.97%,4.24%,1.76%,2.51%,2.40%,0.59%,0.01%,0.04%,1.59%,1.97%,3.17%,2.86%,-0.50%
41,Free Cash Flow Margin,4.81%,14.42%,-17.03%,3.96%,2.40%,21.86%,-23.31%,-6.04%,-2.69%,11.85%,-15.06%,-15.18%,4.09%,-1.13%,38.38%,-1.02%,6.90%,0.25%,-16.44%
42,EBITDA,99.77,105.99,88.01,80.56,111.26,102.06,94.88,8.91,63.93,95.11,90.86,60.51,49.29,78.26,83.44,105.1,152.93,153.73,58.89
43,EBITDA Margin,6.67%,6.60%,6.04%,5.29%,7.48%,6.37%,7.34%,0.78%,4.60%,6.53%,6.72%,3.99%,3.65%,4.34%,6.02%,6.53%,10.34%,12.31%,6.75%
44,D&A For EBITDA,47.61,54,47.61,47.61,45.7,46.79,45.7,45.7,44.61,45.46,44.61,44.61,48.04,44.7,47.89,48.04,43.26,47.35,43.26
45,EBIT,52.16,52,40.4,32.95,65.55,55.27,49.18,-36.79,19.32,49.65,46.25,15.91,1.25,33.56,35.55,57.06,109.67,106.38,15.63
46,EBIT Margin,3.49%,3.24%,2.77%,2.17%,4.41%,3.45%,3.81%,-3.21%,1.39%,3.41%,3.42%,1.05%,0.09%,1.86%,2.57%,3.54%,7.41%,8.52%,1.79%
47,Effective Tax Rate,33.43%,22.27%,8.51%,7.94%,8.86%,9.17%,3.86%,-,20.08%,11.64%,5.48%,-,-,77.16%,11.54%,15.06%,14.33%,1.71%,41.30%
48,Revenue as Reported,1496,1605,1458,1522,1487,1603,1292,1146,1389,1457,1352,1518,1351,1805,1385,1610,1479,1249,873.06
