,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2018
14,Other Non Operating Income (Expenses),-10.13,-29.91,12.01,-71.68,53.24,-4.02,-5.93,-184.57,164.57,-14.74,0.63,-0.18,-13.96,12.93,-6.08,1.93,-8.56,-5.21,-5.61,-7.14
15,EBT Excluding Unusual Items,505.83,366.8,519.25,152.4,562.43,332.99,532.11,121.45,350.36,277.14,504.98,2.72,257.19,123.75,392.08,221.38,339.01,254.24,160.27,173.34
16,Impairment of Goodwill,-,-,-,-,-,-,-,-1.96,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,8.89,-8.96,5.31,33.67,8.81,-64.04,-20,21.07,18.2,-18.53,-33.6,36.32,-14.8,24.29,-71.61,-62.88,5.3,41.15,-28.46,5.16
18,Gain (Loss) on Sale of Assets,-7.51,335.71,-0.02,-0.26,0.23,0.02,0.02,27.1,-3.43,0.16,0.61,-0.13,0.5,1.46,0.05,-7.34,0,-0.07,-1.47,0.02
19,Asset Writedown,0.87,-0.15,-0.02,-51.04,-23.18,17.23,-19.03,8.01,-14.55,16.95,-33.18,10.02,-9.71,4.88,-5.19,14.65,-11.66,-1.28,-1.71,0.6
20,Other Unusual Items,-14.31,14.31,-,25.04,-1.19,1.19,-,29.62,-14.06,14.06,-,14.27,-2.03,2.03,-,1.18,0.9,-0.9,-,0
21,Pretax Income,493.78,707.71,524.52,159.81,547.11,287.39,493.1,205.28,336.53,289.77,438.82,63.2,231.14,156.41,315.33,166.99,333.55,293.14,128.63,179.12
22,Income Tax Expense,60.71,78.4,39.25,-13.65,121.55,23.33,41.19,54.91,36.74,40.41,45.59,46.96,18.16,38.7,34.51,31.96,50.06,37.28,29.78,34.17
23,Earnings From Continuing Operations,433.07,629.31,485.27,173.46,425.56,264.06,451.9,150.38,299.79,249.36,393.22,16.24,212.98,117.7,280.82,135.03,283.49,255.86,98.84,144.94
24,Minority Interest in Earnings,-4.35,-3.56,-5.13,1.47,-7.01,-3.21,-0.33,-1.24,-0.58,-0.55,-0.47,-5.54,-1.09,0.22,-1.6,-1.18,-1.55,-1.93,-0.91,-6.87
25,Net Income,428.72,625.75,480.14,174.92,418.55,260.84,451.58,149.14,299.22,248.81,392.76,10.7,211.9,117.93,279.22,133.84,281.94,253.93,97.93,138.08
26,Net Income to Common,428.72,625.75,480.14,174.92,418.55,260.84,451.58,149.14,299.22,248.81,392.76,10.7,211.9,117.93,279.22,133.84,281.94,253.93,97.93,138.08
27,Net Income Growth,2.43%,139.89%,6.32%,17.29%,39.88%,4.84%,14.98%,1293.94%,41.21%,110.99%,40.66%,-92.01%,-24.84%,-53.56%,185.13%,-3.07%,-,-,-,-
28,Shares Outstanding (Basic),621,619,624,622,615,620,619,620,611,632,614,598,631,544,501,506,507,498,508,509
29,Shares Outstanding (Diluted),682,688,686,647,687,670,674,620,611,632,614,598,631,544,501,506,507,498,508,509
30,Shares Change (YoY),-0.87%,2.64%,1.77%,4.32%,12.51%,6.03%,9.83%,3.72%,-3.18%,16.21%,22.44%,18.25%,24.43%,9.30%,-1.27%,-0.60%,-,-,-,-
31,EPS (Basic),0.69,1.01,0.77,0.28,0.68,0.42,0.73,0.24,0.49,0.39,0.64,0.02,0.34,0.22,0.56,0.26,0.56,0.51,0.19,0.27
32,EPS (Diluted),0.63,0.91,0.70,0.27,0.61,0.39,0.67,0.24,0.49,0.39,0.64,0.02,0.34,0.22,0.56,0.26,0.56,0.51,0.19,0.27
33,EPS Growth,3.33%,133.73%,4.48%,12.43%,24.33%,-1.13%,4.69%,1243.89%,45.85%,81.56%,14.88%,-93.24%,-39.60%,-57.51%,188.80%,-2.48%,-,-,-,-
34,Free Cash Flow,-632.56,-581.11,-640.52,435.58,614.06,-446.62,368.83,440.35,-57.85,277.9,705.71,-117.1,-205.8,-327.89,9.03,-169.04,207.59,272.58,-150.94,-62.12
35,Free Cash Flow Per Share,-0.93,-0.84,-0.93,0.67,0.89,-0.67,0.55,0.71,-0.09,0.44,1.15,-0.20,-0.33,-0.60,0.02,-0.33,0.41,0.55,-0.30,-0.12
36,Dividend Per Share,-,0.400,-,0.400,-,0.300,-,0.300,-,-,-,0.178,-,0.128,-,-,-,-,-,-
37,Dividend Growth,-,33.33%,-,33.33%,-,-,-,68.07%,-,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,11.08%,9.78%,9.49%,4.19%,8.19%,8.96%,10.21%,4.59%,6.18%,5.03%,8.77%,2.35%,6.45%,5.89%,15.25%,11.94%,19.32%,16.76%,11.51%,11.05%
39,Operating Margin,9.38%,7.25%,7.83%,2.72%,6.48%,6.90%,8.02%,4.05%,4.33%,3.34%,6.81%,0.23%,5.32%,3.23%,13.06%,8.00%,15.27%,13.06%,8.11%,6.66%
40,Profit Margin,7.42%,12.68%,7.58%,2.49%,4.93%,5.70%,6.98%,3.98%,4.13%,4.19%,5.60%,0.16%,4.23%,3.34%,9.00%,4.61%,12.76%,14.68%,4.73%,5.48%
41,Free Cash Flow Margin,-10.94%,-11.78%,-10.11%,6.20%,7.23%,-9.77%,5.70%,11.76%,-0.80%,4.68%,10.06%,-1.71%,-4.11%,-9.29%,0.29%,-5.82%,9.39%,15.76%,-7.29%,-2.47%
42,EBITDA,619.75,449.65,573.48,268.78,594.35,389.22,563.63,196.13,351.55,241.47,515.02,53.35,291.7,149.12,430.54,257.63,360.54,250.57,191.16,190.27
43,EBITDA Margin,10.72%,9.11%,9.06%,3.82%,7.00%,8.51%,8.71%,5.24%,4.85%,4.06%,7.34%,0.78%,5.83%,4.22%,13.88%,8.87%,16.32%,14.49%,9.23%,7.55%
44,D&A For EBITDA,77.54,91.86,77.54,77.54,44.32,73.42,44.32,44.32,37.43,42.92,37.43,37.43,25.28,34.98,25.28,25.28,23.19,24.71,23.19,22.38
45,EBIT,542.2,357.79,495.94,191.24,550.03,315.8,519.31,151.81,314.12,198.55,477.59,15.92,266.42,114.15,405.26,232.35,337.35,225.86,167.97,167.9
46,EBIT Margin,9.38%,7.25%,7.83%,2.72%,6.48%,6.90%,8.02%,4.05%,4.33%,3.34%,6.81%,0.23%,5.32%,3.23%,13.06%,8.00%,15.27%,13.06%,8.11%,6.66%
47,Effective Tax Rate,12.30%,11.08%,7.48%,-,22.22%,8.12%,8.35%,26.75%,10.92%,13.95%,10.39%,74.31%,7.86%,24.75%,10.94%,19.14%,15.01%,12.72%,23.16%,19.08%
48,Revenue as Reported,5781,4934,6333,7027,8492,4574,6474,3746,7249,5942,7017,6849,5006,3531,3102,2904,2210,3800,-,2519
