,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q1 2018
45,Total Debt,3736,4102,4292,4099,4350,3944,4034,2363,1902,1568,1146,1103,1488,1405,1357,703,-,-,1031,1327
46,Net Cash (Debt),1016,1703,1279,1919,2153,1676,2439,2340,2976,2638,3546,2088,2845,2224,208.62,560.76,-,-,230.33,179.67
47,Net Cash Growth,-52.82%,1.59%,-47.58%,-17.99%,-27.65%,-36.46%,-31.21%,12.03%,4.59%,18.61%,1599.82%,272.43%,-,-,-9.43%,212.10%,-,-,-,-
48,Net Cash Per Share,1.49,2.48,1.86,2.97,3.13,2.50,3.62,3.77,4.87,4.17,5.78,3.49,4.51,4.09,0.42,1.11,-,-,0.45,0.35
49,Filing Date Shares Outstanding,624.49,618.95,622.11,618.45,618.7,618.7,618.7,616.31,620.16,620.16,620.16,620.16,620.16,620.16,504,504,507.23,497.64,507.66,504
50,Total Common Shares Outstanding,624.49,618.95,622.11,618.45,618.7,618.7,618.7,616.31,620.16,620.16,620.16,620.16,620.16,620.16,504,504,507.23,497.64,507.66,504
51,Working Capital,4646,4789,4735,4978,5054,4776,5476,3829,4041,3871,3852,3505,3738,3523,932.14,798.3,-,-,-,494.25
52,Book Value Per Share,14.26,13.99,13.44,12.57,12.38,11.96,11.91,11.26,10.46,10.02,9.87,9.25,9.37,9.01,5.54,4.99,-,-,3.94,3.49
53,Tangible Book Value,7574,7343,7091,6501,6424,6186,6170,5739,6338,6063,5973,5594,5671,5433,2650,2370,-,-,1853,1611
54,Tangible Book Value Per Share,12.13,11.86,11.40,10.51,10.38,10.00,9.97,9.31,10.22,9.78,9.63,9.02,9.14,8.76,5.26,4.70,-,-,3.68,3.20
55,Buildings,-,547.59,-,547.29,-,559.4,-,536.48,-,125.89,-,125.77,-,112.1,-,115.55,-,-,-,94.25
56,Machinery,-,5428,-,3793,-,3743,-,3062,-,1891,-,2421,-,2394,-,2172,-,-,-,1444
57,Construction In Progress,-,369.59,-,1575,-,1298,-,768.27,-,354.03,-,166.09,-,110.77,-,58.53,-,-,-,84.03
