,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,EV/Sales Ratio,0.36,0.35,0.29,0.31,0.29,0.27,0.29,0.27,0.22,0.20,0.28,0.27,0.31,0.33,0.37,0.40,0.62,-,-,-
11,EV/EBITDA Ratio,18.83,19.93,16.67,16.15,13.72,11.73,12.65,11.61,8.98,7.74,10.55,9.57,10.85,10.92,11.05,11.47,17.65,-,-,-
12,EV/EBIT Ratio,30.52,29.42,24.57,22.35,18.19,14.99,15.89,14.33,10.82,9.04,12.32,10.99,12.60,12.77,12.77,13.39,20.65,-,-,-
13,EV/FCF Ratio,-418.46,-,28.14,10.42,-,-,21.80,-,-,5.74,21.03,-,-111.93,-,-,-,210.46,-,-,-
14,Debt / Equity Ratio,0.17,0.17,0.21,0.22,0.23,0.19,0.26,0.22,0.22,0.17,0.33,0.44,0.36,0.40,0.29,0.19,0.30,-,-,0.45
15,Debt / EBITDA Ratio,2.29,1.63,2.79,2.89,4.22,1.76,1.95,1.78,2.04,1.35,1.70,2.54,1.83,2.37,1.03,1.04,1.43,-,-,2.41
16,Debt / FCF Ratio,-,-,5.01,1.65,-,-,3.89,-,-,0.77,3.83,-,-19.63,-,-,-,17.20,-,-,-
17,Asset Turnover,1.65,1.61,1.54,1.76,1.65,1.76,1.51,1.75,1.69,1.89,1.69,2.06,1.94,2.32,1.73,-,-,-,-,
18,Inventory Turnover,19.78,21.15,18.22,15.54,18.01,18.26,17.72,15.71,19.68,18.08,20.53,19.68,24.86,19.96,17.93,14.06,-,-,-,-
19,Quick Ratio,1.39,1.39,1.27,1.11,1.14,1.13,1.13,1.05,1.14,1.08,1.03,1.01,1.05,0.96,0.91,0.88,0.95,-,-,-
20,Current Ratio,1.67,1.67,1.56,1.42,1.43,1.42,1.38,1.35,1.38,1.30,1.26,1.25,1.27,1.24,1.23,1.27,1.30,-,-,-
21,Return on Equity (ROE),6.09%,5.37%,7.39%,1.82%,6.87%,9.38%,8.00%,4.52%,6.78%,12.09%,10.47%,11.37%,9.84%,20.54%,11.06%,-,-,-,-,
22,Return on Assets (ROA),2.19%,1.21%,1.26%,0.36%,1.89%,2.26%,2.11%,1.39%,1.85%,2.81%,2.70%,2.83%,2.41%,4.33%,2.75%,-,-,-,-,
23,Return on Capital (ROIC),4.13%,2.44%,2.62%,0.76%,4.21%,5.26%,5.06%,3.58%,5.11%,7.34%,6.74%,7.27%,6.73%,12.86%,7.51%,-,-,-,-,
24,Return on Capital Employed (ROCE),3.91%,4.10%,4.17%,5.59%,6.70%,7.73%,8.08%,9.28%,9.95%,12.42%,12.98%,14.95%,14.74%,15.07%,16.64%,15.77%,15.58%,-,-,-
25,Earnings Yield,3.13%,2.85%,3.29%,3.54%,3.55%,3.85%,3.66%,3.93%,4.20%,5.29%,4.99%,5.15%,4.56%,4.41%,4.89%,4.25%,2.89%,-,-,-
26,FCF Yield,-0.22%,-0.55%,2.98%,8.57%,2.40%,-0.36%,3.89%,12.21%,-4.30%,12.96%,4.55%,-9.15%,-0.76%,-7.90%,-6.33%,1.74%,0.40%,-,-,-
27,Dividend Yield,0.40%,-,-,-,0.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Payout Ratio,26.19%,37.27%,22.43%,9.85%,61.86%,14.10%,9.05%,10.84%,26.58%,72.21%,-,23.09%,48.14%,15.24%,8.01%,17.10%,-,6.25%,294.05%,26.63%
29,Buyback Yield / Dilution,-0.01%,-0.22%,0.21%,-0.02%,0.03%,0.03%,0.12%,-0.10%,-0.11%,0.14%,-11.64%,9.45%,-19.97%,-52.26%,-52.62%,-51.77%,-,-,-,-
30,Total Shareholder Return,0.39%,-0.22%,0.21%,-0.02%,0.41%,0.03%,0.12%,-0.10%,-0.11%,0.14%,-11.64%,9.45%,-19.97%,-52.26%,-52.62%,-51.77%,-,-,-,-
