,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,1044,212.43,226.93,201.23,283.18,230.02,185.02,190.25,136.7,188.59,295.83,276.76,138.91,110.87,104.4,82.71,90.7,92.89,59.15,59.15
10,Operating Income,60.36,72.56,106.88,67.66,-3.64,94.72,22.23,102.26,143.72,310.59,86.89,604.71,23.25,80.41,56.87,50.32,64.07,70.33,64.41,64.41
11,Interest Expense,-4.1,-5.66,-1.54,-1.15,-2.99,-0.36,-1.93,-0.97,-1.63,-2.66,-2.46,-1.65,-2.23,-2.06,-3.6,-3.34,-2.16,-2.53,-4.24,-4.24
12,Interest & Investment Income,8.36,1,1.02,2.08,4.48,114.1,5.66,8.15,4.45,5.47,3.36,1.11,3.14,3.33,1.53,0.33,0.4,0.76,0.39,0.39
13,Currency Exchange Gain (Loss),-,-0.51,0.51,-,3.06,-4.97,4.97,-,9.71,-15.08,15.08,-,-2.76,1.29,-1.29,-,-5.1,0.04,-0.02,-0.02
14,Other Non Operating Income (Expenses),0.38,-0.38,-0.82,-0.81,2.48,-23.81,24.06,-4.32,-34.4,15.45,-2.3,-2.39,0.67,-1.09,-0.9,0.17,2.33,-3.12,-1.95,-1.95
15,EBT Excluding Unusual Items,64.99,67.01,106.05,67.78,3.38,179.69,54.98,105.12,121.86,313.76,100.58,601.78,22.07,81.89,52.62,47.48,59.53,65.48,58.59,58.59
16,Gain (Loss) on Sale of Investments,29.97,-11.56,-7.34,-11.06,-6.23,-16.15,5.11,-15.46,7.72,-12.31,58.62,0.42,-0.09,0.25,-0.01,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.87,-2.49,1.7,-0.08,2.29,0.87,-1.1,-,-3.39,0.07,-0.07,-,-0.2,0.01,-0.01,-,-0.02,0.91,-0.45,-0.45
18,Asset Writedown,-7.79,7.79,-7.28,7.28,25.94,-32.31,3.6,-6.3,31.33,-41.66,11.35,-11.35,7.27,-7.27,4.16,-4.16,10.5,-11.76,-,-
19,Other Unusual Items,-2.41,-14.31,17.16,-0.43,30.67,0.55,-0.55,-,7.8,-0.02,0.02,-,23.75,-,-,-,0.58,-0.07,0.03,0.03
20,Pretax Income,85.62,46.43,110.28,63.5,56.06,132.64,62.04,83.36,165.31,259.84,170.49,590.85,52.8,74.87,56.76,43.32,70.59,54.56,58.17,58.17
21,Income Tax Expense,-23.23,9.04,10.79,7.56,19.05,3.86,16.38,15.62,39.73,20.59,22.2,82.69,5.53,9.61,2.35,6.41,10.06,6.89,8.29,8.29
22,Earnings From Continuing Operations,108.86,37.39,99.49,55.94,37.01,128.78,45.67,67.74,125.58,239.25,148.29,508.16,47.27,65.26,54.41,36.91,60.52,47.67,49.88,49.88
23,Minority Interest in Earnings,-25.82,8.22,7.51,10.09,32.99,14.7,14.63,13.49,13.32,-31.75,6.02,3.25,2.53,1.13,-3.51,0.76,0.91,0.73,0.47,0.47
24,Net Income,83.03,45.61,106.99,66.03,70,143.48,60.29,81.24,138.9,207.5,154.31,511.41,49.8,66.39,50.9,37.66,61.44,48.4,50.35,50.35
25,Net Income to Common,83.03,45.61,106.99,66.03,70,143.48,60.29,81.24,138.9,207.5,154.31,511.41,49.8,66.39,50.9,37.66,61.44,48.4,50.35,50.35
26,Net Income Growth,18.62%,-68.21%,77.45%,-18.72%,-49.61%,-30.85%,-60.93%,-84.11%,178.93%,212.55%,203.19%,1257.79%,-18.94%,37.16%,1.09%,-25.19%,-,-,-,-
27,Shares Outstanding (Basic),551,573,603,550,544,578,552,580,561,563,570,568,552,561,514,528,506,520,503,503
28,Shares Outstanding (Diluted),551,573,603,550,580,578,552,580,573,563,570,568,552,561,514,528,506,520,503,503
29,Shares Change (YoY),-5.11%,-0.91%,9.28%,-5.17%,1.22%,2.62%,-3.12%,2.12%,3.81%,0.37%,10.76%,7.72%,9.25%,7.86%,2.17%,4.77%,-,-,-,-
30,EPS (Basic),0.15,0.08,0.18,0.12,0.13,0.25,0.11,0.14,0.25,0.37,0.27,0.90,0.09,0.12,0.10,0.07,0.12,0.09,0.10,0.10
31,EPS (Diluted),0.15,0.08,0.18,0.12,0.12,0.25,0.11,0.14,0.24,0.37,0.27,0.90,0.09,0.12,0.10,0.07,0.12,0.09,0.10,0.10
32,EPS Growth,25.01%,-67.92%,62.38%,-14.29%,-50.21%,-32.61%,-59.67%,-84.44%,168.69%,211.41%,173.72%,1160.50%,-25.81%,27.17%,-1.05%,-28.60%,-,-,-,-
33,Free Cash Flow,-,13.11,-80.6,-64.01,197.59,-89.44,-382.97,-461.08,600.8,29.17,-102.55,490.37,-5.11,-2.02,17.79,-123.7,62.46,16.99,6.66,6.66
34,Free Cash Flow Per Share,-,0.02,-0.13,-0.12,0.34,-0.15,-0.69,-0.79,1.05,0.05,-0.18,0.86,-0.01,-0.00,0.03,-0.23,0.12,0.03,0.01,0.01
35,Dividend Per Share,-,-,-,-,0.273,-,-,-,0.450,-,-,-,0.286,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-39.33%,-,-,-,57.51%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,184.67%,65.69%,63.14%,62.34%,55.01%,69.10%,49.94%,44.32%,32.92%,63.03%,39.57%,64.34%,50.55%,61.88%,51.61%,56.47%,53.36%,58.23%,57.65%,57.65%
38,Operating Margin,10.10%,16.73%,20.22%,15.69%,-0.72%,20.15%,5.36%,15.49%,16.87%,39.22%,8.98%,44.14%,7.25%,26.01%,18.20%,21.36%,22.09%,25.09%,30.05%,30.05%
39,Profit Margin,13.89%,10.51%,20.24%,15.31%,13.77%,30.53%,14.53%,12.31%,16.31%,26.20%,15.96%,37.33%,15.52%,21.48%,16.29%,15.99%,21.18%,17.27%,23.49%,23.49%
40,Free Cash Flow Margin,-,3.02%,-15.25%,-14.84%,38.88%,-19.03%,-92.29%,-69.86%,70.54%,3.68%,-10.60%,35.80%,-1.59%,-0.66%,5.69%,-52.51%,21.54%,6.06%,3.11%,3.11%
41,EBITDA,105.89,118.1,161.17,113.2,41.89,130.9,64.7,138.45,179.91,335.42,116.31,629.54,48.08,97.79,77.08,67.69,81.44,86.04,80.12,80.12
42,EBITDA Margin,17.71%,27.22%,30.48%,26.24%,8.24%,27.85%,15.59%,20.98%,21.12%,42.35%,12.03%,45.95%,14.99%,31.63%,24.67%,28.74%,28.08%,30.70%,37.38%,37.38%
43,D&A For EBITDA,45.54,45.54,54.29,45.54,45.54,36.18,42.47,36.18,36.18,24.83,29.42,24.83,24.83,17.38,20.22,17.38,17.38,15.71,15.71,15.71
44,EBIT,60.36,72.56,106.88,67.66,-3.64,94.72,22.23,102.26,143.72,310.59,86.89,604.71,23.25,80.41,56.87,50.32,64.07,70.33,64.41,64.41
45,EBIT Margin,10.10%,16.73%,20.22%,15.69%,-0.72%,20.15%,5.36%,15.49%,16.87%,39.22%,8.98%,44.14%,7.25%,26.01%,18.20%,21.36%,22.09%,25.09%,30.05%,30.05%
46,Effective Tax Rate,-,19.48%,9.78%,11.90%,33.99%,2.91%,26.40%,18.73%,24.04%,7.92%,13.02%,14.00%,10.48%,12.84%,4.14%,14.80%,14.26%,12.63%,14.26%,14.26%
47,Revenue as Reported,-,433.83,528.71,431.32,508.16,469.97,414.97,660,851.77,791.95,967.12,1370,320.77,309.12,312.44,235.56,-,280.29,214.33,214.33
