,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2017,Q1 2017,Q2 2016,Q1 2016
9,Operating Expenses,19.33,20.01,18.02,20.19,18.63,17.24,14.74,21.01,13.46,10.64,10.96,6.41,6.41,14.74,14.74,13.86,13.86,11.69,11.69
10,Operating Income,37.87,29.49,29.87,31.56,37.77,26.75,24.47,18.83,26.53,27.91,22.31,28.19,28.19,15.64,15.64,11.55,11.55,8.59,8.59
11,Interest Expense,-0.32,-0.32,-0.05,-0.96,-0.07,-0.06,-0.07,-0.09,-,-0.31,-0.07,-0.01,-0.01,-,-,-0.1,-0.1,-0.17,-0.17
12,Interest & Investment Income,5.24,7.8,4.58,10.5,7.42,6.17,2.59,2.07,1.66,2.73,1.16,3.99,3.99,0.72,0.72,0.41,0.41,0.22,0.22
13,Currency Exchange Gain (Loss),-0.45,0.45,-,0.76,-2.03,2.03,-,2.69,-1.03,1.03,-,-0.34,-0.34,-0.02,-0.02,-0.43,-0.43,-0.08,-0.08
14,Other Non Operating Income (Expenses),-1.6,-0.02,-0.12,0.8,-0.25,0.22,2.77,-1.61,1.55,-0.22,0.09,0.06,0.06,-0.11,-0.11,-0.04,-0.04,-0.09,-0.09
15,EBT Excluding Unusual Items,40.74,37.41,34.27,42.65,42.84,35.1,29.76,21.89,28.71,31.14,23.48,31.9,31.9,16.23,16.23,11.4,11.4,8.47,8.47
16,Gain (Loss) on Sale of Investments,0.2,-0.08,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.04,-,-,0.03,-0,-,0.03,0.03,-,-,-,-0.01,-0.01,0.01,0.01,-,-,-,-
18,Asset Writedown,-0.08,-0.04,0.04,-0.05,-0.06,-0.13,0.03,-0.41,-0.27,0.25,-0.25,-0.08,-0.08,-0.02,-0.02,-,-,-,-
19,Other Unusual Items,0.67,0.08,0.97,0.04,0.06,-0.06,-,4.3,-,-,-,0.56,0.56,0.51,0.51,0.61,0.61,0.16,0.16
20,Pretax Income,41.56,37.37,35.45,42.66,42.83,34.92,29.82,25.8,28.45,31.4,23.23,32.37,32.37,16.73,16.73,12,12,8.63,8.63
21,Income Tax Expense,7.29,5.69,5.87,7.39,7.72,5.36,4.75,3.15,4.7,6.13,3.83,5.76,5.76,3.21,3.21,2.05,2.05,1.96,1.96
22,Earnings From Continuing Operations,34.27,31.68,29.58,35.27,35.11,29.56,25.07,22.66,23.75,25.27,19.4,26.61,26.61,13.52,13.52,9.95,9.95,6.66,6.66
23,Minority Interest in Earnings,-0.03,-0.03,-0.05,-0.02,-0.03,-0.03,-0.04,-0.02,-0.02,-0.02,-0.02,-0.21,-0.21,-0.11,-0.11,-0.12,-0.12,-0.06,-0.06
24,Net Income,34.24,31.65,29.53,35.24,35.07,29.53,25.03,22.63,23.73,25.25,19.38,26.4,26.4,13.41,13.41,9.83,9.83,6.61,6.61
25,Net Income to Common,34.24,31.65,29.53,35.24,35.07,29.53,25.03,22.63,23.73,25.25,19.38,26.4,26.4,13.41,13.41,9.83,9.83,6.61,6.61
26,Net Income Growth,-2.36%,7.18%,18.01%,55.72%,47.81%,16.97%,29.11%,-14.26%,-10.11%,88.29%,44.57%,168.56%,168.56%,102.90%,102.90%,-,-,-,-
27,Shares Outstanding (Basic),107,109,109,114,111,109,89,81,81,82,81,81,81,81,81,70,70,66,66
28,Shares Outstanding (Diluted),107,109,109,114,111,109,89,81,81,82,81,81,81,81,81,70,70,66,66
29,Shares Change (YoY),-3.49%,0.11%,22.38%,41.32%,35.92%,33.04%,10.67%,-0.47%,0.27%,0.84%,-0.61%,15.67%,15.67%,22.97%,22.97%,-,-,-,-
30,EPS (Basic),0.32,0.29,0.27,0.31,0.32,0.27,0.28,0.28,0.29,0.31,0.24,0.33,0.33,0.17,0.17,0.14,0.14,0.10,0.10
31,EPS (Diluted),0.32,0.29,0.27,0.31,0.32,0.27,0.28,0.28,0.29,0.31,0.24,0.33,0.33,0.17,0.17,0.14,0.14,0.10,0.10
32,EPS Growth,1.17%,7.06%,-3.57%,10.19%,8.75%,-12.08%,16.67%,-13.86%,-10.36%,86.73%,45.45%,132.18%,132.18%,65.00%,65.00%,-,-,-,-
33,Free Cash Flow,38.58,-0.98,-17.6,-18.48,2.44,-32.02,-35.02,-6.39,13.1,32.53,9.85,10.02,10.02,-1.63,-1.63,-2.28,-2.28,2.61,2.61
34,Free Cash Flow Per Share,0.36,-0.01,-0.16,-0.16,0.02,-0.29,-0.39,-0.08,0.16,0.40,0.12,0.12,0.12,-0.02,-0.02,-0.03,-0.03,0.04,0.04
35,Dividend Per Share,-,-,-,0.300,-,0.300,-,0.300,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,44.61%,42.79%,47.34%,45.11%,41.42%,37.96%,39.56%,37.60%,38.59%,37.37%,37.59%,32.27%,32.27%,44.77%,44.77%,42.32%,42.32%,42.29%,42.29%
37,Operating Margin,29.53%,25.49%,29.53%,27.51%,27.74%,23.08%,24.69%,17.77%,25.60%,27.05%,25.21%,26.29%,26.29%,23.04%,23.04%,19.23%,19.23%,17.92%,17.92%
38,Profit Margin,26.71%,27.37%,29.20%,30.72%,25.76%,25.48%,25.25%,21.36%,22.90%,24.47%,21.90%,24.62%,24.62%,19.76%,19.76%,16.36%,16.36%,13.78%,13.78%
39,Free Cash Flow Margin,30.09%,-0.85%,-17.40%,-16.11%,1.79%,-27.63%,-35.33%,-6.03%,12.64%,31.53%,11.13%,9.35%,9.35%,-2.41%,-2.41%,-3.80%,-3.80%,5.44%,5.44%
40,EBITDA,40.3,33.68,32.29,33.99,40.24,29.13,26.94,21.3,28.92,30.41,24.7,30.43,30.43,17.78,17.78,13.27,13.27,9.95,9.95
41,EBITDA Margin,31.43%,29.12%,31.93%,29.63%,29.55%,25.14%,27.18%,20.10%,27.91%,29.47%,27.91%,28.37%,28.37%,26.20%,26.20%,22.09%,22.09%,20.74%,20.74%
42,D&A For EBITDA,2.43,4.2,2.43,2.43,2.47,2.38,2.47,2.47,2.39,2.5,2.39,2.23,2.23,2.14,2.14,1.72,1.72,1.35,1.35
43,EBIT,37.87,29.49,29.87,31.56,37.77,26.75,24.47,18.83,26.53,27.91,22.31,28.19,28.19,15.64,15.64,11.55,11.55,8.59,8.59
44,EBIT Margin,29.53%,25.49%,29.53%,27.51%,27.74%,23.08%,24.69%,17.77%,25.60%,27.05%,25.21%,26.29%,26.29%,23.04%,23.04%,19.23%,19.23%,17.92%,17.92%
45,Effective Tax Rate,17.53%,15.23%,16.55%,17.33%,18.04%,15.35%,15.94%,12.20%,16.51%,19.52%,16.48%,17.80%,17.80%,19.20%,19.20%,17.11%,17.11%,22.74%,22.74%
46,Revenue as Reported,128.23,115.66,101.15,465.9,136.17,115.9,99.12,401.24,-,103.17,88.49,107.23,107.23,67.86,67.86,60.06,60.06,47.96,47.96
