,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Other Intangible Assets,164.75,165.22,117.94,88.08,88.6,89.15,70.83,69.08,69.27,28.54,28.7,28.86,29.02,29.18,-,29.5,29.66,-,28.95
13,Long-Term Deferred Tax Assets,30.37,25.95,23.8,24.18,23.84,22.77,13.88,12.13,19.76,12.37,11.17,11.29,10.72,9.36,-,9.87,8.79,-,5.84
14,Long-Term Deferred Charges,18.32,18.47,16.88,14.68,10,10.6,9.58,9.84,5.7,5.03,3.74,4.19,4.68,4.79,-,6,6.69,-,7.34
15,Other Long-Term Assets,14.21,0.47,39.32,0.56,3.5,36.71,7,6.6,15.8,83.28,19.95,31.92,7.69,2.61,-,1.57,1.95,-,-
16,Total Assets,6510,6754,6574,6541,6585,6338,6279,6206,6008,1955,1491,1424,1387,1039,-,795,684.92,-,578
17,Accounts Payable,319.3,497.25,555.72,663.18,751.04,669.37,505.83,510.75,431.48,359.6,236.77,279.14,312.02,227.1,-,220.13,140.67,-,113.7
18,Accrued Expenses,6.38,14.96,5.29,20.68,7.17,13.89,3.08,18.08,5.06,15.07,5.52,18.49,2.19,19.13,-,7.9,8.65,-,6.98
19,Short-Term Debt,398.23,318.43,6.19,6.19,-,-,-,-,-,-,-,11,14.1,21,-,10,10,-,8
20,Current Portion of Long-Term Debt,1.64,93.19,84.82,100,-,-,-,-,-,-,-,-,8.99,13.98,-,18.68,-,-,-
21,Current Portion of Leases,-,1.49,-,1.49,1.49,1.49,1.49,1.49,5,4.67,3.93,3.93,-,-,-,-,-,-,-
22,Current Income Taxes Payable,27.35,15.78,29.66,19.93,59.8,46.7,38.27,34.39,44.92,33.59,26.4,14.92,14.23,12.61,-,11.17,7.97,-,4.17
23,Current Unearned Revenue,17.81,8.93,15.5,18.65,17.96,28.37,16.11,23.27,5.56,12.29,40.34,24.5,10.61,21.67,-,6.97,4.84,-,1.84
24,Other Current Liabilities,54.37,175.09,56.35,30.39,13.06,11.19,15.48,2.17,8.9,2.01,5.03,2.44,16.91,76.44,-,1,32.28,-,17.68
25,Total Current Liabilities,825.07,1125,753.53,860.5,850.51,771.02,580.27,590.16,500.91,427.23,317.99,354.42,379.04,391.93,-,275.85,204.41,-,152.37
26,Long-Term Debt,200,200,318.74,218.74,314.8,214.8,266.8,266.8,270,319.84,49.84,44.94,64.83,29.1,-,1.32,20,-,20
27,Long-Term Leases,2.24,1.38,1.27,1.27,2.21,2.21,2.86,2.86,3.52,3.75,4.33,4.33,5.52,15.9,-,20.24,-,-,-
28,Long-Term Unearned Revenue,171.02,141.17,131.03,131.06,122.58,115.78,101.41,89.9,92.53,64.68,59.81,61.52,57.69,49.52,-,52.35,44.51,-,23.3
29,Long-Term Deferred Tax Liabilities,0.72,0.99,0.8,1.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,1199,1469,1205,1213,1290,1104,951.34,949.71,866.96,815.5,431.97,465.22,507.08,486.45,-,349.76,268.92,-,195.67
31,Common Stock,260.27,260.27,260.27,260.27,260.27,260.27,144.89,144.89,144.89,120.74,60.37,60.37,60.37,45.28,-,45.28,45.28,-,45.28
32,Additional Paid-In Capital,4073,4073,4073,4073,4073,4073,4188,4188,4188,321.41,381.78,381.78,381.78,123.14,-,123.14,123.14,-,123.14
33,Retained Earnings,1186,1157,1242,1136,1035,944.63,990.96,916.6,806.28,695.45,617.85,516.73,438.24,385.17,-,277.17,247.56,-,213.8
34,Treasury Stock,-215.03,-215.03,-215.03,-150.02,-81.82,-52.38,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,7.28,9.85,8.44,8.2,8.03,8.33,3.16,6.19,1.59,1.76,-1.11,-0.56,-0.44,-0.76,-,-0.36,0.02,-,0.1
36,Shareholders' Equity,5311,5285,5369,5327,5295,5234,5327,5256,5141,1139,1059,958.32,879.95,552.83,445.24,445.24,416,382.33,382.33
37,Total Liabilities & Equity,6510,6754,6574,6541,6585,6338,6279,6206,6008,1955,1491,1424,1387,1039,-,795,684.92,-,578
38,Total Debt,602.11,614.5,411.02,327.69,318.51,218.51,271.15,271.15,278.51,328.27,58.1,64.2,93.44,79.99,50.24,50.24,30,28,28
39,Net Cash (Debt),3115,3325,3361,3464,3709,3810,3767,4064,4063,226.54,320.5,342.59,383.55,108.24,77.85,77.85,75.77,62.01,62.01
40,Net Cash Growth,-16.02%,-12.73%,-10.78%,-14.78%,-8.71%,1581.89%,1075.29%,1086.39%,959.31%,109.29%,311.69%,340.06%,406.20%,74.55%,25.54%,-,-,-,-
41,Net Cash Per Share,11.97,12.78,12.91,13.41,14.23,14.68,14.44,14.72,18.70,1.04,1.47,1.57,2.37,0.66,0.48,0.47,0.47,0.39,0.38
42,Filing Date Shares Outstanding,254.45,254.45,254.45,256.79,258.79,259.6,260.81,260.81,260.81,217.34,217.34,217.34,217.34,163,163.23,163,163,160.34,163
43,Total Common Shares Outstanding,254.45,254.45,254.45,256.79,258.79,259.6,260.81,260.81,260.81,217.34,217.34,217.34,217.34,163,163.23,163,163,160.34,163
44,Working Capital,3627,3545,3706,3665,3900,3929,4284,4308,4297,493.78,357.96,347.87,374.11,87.62,-,100.12,144.51,-,138.84
45,Book Value Per Share,20.87,20.77,21.10,20.75,20.46,20.16,20.43,20.15,19.71,5.24,4.87,4.41,4.05,3.39,2.73,2.73,2.55,2.35,2.35
46,Tangible Book Value,5146,5120,5251,5239,5206,5145,5256,5187,5072,1111,1030,929.46,850.93,523.65,415.74,415.74,386.34,353.38,353.38
47,Tangible Book Value Per Share,20.23,20.12,20.64,20.40,20.12,19.82,20.15,19.89,19.45,5.11,4.74,4.28,3.92,3.21,2.55,2.55,2.37,2.17,2.17
48,Buildings,-,318.16,-,318.16,-,196.24,-,129.1,-,104.3,-,102.33,-,95.55,-,33.82,1.87,-,1.87
49,Machinery,-,2005,-,1857,-,1389,-,1111,-,899.47,-,665.28,-,502.12,-,356.36,281.58,-,277.36
50,Construction In Progress,-,15.89,-,80.06,-,182.53,-,201.58,-,90.3,-,27.54,-,41.89,-,94.47,110.95,-,57.54
