,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,8.45,11.55,13.13,10.12,15.76,17.46,10.92,35.67,10.31,14.38,16.74,25.73,13,6.51,5.97,10.99,4.58,3.51,4.65
10,Operating Income,26.98,22.75,103.34,81.19,107.68,63.52,76.16,97.78,124.21,156.96,115.78,75.69,63.81,79.76,47.9,25.64,24.09,19.36,10.86
11,Interest Expense,-3.38,-6.39,-2.49,-9.37,-,-3.16,-1.88,-4.54,-3.73,-1.36,-0.33,-1.27,-0.86,-1.14,-0.6,-0.5,-0.5,-0.51,-0.5
12,Interest & Investment Income,20.68,35.36,17,20.28,22.73,45.13,9.69,28.77,-,3.18,1.49,0.61,1.04,0.09,0.32,0.76,0.08,0.13,0.09
13,Currency Exchange Gain (Loss),2.23,-2.23,-,4.31,-8.41,8.41,-,6.1,-2.83,2.83,-,0.06,-0.15,0.15,-,-0.73,-0.14,-0.01,0.15
14,Other Non Operating Income (Expenses),-5.53,-3.7,3.5,-0.63,0.23,-5.7,5.45,-16.2,15.69,-1.92,1.81,0.87,-1.26,0.01,-0.07,0.48,-0.32,-0.24,-0.03
15,EBT Excluding Unusual Items,40.98,45.79,121.35,95.77,122.24,108.21,89.42,111.92,133.34,159.7,118.76,75.97,62.57,78.86,47.56,25.65,23.21,18.74,10.56
16,Gain (Loss) on Sale of Investments,1.8,2.76,2.8,7.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.67,-,-,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,Asset Writedown,-10.76,-,-,16.02,-16.34,-,-,4.82,-5.16,-,-,2.14,-2.14,-0.14,0.14,2.2,-2.2,-,-
19,Other Unusual Items,0.49,0.2,0.01,-8.82,0.8,-0.8,-,12.86,-,-,-,12.1,-,-,-,6.63,-,-0.59,0.59
20,Pretax Income,31.84,48.75,124.16,110.59,106.7,107.4,89.42,129.61,128.17,159.7,118.76,90.2,60.43,78.73,47.7,34.47,21.01,18.16,11.15
21,Income Tax Expense,3.18,6.59,18.1,9.81,16.02,9.75,14.81,19.29,17.34,21.73,17.63,11.72,7.36,11.53,6.89,4.87,2.95,2.46,1.52
22,Net Income,28.66,42.16,106.06,100.78,90.68,97.65,74.61,110.32,110.83,137.97,101.13,78.49,53.07,67.19,40.81,29.61,18.07,15.69,9.63
23,Net Income to Common,28.66,42.16,106.06,100.78,90.68,97.65,74.61,110.32,110.83,137.97,101.13,78.49,53.07,67.19,40.81,29.61,18.07,15.69,9.63
24,Net Income Growth,-68.39%,-56.82%,42.15%,-8.64%,-18.18%,-29.22%,-26.22%,40.55%,108.85%,105.34%,147.81%,165.10%,193.72%,328.11%,323.89%,-,-,-,-
25,Shares Outstanding (Basic),260,260,260,258,261,259,261,276,217,217,217,218,162,163,163,165,163,160,165
26,Shares Outstanding (Diluted),260,260,260,258,261,259,261,276,217,217,217,218,162,163,163,165,163,160,165
27,Shares Change (YoY),-0.18%,0.30%,-0.20%,-6.52%,19.98%,19.37%,19.99%,26.56%,34.23%,32.96%,33.15%,32.38%,-0.43%,1.96%,-1.15%,-,-,-,-
28,EPS (Basic),0.11,0.16,0.41,0.39,0.35,0.38,0.29,0.40,0.51,0.63,0.47,0.36,0.33,0.41,0.25,0.18,0.11,0.10,0.06
29,EPS (Diluted),0.11,0.16,0.41,0.39,0.35,0.38,0.29,0.40,0.51,0.63,0.47,0.36,0.33,0.41,0.25,0.18,0.11,0.10,0.06
30,EPS Growth,-68.34%,-56.95%,42.43%,-2.27%,-31.81%,-40.71%,-38.51%,11.05%,55.59%,54.43%,86.12%,100.25%,194.99%,319.87%,328.82%,-,-,-,-
31,Free Cash Flow,22.67,27.64,44.83,-152.87,-156.05,-147.85,-71.86,-37.35,-104.83,-42.02,25.53,-17.61,-45.57,21.48,-35.64,-5.78,11.31,13.42,-11.65
32,Free Cash Flow Per Share,0.09,0.11,0.17,-0.59,-0.60,-0.57,-0.28,-0.14,-0.48,-0.19,0.12,-0.08,-0.28,0.13,-0.22,-0.04,0.07,0.08,-0.07
33,Dividend Per Share,0.200,-,-,0.500,-,-,-,0.556,-,-,-,0.500,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-10.01%,-,-,-,11.12%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,22.42%,24.11%,48.87%,47.94%,61.45%,41.27%,52.98%,57.53%,59.34%,66.93%,69.17%,65.74%,61.02%,64.50%,63.79%,46.61%,41.24%,41.52%,37.18%
36,Operating Margin,17.07%,15.99%,43.36%,42.62%,53.60%,32.37%,46.33%,42.15%,54.79%,61.31%,60.43%,49.06%,50.69%,59.63%,56.72%,32.63%,34.66%,35.14%,26.03%
37,Profit Margin,18.14%,29.64%,44.50%,52.91%,45.14%,49.76%,45.39%,47.56%,48.89%,53.89%,52.78%,50.88%,42.16%,50.23%,48.32%,37.68%,26.00%,28.49%,23.07%
38,Free Cash Flow Margin,14.35%,19.43%,18.81%,-80.26%,-77.68%,-75.34%,-43.72%,-16.10%,-46.24%,-16.41%,13.32%,-11.42%,-36.20%,16.06%,-42.21%,-7.36%,16.27%,24.36%,-27.92%
39,EBITDA,61.06,71.21,137.42,115.27,128.96,92.35,97.43,119.05,135.72,174.99,127.29,87.2,70.54,89.64,54.63,32.77,30.68,26.03,17.28
40,EBITDA Margin,38.64%,50.07%,57.66%,60.52%,64.19%,47.06%,59.28%,51.33%,59.87%,68.35%,66.44%,56.52%,56.04%,67.02%,64.69%,41.70%,44.15%,47.25%,41.41%
41,D&A For EBITDA,34.08,48.47,34.08,34.08,21.27,28.83,21.27,21.27,11.51,18.02,11.51,11.51,6.73,9.88,6.73,7.13,6.59,6.67,6.41
42,EBIT,26.98,22.75,103.34,81.19,107.68,63.52,76.16,97.78,124.21,156.96,115.78,75.69,63.81,79.76,47.9,25.64,24.09,19.36,10.86
43,EBIT Margin,17.07%,15.99%,43.36%,42.62%,53.60%,32.37%,46.33%,42.15%,54.79%,61.31%,60.43%,49.06%,50.69%,59.63%,56.72%,32.63%,34.66%,35.14%,26.03%
44,Effective Tax Rate,10.00%,13.51%,14.58%,8.87%,15.02%,9.08%,16.56%,14.89%,13.53%,13.61%,14.84%,12.99%,12.18%,14.65%,14.44%,14.11%,14.02%,13.57%,13.62%
45,Revenue as Reported,158,142.23,238.32,190.47,200.89,196.23,164.37,231.95,226.71,256.01,191.6,154.27,125.88,133.75,84.45,78.58,166.31,-,-
