,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Income Taxes Payable,-,4.93,0.24,3.13,0.11,4.03,0.73,5.17,0.73,6.25,1.49,4.71,1.58,3.19,0.99,3.74,0.66,-,5.56,-
23,Current Unearned Revenue,-,22.03,20.54,18.27,16.19,13.24,14.07,15.43,17.73,15.29,12.04,14.74,14.41,15.24,16.81,12.01,12.81,-,8.82,-
24,Other Current Liabilities,-,41.21,18.36,6.76,12.61,8.75,30.42,9.48,7.66,6.64,7.58,2.9,4.4,1.22,9.59,0.84,2.25,-,1.95,-
25,Total Current Liabilities,-,285,241.8,208.18,209.89,183.51,189.2,215.33,211.37,227.34,198.34,192.21,178,190.7,162.92,132.93,147.51,-,107.95,-
26,Long-Term Leases,-,1.19,-,-,-,-,-,-,-,-,0.46,0.45,0.44,0.95,-,-,-,-,-,-
27,Long-Term Unearned Revenue,-,2.8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Deferred Tax Liabilities,-,0.47,0.56,0.44,0.46,0.3,0.38,0.31,0.46,0.07,0.03,0.05,0.23,0.26,0.31,0.07,0.15,-,-,-
29,Total Liabilities,-,289.46,245.37,208.62,210.34,183.82,189.59,215.64,211.83,227.41,198.82,192.72,178.67,191.91,163.24,133,147.66,-,107.95,-
30,Common Stock,-,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,88.24,66.18,-,66.18,-
31,Additional Paid-In Capital,-,383.79,404.06,404.06,404.06,400.8,400.8,398.54,398.22,400.31,399.21,398.78,396.93,396.93,396.93,396.93,111.42,-,111.42,-
32,Retained Earnings,-,247.56,236.53,222.86,214.27,215.26,211.04,251.05,248.76,249.18,227.68,242.27,228.94,207.22,176.1,184.19,171.46,-,127.84,-
33,Treasury Stock,-,-34.86,-55.39,-50.65,-25.32,-18.36,-11.75,-11.75,-8.99,-2.31,-0.27,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04,-
35,Total Common Equity,684.73,684.73,673.45,664.52,681.25,685.93,688.32,726.08,726.22,735.42,714.85,729.28,714.12,692.39,661.27,669.37,349.05,-,305.4,304.53
36,Minority Interest,-,18.93,19.03,18.92,19.21,22.5,22.64,23.58,3.9,3.72,3.6,3.37,3.14,3.51,3.12,1.87,1.75,-,1.05,-
37,Shareholders' Equity,703.66,703.66,692.47,683.44,700.46,708.43,710.96,749.65,730.12,739.14,718.45,732.65,717.25,695.91,664.39,671.23,350.81,-,306.45,305.51
38,Total Liabilities & Equity,-,993.13,937.84,892.06,910.8,892.25,900.55,965.3,941.95,966.54,917.27,925.36,895.92,887.82,827.63,804.23,498.47,-,414.4,-
39,Total Debt,97.58,97.58,105.09,99.71,101.78,74.07,60.04,98.02,94.26,90.83,51.06,31.51,5.92,44.86,-,-,-,-,-,-
40,Net Cash (Debt),280.04,280.04,231.01,231.47,269.83,286.81,289.78,323.72,335.14,361.94,330.02,361.46,405.88,346.87,355.6,388.62,101.46,-,75.54,100.13
41,Net Cash Growth,3.78%,-2.36%,-20.28%,-28.50%,-19.49%,-20.76%,-12.19%,-10.44%,-17.43%,4.35%,-7.19%,-6.99%,300.04%,-,370.74%,288.10%,-,-,-,-
42,Net Cash Per Share,3.20,3.30,2.71,2.69,3.63,3.14,2.93,4.24,3.68,4.02,3.85,4.07,5.24,3.75,4.07,5.80,1.54,-,1.14,1.51
43,Filing Date Shares Outstanding,87.64,84.83,85.95,86.19,87.43,91.24,98.78,76.37,87.92,89.93,88.23,88.24,88.24,88.24,88.24,88.24,88.24,67.34,88.24,66.21
44,Total Common Shares Outstanding,87.64,84.83,85.95,86.19,87.43,91.24,98.78,76.37,87.92,89.93,88.23,88.24,88.24,88.24,88.24,88.24,66.18,67.34,66.18,66.21
45,Working Capital,-,363.6,368.63,374.69,403.87,435.95,460.45,522.59,509.71,523.5,506.27,524.62,579.25,560.02,533.09,541.68,224.22,-,182.1,-
46,Book Value Per Share,8.07,8.07,7.84,7.71,7.79,7.52,6.97,9.51,8.26,8.18,8.10,8.26,8.09,7.85,7.49,7.59,5.27,-,4.61,4.60
47,Tangible Book Value,607,607,595,585.27,601.16,607.57,609.32,646.44,650.44,659.36,638.29,652.85,705.76,684.44,653.17,661.27,341.15,-,297.13,295.52
48,Tangible Book Value Per Share,7.16,7.16,6.92,6.79,6.88,6.66,6.17,8.46,7.40,7.33,7.23,7.40,8.00,7.76,7.40,7.49,5.15,-,4.49,4.47
49,Buildings,-,-,70.85,-,70.85,-,70.85,-,70.85,-,70.85,-,70.85,-,70.71,-,70.46,-,70.46,-
50,Machinery,-,-,179.63,-,173.8,-,154.16,-,148.92,-,138.32,-,125.53,-,117.36,-,105.32,-,96.06,-
51,Construction In Progress,-,-,117.63,-,80.66,-,36.39,-,14.36,-,1.91,-,1.93,-,0.07,-,0.21,-,0.16,-
