,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Interest & Investment Income,2.2,2.79,2.7,2.52,3.02,2.04,2.88,1.86,2.21,0.26,0.42,3.58,5.32,3.91,3.02,0.76,0.76,0.05,0.07,0.08
13,Currency Exchange Gain (Loss),-,-2.35,2.35,-,3.33,-6.08,6.08,-,16.41,-8.18,8.18,-,-2.41,0.74,-0.74,-,-8.58,-1.61,1.61,-
14,Other Non Operating Income (Expenses),0.74,-1.18,-0.87,0.77,-6.04,7.36,1.74,-3.28,-19.02,18.93,0.23,-0.29,0.68,-0.75,-0.85,0.62,3.27,-3.42,-1.45,1.6
15,EBT Excluding Unusual Items,11.84,16.28,13.43,9.07,-8.8,6.4,-22.73,1.94,-7.49,24.82,26.13,15.31,18.91,36.69,24.2,15.33,13.45,30.07,27.94,7.46
16,Gain (Loss) on Sale of Investments,-0.05,0.02,0.04,-0.01,0.19,-0.01,-0.04,-0.13,0.7,-0.17,-2.09,-0.7,-0.18,-0.37,1.82,-0.75,1.27,-0.18,0.06,-0.13
17,Gain (Loss) on Sale of Assets,-0.15,0.19,-0.04,-0.01,-0.29,-,-,-,-0.06,-,-,-,-0.09,0.06,-0.06,-,-0.1,0.09,-0.08,-
18,Asset Writedown,4.35,-4.35,0.92,-0.92,3.21,-3.21,0.63,-0.63,0.4,-0.4,0.11,-0.11,0.84,-0.84,0.45,-0.45,2.04,-2.04,0.07,-0.07
19,Other Unusual Items,-,-0.31,0.18,0.13,1.64,-0.05,0.05,-,4.02,-0.18,0.18,-,4.1,0.01,-0.01,-,6.01,-,-,-
20,Pretax Income,15.99,11.83,14.53,8.27,-4.05,3.12,-22.08,1.17,-2.43,24.07,24.33,14.5,23.58,35.56,26.38,14.13,22.67,27.94,27.99,7.27
21,Income Tax Expense,1.15,0.63,0.75,-0.03,-3.04,-0.96,-3.99,-0.79,-2.19,2.45,2.49,0.95,2.23,4.04,2.34,1.28,2.42,3.87,3.7,0.59
22,Earnings From Continuing Operations,14.84,11.2,13.78,8.3,-1.01,4.08,-18.09,1.97,-0.24,21.62,21.84,13.55,21.35,31.51,24.05,12.85,20.25,24.06,24.29,6.68
23,Minority Interest in Earnings,-0.01,-0.17,-0.11,0.29,-0.23,0.14,0.04,0.32,-0.18,-0.12,-1.13,-0.23,0.37,-0.39,-1.26,-0.12,-0.53,-0.17,-0.34,0.06
24,Net Income,14.83,11.03,13.67,8.59,-1.24,4.22,-18.05,2.29,-0.43,21.5,20.71,13.32,21.72,31.12,22.79,12.74,19.72,23.89,23.95,6.74
25,Net Income to Common,14.83,11.03,13.67,8.59,-1.24,4.22,-18.05,2.29,-0.43,21.5,20.71,13.32,21.72,31.12,22.79,12.74,19.72,23.89,23.95,6.74
26,Net Income Growth,-,161.34%,-,275.02%,-,-80.38%,-,-82.80%,-,-30.91%,-9.12%,4.60%,10.13%,30.28%,-4.86%,88.97%,-,-,-,-
27,Shares Outstanding (Basic),88,85,85,86,74,91,99,76,91,90,86,89,77,92,87,67,66,67,66,66
28,Shares Outstanding (Diluted),88,85,85,86,74,91,99,76,91,90,86,89,77,92,87,67,66,67,66,66
29,Shares Change (YoY),17.81%,-7.03%,-13.63%,12.50%,-18.33%,1.46%,15.25%,-14.01%,17.61%,-2.67%,-1.96%,32.49%,17.91%,37.20%,32.17%,1.25%,-,-,-,-
30,EPS (Basic),0.17,0.13,0.16,0.10,-0.02,0.05,-0.18,0.03,-0.00,0.24,0.24,0.15,0.28,0.34,0.26,0.19,0.30,0.35,0.36,0.10
31,EPS (Diluted),0.17,0.13,0.16,0.10,-0.02,0.05,-0.18,0.03,-0.00,0.24,0.24,0.15,0.28,0.34,0.26,0.19,0.30,0.35,0.36,0.10
32,EPS Growth,-,181.10%,-,233.33%,-,-80.66%,-,-80.00%,-,-29.02%,-7.30%,-21.05%,-6.59%,-5.04%,-28.02%,86.64%,-,-,-,-
33,Free Cash Flow,-,42.16,-3.69,-14.03,-10.11,25.8,-37.99,-22.39,-3.93,27.25,1.1,-45.62,56.94,-6.44,3.46,-33.56,26.02,3.61,5.97,5.15
34,Free Cash Flow Per Share,-,0.50,-0.04,-0.16,-0.14,0.28,-0.38,-0.29,-0.04,0.30,0.01,-0.51,0.74,-0.07,0.04,-0.50,0.40,0.05,0.09,0.08
35,Dividend Per Share,-,-,-,-,-,-,-,-,0.250,-,-,-,0.400,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,-37.50%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,333.51%,29.68%,24.23%,26.10%,10.35%,23.13%,25.61%,28.09%,21.30%,26.65%,26.81%,23.83%,23.82%,28.94%,27.01%,24.77%,26.27%,30.47%,29.23%,23.16%
38,Operating Margin,13.73%,12.66%,6.94%,6.02%,-9.99%,3.39%,-28.46%,4.34%,-8.72%,10.91%,10.75%,9.13%,8.63%,16.54%,12.89%,9.79%,10.29%,17.52%,17.40%,6.45%
39,Profit Margin,12.04%,7.87%,9.46%,7.98%,-1.44%,4.04%,-15.67%,2.43%,-0.59%,16.33%,12.62%,10.05%,12.14%,15.67%,12.90%,8.93%,11.23%,11.94%,15.04%,7.52%
40,Free Cash Flow Margin,-,30.07%,-2.56%,-13.02%,-11.81%,24.72%,-32.97%,-23.73%,-5.39%,20.69%,0.67%,-34.42%,31.82%,-3.24%,1.96%,-23.54%,14.82%,1.81%,3.75%,5.75%
41,EBITDA,22.7,23.54,16.15,12.27,-2.76,9.61,-26.56,10.17,-0.28,19.86,23.63,17.59,20.93,37.66,28.11,18.76,22.88,38.77,32.39,9.51
42,EBITDA Margin,18.43%,16.79%,11.19%,11.39%,-3.23%,9.21%,-23.05%,10.78%,-0.39%,15.07%,14.40%,13.27%,11.70%,18.97%,15.91%,13.16%,13.03%,19.38%,20.34%,10.61%
43,D&A For EBITDA,5.79,5.79,6.13,5.79,5.79,6.08,6.24,6.08,6.08,5.49,5.99,5.49,5.49,4.81,5.34,4.81,4.81,3.72,4.68,3.72
44,EBIT,16.91,17.75,10.02,6.48,-8.55,3.53,-32.79,4.09,-6.36,14.37,17.65,12.09,15.44,32.85,22.76,13.95,18.07,35.05,27.71,5.78
45,EBIT Margin,13.73%,12.66%,6.94%,6.02%,-9.99%,3.39%,-28.46%,4.34%,-8.72%,10.91%,10.75%,9.13%,8.63%,16.54%,12.89%,9.79%,10.29%,17.52%,17.40%,6.45%
46,Effective Tax Rate,7.20%,5.31%,5.18%,-,-,-,-,-,-,10.16%,10.24%,6.56%,9.46%,11.37%,8.86%,9.07%,10.66%,13.87%,13.21%,8.05%
47,Revenue as Reported,-,140.2,144.42,107.74,85.63,104.37,115.24,94.35,72.94,131.72,164.13,132.52,178.93,198.57,176.61,142.55,175.61,200.02,159.22,89.59
