,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Accounts Payable,217.67,210.12,188.24,216.47,202.93,210.89,281.48,218.71,193.25,179.04,258.04,188.01,153.14,105.6,291.8,221.51,-,233.44,-
18,Accrued Expenses,29.45,37.65,21.03,51.03,29.23,44.02,32.87,80.38,44.81,76.74,29.28,101.93,34.06,60.59,23.99,75.64,-,18.95,-
19,Short-Term Debt,606.46,578.32,657.17,483.28,525.36,719.9,867.13,846.9,980.39,880.58,657.68,523.43,483,417.17,276,466.43,-,370.29,-
20,Current Portion of Long-Term Debt,190.84,133.11,29.85,26.49,-,22.4,-,-,-,-,-,-,-,-,-,-,-,-,-
21,Current Portion of Leases,-,0.98,-,0.68,27.08,0.96,1.14,1.17,0.88,0.87,0.86,1.11,-,-,42.69,102.85,-,130.89,-
22,Current Income Taxes Payable,22.36,2.46,30.94,1.45,36.61,2.08,27.04,3.34,26.96,9.79,64.66,26.48,56.57,17.35,44.95,14.58,-,41.5,-
23,Current Unearned Revenue,0.37,0.56,17.24,16.98,45.53,56.25,43.02,44.45,0.2,0.27,1.77,1.13,0.04,-,-,0.17,-,0.2,-
24,Other Current Liabilities,0.34,4.12,3.28,3.95,7.27,10.42,8.56,8.36,1.36,17.46,7.2,0.93,5.16,56.54,23.8,2.69,-,1.22,-
25,Total Current Liabilities,1067,967.32,947.76,800.33,874,1067,1261,1203,1248,1165,1019,843.03,731.96,657.24,703.22,883.86,-,796.49,-
26,Long-Term Debt,409.09,456.21,431.38,402.69,413.6,239.6,-,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,3.91,4.16,0.14,0.15,0.43,0.73,0.82,0.74,1.1,1.63,1.84,1.91,-,-,-,56.71,-,98.59,-
28,Long-Term Unearned Revenue,83.71,81.04,69.4,72.53,70.45,71.27,73.16,76.24,67.94,70.79,62.86,63.38,66.48,61.09,62.84,58.82,-,49.25,-
29,Long-Term Deferred Tax Liabilities,-,-,-,0,-,-,-,-,-,-,-,-,-,-,3.99,0.38,-,6.43,-
30,Other Long-Term Liabilities,0.03,0.33,1.25,0.02,1.34,2.52,1.81,0.99,4.22,2.94,2.32,1.95,2.18,1.55,3,2.01,-,1.96,-
31,Total Liabilities,1564,1509,1450,1276,1360,1381,1337,1281,1321,1240,1087,910.27,800.62,719.88,773.05,1002,-,952.74,-
32,Common Stock,329.94,329.94,329.94,329.94,329.94,329.94,253.8,253.8,253.8,253.8,188,188,188,188,188,141,-,141,-
33,Additional Paid-In Capital,826.42,826.42,826.42,826.42,826.42,826.42,902.56,902.56,902.56,902.56,968.36,968.36,968.36,968.36,968.36,452.78,-,452.78,-
34,Retained Earnings,946.29,945.82,927.07,916.85,914.17,888.6,880.74,895.84,864.12,851.69,919.95,835.49,772.19,730,703.4,636.36,-,532.18,-
35,Treasury Stock,-32.85,-30.01,-20.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,32.27,29.89,27.29,27.21,27.63,24.89,23.41,20.94,20.01,18.5,17.48,15.86,16.8,15.55,15.01,13.05,-,12.5,-
37,Shareholders' Equity,2102,2102,2091,2100,2098,2070,2061,2073,2040,2027,2094,2008,1945,1902,1875,1243,-,1138,1066
38,Total Liabilities & Equity,3666,3611,3541,3376,3458,3451,3398,3354,3362,3267,3180,2918,2746,2622,2648,2245,-,2091,-
39,Total Debt,1210,1173,1119,913.28,966.46,983.59,869.1,848.81,982.37,883.08,660.37,526.45,483,417.17,318.69,625.99,-,599.78,508.61
40,Net Cash (Debt),-1134,-1018,-987.38,-805.64,-749.4,-650.47,-585.91,-683.32,-838.79,-667.16,-468.86,-387.47,-316.52,-155.4,81.56,-561.48,-,-464.83,-460.19
41,Net Cash Per Share,-3.38,-3.35,-2.90,-1.86,-1.10,-2.84,-1.94,-2.18,-2.63,-1.99,-1.41,-1.17,-0.97,-0.47,0.33,-2.27,-,-2.04,-1.73
42,Filing Date Shares Outstanding,325.09,325.49,327.04,326.24,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,247.15,247.46,266.64
43,Total Common Shares Outstanding,325.09,325.49,327.04,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,329.94,247.46,247.15,247.46,266.64
44,Working Capital,991.78,1056,1037,1077,1120,923.11,657.65,671.97,681.74,706.67,795.56,728.69,715.72,695.34,736.63,134.46,-,112.39,-
45,Book Value Per Share,6.47,6.46,6.39,6.37,6.36,6.27,6.25,6.28,6.18,6.14,6.35,6.09,5.90,5.76,5.68,5.02,-,4.60,4.31
46,Tangible Book Value,2033,2034,2022,2031,2028,1999,1987,1999,1974,1975,2042,1956,1893,1850,1823,1192,-,1082,1012
47,Tangible Book Value Per Share,6.25,6.25,6.18,6.16,6.15,6.06,6.02,6.06,5.98,5.99,6.19,5.93,5.74,5.61,5.53,4.82,-,4.37,4.09
48,Buildings,-,402.12,-,332.04,-,318.83,-,310.87,-,288.63,-,284.8,-,265.9,-,230.42,-,227.17,-
49,Machinery,-,1620,-,54.2,-,1506,-,48.75,-,1305,-,1244,-,1168,-,1146,-,1091,-
50,Construction In Progress,-,234.47,-,183.71,-,170.29,-,173.14,-,264.32,-,218.69,-,209.4,-,164.98,-,114.84,-
