,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,27.41,15.93,0.59,-31.45,38.79,20.97,-10.82,-13.55,30.03,-19.2,117.66,25.39,61.42,63.69,88.57,39.04,95.57,62.68,17.04
16,Gain (Loss) on Sale of Investments,-1.77,-2.82,-3.18,-2.39,-4.78,-3.31,-8.53,-6.68,-11.76,-36.61,-5.24,10.18,-4.19,6.5,-0.29,-1.37,-11.4,13.67,-2.28
17,Gain (Loss) on Sale of Assets,0.39,0.22,0.01,-2.59,0.27,-0.47,0.09,-0.22,-0.02,0.05,0.02,0.03,-0.01,-0.12,-,-2.95,-0.12,0,-
18,Asset Writedown,-4.75,1.39,-1.39,3.04,-3.04,2.55,-2.55,5.35,-5.35,0.28,-0.28,3.12,-3.33,-,-,9.59,-9.24,-0.35,-
19,Other Unusual Items,-25.87,13.49,12.38,28.01,-,-,-,46.57,-,-,-,40.47,-,-,-,12.28,-0.03,0.03,-
20,Pretax Income,-4.59,28.2,8.42,-5.38,31.24,19.74,-21.81,31.47,12.91,-55.48,112.17,79.19,53.89,70.07,88.28,56.59,74.79,76.03,14.77
21,Income Tax Expense,-5.06,2.95,-1.8,-8.06,5.67,1.99,-6.71,-0.25,0.48,-21.06,27.7,15.89,11.7,15.27,21.25,12.96,14.23,16.11,5.65
22,Net Income,0.47,25.26,10.22,2.68,25.57,17.75,-15.1,31.72,12.43,-34.42,84.46,63.3,42.19,54.8,67.04,43.62,60.56,59.92,9.12
23,Net Income to Common,0.47,25.26,10.22,2.68,25.57,17.75,-15.1,31.72,12.43,-34.42,84.46,63.3,42.19,54.8,67.04,43.62,60.56,59.92,9.12
24,Net Income Growth,-98.15%,42.28%,-,-91.54%,105.77%,-,-,-49.89%,-70.54%,-,25.99%,45.10%,-30.34%,-8.54%,635.15%,-,-,-,-
25,Shares Outstanding (Basic),335,304,341,433,679,229,302,313,319,334,333,330,325,331,245,247,247,228,267
26,Shares Outstanding (Diluted),335,304,341,433,679,229,302,313,319,334,333,330,325,331,245,247,247,228,267
27,Shares Change (YoY),-50.59%,32.91%,12.81%,38.40%,112.70%,-31.53%,-9.28%,-5.32%,-1.79%,1.11%,35.77%,33.82%,31.49%,45.16%,-8.07%,-,-,-,-
28,EPS (Basic),0.00,0.08,0.03,0.01,0.04,0.08,-0.05,0.10,0.04,-0.10,0.25,0.19,0.13,0.17,0.27,0.18,0.25,0.26,0.03
29,EPS (Diluted),0.00,0.08,0.03,0.01,0.04,0.08,-0.05,0.10,0.04,-0.10,0.25,0.19,0.13,0.17,0.27,0.18,0.25,0.26,0.03
30,EPS Growth,-96.25%,7.05%,-,-93.89%,-3.26%,-,-,-47.07%,-70.00%,-,-7.20%,8.43%,-47.02%,-36.99%,699.71%,-,-,-,-
31,Free Cash Flow,-105.31,-5.18,-155.08,-26.86,-103.81,-52.25,98.62,145.93,-155.42,44.98,-230.44,-49.51,-148.66,-216.27,19.33,-20.43,-86.65,-60.78,43.03
32,Free Cash Flow Per Share,-0.31,-0.02,-0.46,-0.06,-0.15,-0.23,0.33,0.47,-0.49,0.13,-0.69,-0.15,-0.46,-0.65,0.08,-0.08,-0.35,-0.27,0.16
33,Dividend Per Share,-,-,-,0.020,-,-,-,0.030,-,-,-,0.103,-,-,-,0.086,-,-,-
34,Dividend Growth,-,-,-,-33.33%,-,-,-,-70.76%,-,-,-,20.00%,-,-,-,-,-,-,-
35,Gross Margin,4.18%,5.55%,8.43%,4.88%,9.80%,5.86%,5.40%,6.69%,8.35%,7.96%,14.08%,7.03%,14.76%,13.88%,16.94%,14.88%,17.43%,13.78%,11.43%
36,Operating Margin,3.46%,2.53%,1.01%,-2.36%,4.36%,2.94%,-0.87%,-1.00%,3.52%,3.75%,9.24%,1.43%,8.79%,8.84%,10.62%,5.59%,11.17%,8.49%,6.50%
37,Profit Margin,0.05%,2.79%,1.24%,0.26%,2.55%,2.15%,-2.22%,3.67%,1.24%,-4.61%,9.20%,6.02%,5.31%,7.67%,9.19%,5.21%,7.90%,8.80%,2.21%
38,Free Cash Flow Margin,-10.16%,-0.57%,-18.83%,-2.61%,-10.35%,-6.32%,14.53%,16.90%,-15.46%,6.02%,-25.10%,-4.71%,-18.71%,-30.27%,2.65%,-2.44%,-11.30%,-8.93%,10.44%
39,EBITDA,77.4,64.93,49.91,17.33,81.13,66.05,31.53,28.78,67.82,64.47,117.24,47.42,101.95,96.28,109.58,78.85,110.36,89.46,51.46
40,EBITDA Margin,7.47%,7.18%,6.06%,1.69%,8.09%,7.99%,4.65%,3.33%,6.75%,8.63%,12.77%,4.51%,12.83%,13.48%,15.03%,9.43%,14.39%,13.14%,12.49%
41,D&A For EBITDA,41.58,42.11,41.58,41.58,37.42,41.78,37.42,37.42,32.41,36.49,32.41,32.41,32.11,33.08,32.11,32.11,24.65,31.65,24.65
42,EBIT,35.82,22.82,8.33,-24.25,43.71,24.27,-5.89,-8.64,35.41,27.98,84.83,15.02,69.85,63.19,77.47,46.74,85.71,57.8,26.8
43,EBIT Margin,3.46%,2.53%,1.01%,-2.36%,4.36%,2.94%,-0.87%,-1.00%,3.52%,3.75%,9.24%,1.43%,8.79%,8.84%,10.62%,5.59%,11.17%,8.49%,6.50%
44,Effective Tax Rate,-,10.45%,-,-,18.15%,10.07%,-,-,3.73%,-,24.70%,20.07%,21.71%,21.79%,24.07%,22.91%,19.03%,21.19%,38.25%
45,Revenue as Reported,1037,903.74,823.39,1028,1003,826.8,678.53,863.41,1005,747.04,918.18,1052,794.49,714.47,729.16,836.53,766.99,680.56,412.14
