,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,-,91.04,80.55,98.21,63.24,76.23,44.18,49.34,29.63,46.7,27.5,129.51,41.03,31.26,23.13,43.36,35.09,-,12.57,-
10,Total Current Assets,-,3023,3052,3066,3161,3141,3285,3948,4189,4221,4386,4690,3668,2988,2843,2870,1025,-,655.18,-
11,"Property, Plant & Equipment",-,926.15,908.08,861.4,759.8,693.95,530.05,423.06,317.14,338.74,332.88,297.05,223.62,174.56,114.9,86.42,66.81,-,52.6,-
12,Long-Term Investments,-,45.26,45.08,44.85,22.95,22.98,17.6,17.6,12.2,12.2,2.2,54.32,54.32,1.3,-,-,-,-,-,-
13,Goodwill,-,-,-,-,-,-,-,-,-,14.01,14.01,14.01,-,-,-,-,-,-,-,-
14,Other Intangible Assets,-,108.69,109.27,109.85,110.43,110.97,111.74,92.54,93.03,85.03,27.81,28.87,28.12,28.27,28.43,28.63,28.79,-,25.08,-
15,Long-Term Deferred Tax Assets,-,26.62,28.05,27.76,30.18,40.86,56.54,51.71,46.44,14.81,15.68,15.13,3.82,5.16,6.27,6.13,4.07,-,3.01,-
16,Long-Term Deferred Charges,-,10.58,12.32,13.89,15.72,17.47,15.4,16.63,17.88,13.22,10.47,8.56,5.66,2.62,2.49,2.52,2.15,-,1.89,-
17,Other Long-Term Assets,-,24.72,24.48,17.24,15.53,17.93,14.16,18.53,18.96,7.66,42.19,0.12,24.62,14.53,13.86,19.93,24.11,-,12.53,-
18,Total Assets,-,4165,4179,4141,4116,4046,4030,4568,4695,4707,4831,5108,4008,3214,3009,3013,1151,-,750.29,-
19,Accounts Payable,-,100.61,112.17,105.93,77.61,84.21,80.81,128.93,171.17,122.94,195.37,380.99,360.65,106.33,69.42,90.05,62,-,34.94,-
20,Accrued Expenses,-,26,26.8,14.65,33.16,21.64,26.02,22.12,73.51,30.46,45.23,14.53,44.61,12.31,16.61,5.79,32.6,-,18.13,-
21,Current Portion of Leases,-,3.94,4.49,11.92,16.26,6.9,15.94,16.75,8.32,13.2,20.62,22.65,20.06,7.3,1.43,-,-,-,-,-
22,Current Income Taxes Payable,-,80.55,74.97,81.85,73.96,75.75,74.84,80.07,73.26,125.63,110.52,213.37,61.71,27.11,68.32,81.29,50.31,-,48.25,-
23,Current Unearned Revenue,-,32.55,41.13,38.44,41.62,32.08,26.81,46.11,147.2,40.53,47.34,119.64,226.27,43.83,12.87,36.79,33.38,-,40.77,-
24,Other Current Liabilities,-,30.63,102.66,33.14,31.56,46.23,49.73,34.76,37.29,2.59,4.55,1.77,0.91,1.96,2.88,33.18,0.15,-,0.19,-
25,Total Current Liabilities,-,274.29,362.23,285.93,274.16,266.8,274.16,328.74,510.75,335.34,423.64,752.94,714.2,198.84,171.54,247.09,178.45,-,142.27,-
26,Long-Term Leases,-,4.54,5.82,9.71,7.66,19.32,16.47,16.13,13.44,23.76,23.7,25.59,17.3,24.64,3.51,-,-,-,-,-
27,Long-Term Unearned Revenue,-,1.9,2.16,2.42,2.68,0.58,0.58,0.58,-,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Deferred Tax Liabilities,-,-,-,-,-,8.09,8.02,5.04,-,6.62,4.43,3.2,3.2,-,-,-,-,-,-,-
29,Total Liabilities,-,280.73,370.21,298.05,284.5,294.79,299.23,350.5,524.2,365.73,451.77,781.73,734.71,223.48,175.05,247.09,178.45,-,142.27,-
30,Common Stock,-,79.28,79.28,79.28,79.28,79.28,79.28,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,40.4,-,40.4,-
31,Additional Paid-In Capital,-,1720,1720,1717,1713,1710,1732,1750,1744,1738,1733,1733,1733,1733,1733,1733,102.8,-,102.8,-
32,Retained Earnings,-,2189,2115,2152,2107,2028,1998,2496,2455,2632,2574,2536,1487,1204,1048,979.61,829.33,-,464.96,-
33,Treasury Stock,-,-137.86,-140.34,-140.34,-103.4,-103.4,-115.56,-115.56,-115.56,-115.56,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,-,29.28,31.39,30.9,30.75,32.27,33.14,28.05,28.39,29.05,14.64,0.35,0.26,0.17,0.19,0.13,0.13,-,-0.15,-
35,Total Common Equity,3880,3880,3805,3839,3827,3746,3727,4213,4166,4337,4375,4323,3274,2990,2834,2766,972.66,-,608.01,293.2
36,Minority Interest,-,4.33,3.98,4.17,4.31,4.28,4.25,4.46,4.4,4.03,3.94,3.48,-,-,-,-,-,-,-,-
37,Shareholders' Equity,3884,3884,3809,3843,3832,3751,3731,4218,4171,4341,4379,4326,3274,2990,2834,2766,972.66,-,608.01,293.2
38,Total Liabilities & Equity,-,4165,4179,4141,4116,4046,4030,4568,4695,4707,4831,5108,4008,3214,3009,3013,1151,-,750.29,-
39,Total Debt,8.48,8.48,10.31,21.63,23.91,26.23,32.42,32.88,21.77,36.96,44.32,48.24,37.36,31.94,4.94,-,-,-,-,-
40,Net Cash (Debt),2655,2655,2672,2687,2765,2718,2895,3509,3793,3521,3614,3780,2922,2500,2383,2467,700.64,-,440.94,125.25
41,Net Cash Growth,-3.99%,-2.34%,-7.72%,-23.42%,-27.10%,-22.79%,-19.88%,-7.17%,29.80%,40.80%,51.63%,53.23%,317.07%,-,440.49%,1869.44%,-,-,-,-
42,Net Cash Per Share,33.52,33.53,33.89,33.60,35.11,34.03,36.79,44.15,47.90,44.41,45.87,47.37,38.74,29.67,29.90,41.26,11.73,-,7.40,2.08
43,Filing Date Shares Outstanding,79.18,77.56,77.53,77.53,77.53,78.16,77.75,78.24,78.24,78.24,79.78,79.78,79.78,79.78,79.78,79.78,59.8,59.69,59.8,60.08
44,Total Common Shares Outstanding,77.56,77.56,77.53,77.53,78.16,78.16,77.75,78.24,78.24,78.24,79.78,79.78,79.78,79.78,79.78,79.78,59.8,59.69,59.8,60.08
45,Working Capital,-,2748,2690,2780,2887,2875,3011,3619,3678,3886,3962,3937,2954,2789,2672,2623,846.73,-,512.91,-
46,Book Value Per Share,50.02,50.02,49.08,49.51,48.97,47.94,47.93,53.85,53.25,55.43,54.84,54.19,41.03,37.48,35.53,34.67,16.27,-,10.17,4.90
47,Tangible Book Value,3771,3771,3696,3729,3717,3636,3615,4121,4073,4238,4333,4280,3246,2962,2806,2738,943.87,-,582.93,277.33
48,Tangible Book Value Per Share,48.62,48.62,47.67,48.10,47.56,46.52,46.50,52.66,52.06,54.16,54.32,53.65,40.68,37.13,35.17,34.31,15.78,-,9.75,4.64
49,Buildings,-,-,450.09,-,194.44,-,198.85,-,198.85,-,58.13,-,58.13,-,46.61,-,46.61,-,46.61,-
50,Machinery,-,-,114.29,-,113.61,-,111.03,-,91.69,-,133.57,-,58.93,-,47.71,-,19.04,-,14.29,-
51,Construction In Progress,-,-,402.66,-,488.25,-,236.51,-,42.3,-,117.82,-,82.37,-,28.02,-,11.62,-,0.39,-
