,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,341.19,52.68,64.65,60.08,71.62,49.95,64.36,79.79,112.69,112.09,134.51,111.78,61.27,50.08,45.06,35.49,53.49,21.16,40.02,13.62
10,Operating Income,191.32,74.88,44.85,40.13,34.14,32.8,-3.28,44.65,-144.31,22.4,163.69,1313,295.13,172.93,199.72,169.9,361.37,76.39,329.54,35.78
11,Interest Expense,-29.45,-0.11,-0.13,-0.13,-0.29,-0.38,-0.35,-0.44,-0.37,-0.57,-0.47,-0.76,-0.67,-,-,-,-,-,-,-
12,Interest & Investment Income,0.37,3.24,16.64,9.57,18.37,7.77,14.95,13.11,20.06,18.78,21.15,7.01,19.63,5.69,15.33,4.2,2.25,2.32,0.84,0.72
13,Currency Exchange Gain (Loss),-,-2.32,2.32,-,15.85,-16.62,16.62,-,31.74,-17.12,17.12,-,-18.28,8.49,-8.49,-,-18.7,-1.26,1.26,-
14,Other Non Operating Income (Expenses),2.98,-4.57,-0.47,-0.33,-16.11,1.67,1.87,-2.88,-15.39,23.8,3.21,-10.87,4.47,-6.92,-2.92,1.42,5.23,-4.81,-1.13,-0.18
15,EBT Excluding Unusual Items,165.22,71.12,63.21,49.24,51.96,25.24,29.81,54.44,-108.27,47.29,204.7,1308,300.28,180.18,203.64,175.52,350.15,72.64,330.52,36.32
16,Impairment of Goodwill,-,-,-,-,-,-,-,-,-14.01,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,-22.55,9.89,9.29,3.36,27.71,3.55,-8.12,9.53,-44.85,14.62,15.01,-,21.33,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,-3.48,0.14,3.34,-0.01,-0.13,0.23,0.08,-0.85,0.51,0.02,-0,-0,-0.11,0.02,-0.02,0.03,-0.09,0.01,-0.01,0.06
19,Asset Writedown,-,-,5.44,-5.44,-1.33,1.05,17.06,-17.06,-60.7,-,71.08,-71.08,-,-,1.21,-1.21,-0.04,0.04,-0.02,0.02
20,Other Unusual Items,-13.71,3.01,10.7,-,4.26,7.62,-7.62,-,19.11,-,-,-,14.65,-,-,-,2.08,-,-,-
21,Pretax Income,125.48,84.17,91.99,47.16,82.48,37.7,31.21,46.06,-208.21,61.93,290.79,1237,336.15,180.2,204.84,174.34,352.09,72.69,330.5,36.39
22,Income Tax Expense,19.34,10.16,13.1,2.51,3.44,7.28,0.72,5.72,-32.95,4,37.1,187.83,52.78,23.98,29.02,24.06,50.52,9.9,47.71,4.32
23,Earnings From Continuing Operations,106.14,74.01,78.89,44.64,79.03,30.42,30.49,40.34,-175.27,57.92,253.68,1049,283.37,156.21,175.82,150.28,301.58,62.79,282.79,32.07
24,Minority Interest in Earnings,0.02,-0.36,0.2,0.14,-0.02,-0.04,0.16,0.2,-0.36,-0.09,-0.18,0.09,-,-,-,-,-,-,-,-
25,Net Income,106.16,73.65,79.09,44.79,79.01,30.38,30.65,40.53,-175.63,57.84,253.51,1049,283.37,156.21,175.82,150.28,301.58,62.79,282.79,32.07
26,Net Income to Common,106.16,73.65,79.09,44.79,79.01,30.38,30.65,40.53,-175.63,57.84,253.51,1049,283.37,156.21,175.82,150.28,301.58,62.79,282.79,32.07
27,Net Income Growth,34.36%,142.39%,158.05%,10.50%,-,-47.47%,-87.91%,-96.14%,-,-62.98%,44.18%,598.18%,-6.04%,148.80%,-37.83%,368.54%,-,-,-,-
28,Shares Outstanding (Basic),79,79,79,80,79,80,79,79,79,79,79,80,75,84,80,60,60,60,60,60
29,Shares Outstanding (Diluted),79,79,79,80,79,80,79,79,79,79,79,80,75,84,80,60,60,60,60,60
30,Shares Change (YoY),0.54%,-0.88%,0.17%,0.64%,-0.53%,0.73%,-0.10%,-0.40%,4.97%,-5.93%,-1.15%,33.47%,26.28%,41.20%,33.82%,-0.49%,-,-,-,-
31,EPS (Basic),1.34,0.93,1.00,0.56,1.00,0.38,0.39,0.51,-2.22,0.73,3.22,13.15,3.76,1.85,2.21,2.51,5.05,1.05,4.75,0.53
32,EPS (Diluted),1.34,0.93,1.00,0.56,1.00,0.38,0.39,0.51,-2.22,0.73,3.22,13.15,3.76,1.85,2.21,2.51,5.05,1.05,4.75,0.53
33,EPS Growth,33.64%,144.53%,157.61%,9.80%,-,-47.85%,-87.90%,-96.12%,-,-60.64%,45.86%,423.12%,-25.59%,76.21%,-53.54%,370.87%,-,-,-,-
34,Free Cash Flow,-,37.84,7.92,-31.54,38.56,-162.27,-90.01,-295,278,-15.51,-54.21,882.17,489.11,146.61,66.17,81.86,263.63,1.37,188.17,132.44
35,Free Cash Flow Per Share,-,0.48,0.10,-0.39,0.49,-2.03,-1.14,-3.71,3.51,-0.20,-0.69,11.06,6.48,1.74,0.83,1.37,4.41,0.02,3.16,2.20
36,Dividend Per Share,-,-,1.500,-,1.500,-,-,-,6.757,-,-,-,2.703,-,-,-,1.351,-,-,-
37,Dividend Growth,-,-,-,-,-77.80%,-,-,-,150.00%,-,-,-,99.99%,-,-,-,-,-,-,-
38,Gross Margin,211.51%,57.58%,55.70%,50.13%,54.30%,48.09%,40.26%,52.70%,-8.36%,46.94%,47.74%,67.86%,40.66%,61.72%,70.47%,71.25%,78.97%,79.25%,88.12%,72.94%
39,Operating Margin,75.99%,33.80%,22.81%,20.08%,17.53%,19.06%,-2.16%,18.91%,-38.13%,7.82%,26.21%,62.54%,33.67%,47.86%,57.50%,58.94%,68.79%,62.06%,78.58%,52.83%
40,Profit Margin,42.17%,33.25%,40.23%,22.40%,40.57%,17.66%,20.20%,17.16%,-46.40%,20.19%,40.59%,49.99%,32.33%,43.24%,50.62%,52.14%,57.40%,51.01%,67.43%,47.36%
41,Free Cash Flow Margin,-,17.08%,4.03%,-15.78%,19.80%,-94.30%,-59.33%,-124.93%,73.45%,-5.41%,-8.68%,42.03%,55.80%,40.58%,19.05%,28.40%,50.18%,1.11%,44.87%,195.56%
42,EBITDA,196.62,80.17,50.72,45.43,39.44,38.58,6.57,50.43,-138.54,24.6,176.88,1315,297.32,173.94,201.44,170.91,362.38,77.17,330.49,36.56
43,EBITDA Margin,78.09%,36.19%,25.80%,22.72%,20.25%,22.42%,4.33%,21.36%,-36.60%,8.58%,28.32%,62.64%,33.92%,48.14%,58.00%,59.29%,68.98%,62.69%,78.80%,53.98%
44,D&A For EBITDA,5.29,5.29,5.87,5.29,5.29,5.78,9.85,5.78,5.78,2.19,13.18,2.19,2.19,1.01,1.72,1.01,1.01,0.78,0.94,0.78
45,EBIT,191.32,74.88,44.85,40.13,34.14,32.8,-3.28,44.65,-144.31,22.4,163.69,1313,295.13,172.93,199.72,169.9,361.37,76.39,329.54,35.78
46,EBIT Margin,75.99%,33.80%,22.81%,20.08%,17.53%,19.06%,-2.16%,18.91%,-38.13%,7.82%,26.21%,62.54%,33.67%,47.86%,57.50%,58.94%,68.79%,62.06%,78.58%,52.83%
47,Effective Tax Rate,15.41%,12.07%,14.24%,5.33%,4.17%,19.31%,2.29%,12.42%,-,6.46%,12.76%,15.18%,15.70%,13.31%,14.17%,13.80%,14.35%,13.62%,14.43%,11.86%
48,Revenue as Reported,-,221.52,196.58,199.92,194.76,172.09,151.71,236.14,378.5,286.54,624.61,2099,876.57,361.29,347.32,288.24,525.36,123.08,419.39,67.72
