,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Interest & Investment Income,7.19,7.68,5.45,5.73,9.14,8.64,11.13,11,12.41,16,4.93,0.43,0.51,0.66,0.39,1.49,1.49,0.77,0.77
13,Currency Exchange Gain (Loss),-0.07,0.07,-,-1.89,-0.81,0.81,-,0.09,0.85,-0.85,-,-3.56,2.07,-2.07,-,-2.39,-2.39,0.34,0.34
14,Other Non Operating Income (Expenses),-2.56,-0.58,0.12,-1.27,-2.18,-0.15,-0.53,0.64,-1.81,1.1,-1.49,1.44,-2.9,0.29,-1.52,-0.25,-0.25,-0.43,-0.43
15,EBT Excluding Unusual Items,2.78,-4.31,20.73,-26.65,-0.86,-22.73,27.03,25.81,27.73,29.05,47.96,49.13,59.4,57.3,40.46,68.26,68.26,29.65,29.65
16,Impairment of Goodwill,-,-,-,-1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,-,-0.32,0.1,-0.08,0,-0.24,0,0.74,-0.09,-0.1,0,0,-0.04,-0.28,0.18,-0.44,-0.44,0.23,0.23
18,Gain (Loss) on Sale of Assets,-0.04,0.3,-0.29,0.18,0.03,0.12,-,0.07,-0.12,-0.27,-0.76,0.01,0.01,0.05,-,0.08,0.08,0.07,0.07
19,Asset Writedown,-13.9,5.68,-6.02,2.63,-3.1,3.26,-3.43,10.07,-10.2,3.96,-4.01,1.45,-1.84,3.56,-3.69,-0.66,-0.66,-0.08,-0.08
20,Other Unusual Items,-3.62,2.11,1.51,9.09,-0.06,0.06,-,10.17,-0.12,0.12,-,13.09,-0.32,0.32,-,2.91,2.91,2.96,2.96
21,Pretax Income,-14.78,3.47,16.03,-15.93,-3.98,-19.55,23.61,46.86,17.2,32.76,43.19,63.69,57.21,60.95,36.95,70.15,70.15,32.84,32.84
22,Income Tax Expense,-7.95,-0.79,-2.74,-5.98,-5.1,-9.02,2.63,-0.76,-1.61,1.49,2.99,5.07,3.93,6.48,1.42,8.47,8.47,2.5,2.5
23,Earnings From Continuing Operations,-6.83,4.26,18.77,-9.95,1.13,-10.53,20.98,47.63,18.81,31.27,40.2,58.62,53.28,54.47,35.53,61.67,61.67,30.34,30.34
24,Minority Interest in Earnings,0.3,-0.42,0.94,0.93,-0.22,-0.14,-0.06,-0.29,-0,-0.09,-0.01,0.14,-0.01,0.06,0.14,0.05,0.05,0.05,0.05
25,Net Income,-6.52,3.84,19.71,-9.02,0.91,-10.67,20.92,47.34,18.81,31.18,40.2,58.76,53.27,54.54,35.67,61.72,61.72,30.39,30.39
26,Net Income to Common,-6.52,3.84,19.71,-9.02,0.91,-10.67,20.92,47.34,18.81,31.18,40.2,58.76,53.27,54.54,35.67,61.72,61.72,30.39,30.39
27,Net Income Growth,-,-,-5.75%,-,-95.17%,-,-47.96%,-19.44%,-64.70%,-42.82%,12.68%,-4.80%,-13.69%,79.49%,17.41%,-,-,-,-
28,Shares Outstanding (Basic),230,225,246,156,188,280,232,235,221,224,236,178,172,175,178,177,177,174,174
29,Shares Outstanding (Diluted),230,225,246,156,188,280,232,235,221,224,236,178,172,175,178,177,177,174,174
30,Shares Change (YoY),22.29%,-19.82%,6.03%,-33.59%,-14.90%,25.07%,-1.71%,32.39%,28.53%,27.75%,32.57%,0.35%,-3.07%,1.02%,2.73%,-,-,-,-
31,EPS (Basic),-0.03,0.02,0.08,-0.06,0.00,-0.04,0.09,0.20,0.09,0.14,0.17,0.33,0.31,0.31,0.20,0.35,0.35,0.17,0.17
32,EPS (Diluted),-0.03,0.02,0.08,-0.06,0.00,-0.04,0.09,0.20,0.09,0.14,0.17,0.33,0.31,0.31,0.20,0.35,0.35,0.17,0.17
33,EPS Growth,-,-,-11.11%,-,-94.32%,-,-47.06%,-39.15%,-72.53%,-55.24%,-15.00%,-5.13%,-10.95%,77.67%,14.29%,-,-,-,-
34,Free Cash Flow,-17.11,-54.22,-46.01,-52.9,-52.78,0.36,-151.71,-79.64,-67.13,-85.12,-78.68,-41.03,10.04,-44.14,18.41,-21.63,-21.63,41.28,41.28
35,Free Cash Flow Per Share,-0.07,-0.24,-0.19,-0.34,-0.28,0.00,-0.65,-0.34,-0.30,-0.38,-0.33,-0.23,0.06,-0.25,0.10,-0.12,-0.12,0.24,0.24
36,Dividend Per Share,-,0.100,-,-,-,-,-,0.500,-,-,-,0.300,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-,-,-,-,66.67%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,15.88%,11.84%,18.59%,4.51%,19.05%,12.09%,19.26%,14.59%,22.59%,17.93%,27.00%,27.16%,29.67%,25.51%,27.35%,32.05%,32.05%,29.00%,29.00%
39,Operating Margin,-0.40%,-2.72%,3.89%,-7.44%,-1.80%,-8.78%,4.81%,3.35%,4.84%,3.39%,11.42%,12.14%,15.84%,15.81%,14.48%,20.75%,20.75%,13.12%,13.12%
40,Profit Margin,-1.48%,0.96%,5.06%,-2.35%,0.24%,-2.96%,6.07%,11.27%,5.31%,8.17%,9.86%,13.85%,13.60%,14.28%,11.81%,17.96%,17.96%,12.45%,12.45%
41,Free Cash Flow Margin,-3.89%,-13.54%,-11.81%,-13.81%,-13.83%,0.10%,-43.99%,-18.96%,-18.95%,-22.30%,-19.31%,-9.67%,2.56%,-11.55%,6.10%,-6.29%,-6.29%,16.91%,16.91%
42,EBITDA,11.73,4.07,28.67,-15.01,5.9,-18.21,29.36,26.85,29.55,25.58,58.92,63.59,74.45,73.69,55.25,83.29,83.29,43.08,43.08
43,EBITDA Margin,2.67%,1.02%,7.36%,-3.92%,1.55%,-5.05%,8.51%,6.39%,8.34%,6.70%,14.46%,14.98%,19.00%,19.29%,18.29%,24.24%,24.24%,17.65%,17.65%
44,D&A For EBITDA,13.5,14.97,13.5,13.5,12.76,13.41,12.76,12.76,12.39,12.65,12.39,12.06,12.38,13.27,11.52,11.97,11.97,11.07,11.07
45,EBIT,-1.77,-10.9,15.16,-28.52,-6.86,-31.62,16.59,14.08,17.16,12.92,46.53,51.53,62.07,60.42,43.73,71.31,71.31,32.01,32.01
46,EBIT Margin,-0.40%,-2.72%,3.89%,-7.44%,-1.80%,-8.78%,4.81%,3.35%,4.84%,3.39%,11.42%,12.14%,15.84%,15.81%,14.48%,20.75%,20.75%,13.12%,13.12%
47,Effective Tax Rate,-,-,-,-,-,-,11.12%,-,-,4.53%,6.92%,7.96%,6.86%,10.63%,3.84%,12.08%,12.08%,7.60%,7.60%
48,Revenue as Reported,439.52,400.38,389.49,383.11,381.65,360.23,344.85,420.02,354.2,381.7,407.5,424.37,391.8,382.05,302.02,587.67,587.67,-,-
