,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
31,Free Cash Flow,-47.38,-51.61,-70.63,35.27,-17.2,-49.11,-48.27,-1.87,-30.25,-49.86,-30.32,38.69,-6.67,-22.13,-48.02
32,Free Cash Flow Per Share,-0.61,-0.67,-0.91,0.50,-0.22,-0.64,-0.63,-0.02,-0.39,-0.64,-0.39,0.58,-0.13,-0.38,-0.84
33,Dividend Per Share,-,-,-,0.100,-,-,-,-,-,-,-,0.080,-,-,-
34,Gross Margin,12.12%,20.40%,36.97%,58.94%,45.41%,37.90%,43.63%,43.13%,47.14%,39.10%,44.90%,53.10%,51.61%,43.86%,48.11%
35,Operating Margin,-82.11%,-100.97%,-193.59%,36.82%,-25.97%,-76.98%,-208.88%,10.20%,-51.32%,-100.04%,-278.27%,32.93%,14.37%,-5.30%,-143.90%
36,Profit Margin,-70.21%,-84.05%,-149.37%,31.48%,-2.58%,-62.61%,-169.13%,11.47%,-25.45%,-80.56%,-222.96%,30.56%,17.02%,-4.80%,-123.39%
37,Free Cash Flow Margin,-78.26%,-112.33%,-348.34%,16.59%,-27.95%,-116.89%,-259.50%,-1.02%,-52.41%,-140.03%,-288.05%,20.41%,-9.36%,-45.37%,-472.44%
38,EBITDA,-48.39,-44.86,-37.94,79.58,-15.07,-30.99,-37.95,19.68,-28.95,-34.87,-28.63,63.1,10.79,-1.96,-14.08
39,EBITDA Margin,-79.94%,-97.64%,-187.10%,37.44%,-24.50%,-73.77%,-204.00%,10.69%,-50.16%,-97.93%,-271.92%,33.28%,15.13%,-4.02%,-138.56%
40,D&A For EBITDA,1.32,1.53,1.32,1.32,0.91,1.35,0.91,0.91,0.67,0.75,0.67,0.67,0.54,0.62,0.54
41,EBIT,-49.71,-46.39,-39.26,78.27,-15.98,-32.34,-38.86,18.77,-29.61,-35.62,-29.29,62.43,10.24,-2.58,-14.63
42,EBIT Margin,-82.11%,-100.97%,-193.59%,36.82%,-25.97%,-76.98%,-208.88%,10.20%,-51.32%,-100.04%,-278.27%,32.93%,14.37%,-5.30%,-143.90%
43,Effective Tax Rate,-,-,-,13.44%,-,-,-,-,-,-,-,13.36%,-,-,-
44,Revenue as Reported,60.54,45.94,20.28,212.56,61.54,42.01,18.6,184.08,57.71,35.61,10.53,189.59,71.28,48.76,10.16
