,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,EPS Growth,-,36.80%,48.96%,266.74%,84.32%,63.12%,-13.77%,-74.03%,-65.82%,-49.26%,-49.26%,-,-,-,-
32,Free Cash Flow,-609.15,-12.74,90.91,202.49,-24.6,147.39,199.34,170.56,64.19,73.67,73.67,44.7,44.7,103.13,103.13
33,Free Cash Flow Per Share,-1.52,-0.03,0.23,0.51,-0.06,0.41,0.55,0.47,0.18,0.20,0.20,0.12,0.12,0.29,0.29
34,Dividend Per Share,-,0.300,-,0.250,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,44.22%,44.02%,47.17%,-5.01%,47.91%,43.17%,45.67%,-4.31%,68.19%,63.35%,63.35%,63.39%,63.39%,66.46%,66.46%
36,Operating Margin,0.64%,5.11%,5.44%,3.19%,7.95%,5.42%,6.40%,-2.22%,7.65%,6.09%,6.09%,10.59%,10.63%,11.94%,11.94%
37,Profit Margin,-1.53%,6.29%,4.78%,5.16%,4.51%,6.43%,4.18%,1.79%,3.14%,5.49%,5.49%,7.25%,7.25%,10.30%,10.30%
38,Free Cash Flow Margin,-23.21%,-0.54%,5.05%,9.25%,-1.54%,9.64%,16.03%,10.99%,5.52%,6.72%,6.72%,3.02%,3.02%,9.00%,9.00%
39,EBITDA,19.15,124.35,100.23,72.18,129.72,85.24,81.95,-32.03,91.54,69.34,69.34,159.01,159.48,137.43,137.43
40,EBITDA Margin,0.73%,5.23%,5.57%,3.30%,8.10%,5.57%,6.59%,-2.06%,7.87%,6.32%,6.32%,10.74%,10.77%,11.99%,11.99%
41,D&A For EBITDA,2.35,2.86,2.35,2.35,2.35,2.39,2.35,2.35,2.48,2.48,2.48,2.15,2.15,0.6,0.6
42,EBIT,16.8,121.49,97.87,69.83,127.37,82.85,79.6,-34.38,89.06,66.86,66.86,156.86,157.33,136.83,136.83
43,EBIT Margin,0.64%,5.11%,5.44%,3.19%,7.95%,5.42%,6.40%,-2.22%,7.65%,6.09%,6.09%,10.59%,10.63%,11.94%,11.94%
44,Effective Tax Rate,-,13.78%,12.73%,15.54%,12.41%,12.15%,12.51%,14.09%,9.71%,13.06%,13.06%,15.01%,15.01%,15.18%,15.18%
45,Revenue as Reported,2624,2378,1799,2189,1601,1529,1244,1551,1164,1097,1097,1481,1481,1146,1146
