,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,-232.63,69.01,88.21,75.41,75.96,82.42,78.96,88.03,172.42,85.62,83.61,51.4,113.44,70.89,64.26,49.87,147.47,69.1,45.89,59.03
10,Operating Income,-1406,-100.14,-601.26,-407.39,-1097,-659.42,-681.55,-269.75,-702.4,-234.87,-330.28,-136.71,-393.57,-101.59,-259.47,-160.27,-358.66,-90.54,-260.96,-196.8
11,Interest Expense,-31.91,-177.89,-150.17,-140.32,-140.14,-130.16,-125.82,-127.68,-102.47,-94.55,-67.94,-45.12,-34.45,-43.3,-43.98,-47.9,-49.15,-52.23,-44.87,-45.73
12,Interest & Investment Income,468.38,12.54,10.95,8.42,14.02,21.61,12.55,11.7,14.13,42.63,41.82,36.77,78.83,10.29,4.97,2.22,2.36,2.04,3,3.99
13,Currency Exchange Gain (Loss),-,20.36,-20.36,-,-62.22,127.51,-127.51,-,-79.76,-10.13,10.13,-,6.79,-8.8,8.8,-,15.91,6.75,1.84,-8.59
14,Other Non Operating Income (Expenses),-51.38,52.9,0.48,-0.72,98.51,-99.44,-48.63,48.51,115.13,-115.92,-1.27,1.75,-10.15,9.87,-8.68,9.5,-4.56,2.41,0.66,1.24
15,EBT Excluding Unusual Items,-1021,-192.23,-760.37,-540.01,-1186,-739.91,-970.97,-337.22,-755.37,-412.85,-347.53,-143.32,-352.55,-133.53,-298.36,-196.46,-394.1,-131.57,-300.33,-245.91
16,Gain (Loss) on Sale of Investments,-2.31,-1.76,2.74,1.34,-2.47,-9.05,3.2,8.95,12.79,-8.14,-1.38,18.33,-26.12,35.11,6.04,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-13.85,13.85,-,-0,0,0.02,-0.02,-,-0.06,-0.02,-,-0,0.08,-0,-0.01,-,-0.01,0,-0,-
18,Asset Writedown,287.14,-287.14,112.64,-112.64,331.56,-345.2,97.52,-97.52,84.49,-84.49,63.87,-63.87,77.31,-77.31,67.12,-67.12,101.78,-101.78,-,-
19,Other Unusual Items,-1.33,-16.36,7.9,9.8,3.2,-,-,-,35.75,-,-,-,37.63,-16.98,-,-,35.8,-,-,-
20,Pretax Income,-751.54,-483.64,-637.09,-641.51,-854.2,-1094,-870.27,-425.79,-622.4,-505.49,-285.04,-188.86,-263.65,-192.71,-225.22,-263.58,-256.53,-233.35,-300.33,-245.91
21,Net Income,-751.54,-483.64,-637.09,-641.51,-854.2,-1094,-870.27,-425.79,-622.4,-505.49,-285.04,-188.86,-263.65,-192.71,-225.22,-263.58,-256.53,-233.35,-300.33,-245.91
22,Net Income to Common,-751.54,-483.64,-637.09,-641.51,-854.2,-1094,-870.27,-425.79,-622.4,-505.49,-285.04,-188.86,-263.65,-192.71,-225.22,-263.58,-256.53,-233.35,-300.33,-245.91
23,Shares Outstanding (Basic),15195,12254,15583,12830,14244,13379,14608,14193,11419,10381,12707,18886,13183,9636,15654,8786,8034,11561,10925,-
24,Shares Outstanding (Diluted),15195,12254,15583,12830,14244,13379,14608,14193,11419,10381,12707,18886,13183,9636,15654,8786,8034,11561,10925,-
25,Shares Change (YoY),6.67%,-8.41%,6.67%,-9.60%,24.74%,28.88%,14.96%,-24.85%,-13.38%,7.73%,-18.82%,114.95%,64.09%,-16.66%,43.29%,-,-,-,-,-
26,EPS (Basic),-0.05,-0.04,-0.04,-0.05,-0.06,-0.08,-0.06,-0.03,-0.05,-0.05,-0.02,-0.01,-0.02,-0.02,-0.01,-0.03,-0.03,-0.02,-0.03,-
27,EPS (Diluted),-0.05,-0.04,-0.04,-0.05,-0.06,-0.08,-0.06,-0.03,-0.05,-0.05,-0.02,-0.01,-0.02,-0.02,-0.01,-0.03,-0.03,-0.02,-0.03,-
28,Free Cash Flow,-,-486.29,-157.32,-229.66,-329.47,-385.51,-515.38,-713.56,-1024,-1546,-590.61,-646.25,-745.97,-466.43,-153.07,-276.49,-1110,-579.75,-979.93,-1591
29,Free Cash Flow Per Share,-,-0.04,-0.01,-0.02,-0.02,-0.03,-0.04,-0.05,-0.09,-0.15,-0.05,-0.03,-0.06,-0.05,-0.01,-0.03,-0.14,-0.05,-0.09,-
30,Gross Margin,-130.01%,-2.39%,-40.38%,-29.53%,-100.68%,-88.59%,-114.45%,-21.46%,-58.93%,-9.96%,-31.47%,-8.46%,-23.92%,-3.16%,-18.26%,-13.64%,-26.39%,-2.74%,-33.55%,-49.24%
31,Operating Margin,-111.56%,-7.69%,-47.32%,-36.24%,-108.17%,-101.25%,-129.45%,-31.85%,-78.11%,-15.67%,-42.14%,-13.55%,-33.61%,-10.46%,-24.27%,-19.80%,-44.82%,-11.59%,-40.71%,-70.33%
32,Profit Margin,-59.62%,-37.12%,-50.15%,-57.07%,-84.26%,-167.99%,-165.29%,-50.28%,-69.21%,-33.72%,-36.37%,-18.72%,-22.52%,-19.84%,-21.07%,-32.56%,-32.06%,-29.88%,-46.85%,-87.88%
33,Free Cash Flow Margin,-,-37.33%,-12.38%,-20.43%,-32.50%,-59.19%,-97.89%,-84.26%,-113.88%,-103.16%,-75.36%,-64.06%,-63.71%,-48.03%,-14.32%,-34.16%,-138.73%,-74.23%,-152.86%,-568.52%
34,EBITDA,-981.51,324.62,-150.26,17.36,-671.9,-292.72,-255.25,96.95,-335.69,20.72,3.8,118.87,-137.98,157.9,0.02,87.57,-134.5,97.84,-72.59,-5.69
35,EBITDA Margin,-77.86%,24.92%,-11.83%,1.54%,-66.28%,-44.94%,-48.48%,11.45%,-37.33%,1.38%,0.48%,11.78%,-11.78%,16.26%,0.00%,10.82%,-16.81%,12.53%,-11.32%,-2.03%
36,D&A For EBITDA,424.75,424.75,450.99,424.75,424.75,366.7,426.3,366.7,366.7,255.58,334.08,255.58,255.58,259.49,259.49,247.84,224.16,188.38,188.38,191.11
37,EBIT,-1406,-100.14,-601.26,-407.39,-1097,-659.42,-681.55,-269.75,-702.4,-234.87,-330.28,-136.71,-393.57,-101.59,-259.47,-160.27,-358.66,-90.54,-260.96,-196.8
38,EBIT Margin,-111.56%,-7.69%,-47.32%,-36.24%,-108.17%,-101.25%,-129.45%,-31.85%,-78.11%,-15.67%,-42.14%,-13.55%,-33.61%,-10.46%,-24.27%,-19.80%,-44.82%,-11.59%,-40.71%,-70.33%
39,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.67
