,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
15,Earnings From Continuing Operations,-8.98,-80.6,-165.8,-103.11,-278.39,-279.07,-178.97,-179.51,-297.59,-487.02,-614.28,-383.29,-269.81,-321.08,-324.69,-90.06,-110.04,-116.12,-201.34,-242.16
16,Minority Interest in Earnings,-1.51,-2.14,0.95,-0.67,-0.29,-0.78,-2.38,-0.16,-2.59,-,-,-,-,-,-,-,-,-,-,-
17,Net Income,-10.49,-82.74,-164.85,-103.77,-278.67,-279.84,-181.36,-179.68,-300.18,-487.02,-614.28,-383.29,-269.81,-321.08,-324.69,-90.06,-110.04,-116.12,-201.34,-242.16
18,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170.59,169.78,172.91,172.53,165.51,162.67
19,Net Income to Common,-10.49,-82.74,-164.85,-103.77,-278.67,-279.84,-181.36,-179.68,-300.18,-487.02,-614.28,-383.29,-269.81,-321.08,-495.28,-259.84,-282.95,-288.65,-366.85,-404.83
20,Shares Outstanding (Basic),92,93,94,97,99,101,102,102,102,102,100,99,98,98,24,22,22,22,21,21
21,Shares Outstanding (Diluted),92,93,94,97,99,101,102,102,102,102,100,99,98,98,24,22,22,22,21,21
22,Shares Change (YoY),-6.86%,-8.16%,-7.76%,-4.47%,-2.90%,-0.99%,1.58%,2.63%,3.88%,4.55%,320.29%,346.82%,348.67%,352.63%,11.74%,5.26%,-,-,-,-
23,EPS (Basic),-0.11,-0.89,-1.76,-1.07,-2.81,-2.76,-1.78,-1.77,-2.94,-4.76,-6.13,-3.87,-2.74,-3.28,-20.78,-11.73,-12.90,-13.34,-17.20,-19.24
24,EPS (Diluted),-0.12,-0.89,-1.77,-1.07,-2.82,-2.78,-1.78,-1.77,-2.94,-4.77,-6.13,-3.89,-2.74,-3.28,-20.79,-11.75,-12.90,-13.35,-17.20,-19.25
25,Free Cash Flow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.82,-,-,-,-193.31
26,Free Cash Flow Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.34,-,-,-,-9.19
27,Gross Margin,63.92%,59.60%,56.56%,59.13%,53.66%,53.83%,51.52%,56.42%,48.74%,47.80%,45.15%,47.08%,51.59%,58.99%,57.01%,64.08%,57.48%,48.35%,41.59%,55.08%
28,Operating Margin,-9.98%,-19.69%,-23.39%,-15.65%,-34.25%,-31.34%,-21.80%,-19.42%,-30.56%,-55.10%,-87.21%,-36.82%,-39.16%,-54.91%,-71.60%,-20.10%,-33.90%,-60.31%,-112.10%,-123.71%
29,Profit Margin,-1.24%,-8.86%,-17.16%,-9.12%,-27.26%,-26.80%,-18.24%,-16.13%,-32.92%,-58.25%,-82.65%,-37.61%,-32.77%,-50.30%,-103.55%,-49.99%,-73.91%,-110.43%,-194.96%,-180.69%
30,Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.97%,-,-,-,-86.28%
31,EBITDA,-78.11,-177.75,-218.53,-171.94,-343.8,-321.61,-210.44,-210.01,-273.24,-455.29,-642.83,-369.87,-317.57,-345.64,-337.56,-99.78,-124.84,-152.59,-205.87,-272.2
32,EBITDA Margin,-9.24%,-19.03%,-22.74%,-15.10%,-33.63%,-30.80%,-21.17%,-18.85%,-29.97%,-54.46%,-86.49%,-36.29%,-38.57%,-54.14%,-70.58%,-19.20%,-32.61%,-58.38%,-109.41%,-121.49%
33,D&A For EBITDA,6.22,6.13,6.22,6.22,6.3,5.61,6.3,6.3,5.36,5.36,5.36,5.36,4.9,4.9,4.9,4.73,4.96,5.06,5.06,4.98
34,EBIT,-84.33,-183.87,-224.75,-178.16,-350.1,-327.22,-216.74,-216.31,-278.6,-460.65,-648.19,-375.23,-322.48,-350.54,-342.46,-104.51,-129.8,-157.65,-210.93,-277.18
35,EBIT Margin,-9.98%,-19.69%,-23.39%,-15.65%,-34.25%,-31.34%,-21.80%,-19.42%,-30.56%,-55.10%,-87.21%,-36.82%,-39.16%,-54.91%,-71.60%,-20.10%,-33.90%,-60.31%,-112.10%,-123.71%
36,Revenue as Reported,845.02,-,960.86,-,1022,-,994.22,-,911.71,836.02,743.23,-,823.47,638.35,478.29,-,382.84,261.39,188.16,-
