,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Long-Term Deferred Tax Assets,13.45,14.39,14.29,15,12.81,12.78,13.82,16.8,-,20.03,-,28.69,28.69,18.06,18.06,13.39,13.39,11.09,11.09
16,Long-Term Deferred Charges,0.98,1.11,1.26,1.18,0.15,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Other Long-Term Assets,82.46,96.59,87.49,72.47,119.29,86.11,40.16,54.9,-,28.01,-,18.28,18.28,22.5,22.5,17,17,9.74,9.74
18,Total Assets,9857,9925,10632,10948,10765,10428,10223,10204,-,9997,-,5589,5589,3990,3990,3182,3182,2780,2780
19,Accounts Payable,764.7,853.1,1210,1668,1874,2047,2357,2684,-,2680,-,2515,2515,1551,1551,918.37,918.37,694.32,694.32
20,Accrued Expenses,38.73,59.09,39.98,89.93,53.12,83.96,55.92,120.74,-,71.16,-,138.42,138.42,32.85,32.85,40.31,40.31,29.71,29.71
21,Short-Term Debt,70.44,163.35,348.54,316.56,569.93,280.81,272.94,262.91,-,260.03,-,-,-,-,-,-,-,-,-
22,Current Portion of Long-Term Debt,698.76,698.81,500.78,500.91,-,-,-,-,-,-,-,-,-,2.5,2.5,10.02,10.02,5,5
23,Current Portion of Leases,-,0.92,-,0.92,0.64,0.37,0.04,0.04,-,-,-,-,-,-,-,-,-,-,-
24,Current Income Taxes Payable,41.15,15.26,61.57,57.78,113.92,33.13,95.62,34.88,-,59.27,-,80.48,80.48,25.29,25.29,19.97,19.97,11.87,11.87
25,Current Unearned Revenue,4.31,4.68,6.86,3.67,4.61,5.5,7.64,5.9,-,4.27,-,6.39,6.39,8.38,8.38,2.75,2.75,3.4,3.4
26,Other Current Liabilities,58.32,45.12,116.44,75.92,15.82,15.26,11.02,42.56,-,191.59,-,45.55,45.55,22.68,22.68,25.38,25.38,9.78,9.78
27,Total Current Liabilities,1676,1840,2284,2713,2632,2466,2800,3151,-,3266,-,2786,2786,1643,1643,1017,1017,754.08,754.08
28,Long-Term Debt,629,585,775,705,684.24,625.18,220.11,-,-,-,-,-,-,-,-,-,-,10,10
29,Long-Term Leases,1.57,1.72,1.91,2.05,1.16,1.79,-,0.01,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Unearned Revenue,25.29,25.69,26.46,27.6,26.06,26.8,27.53,28.27,-,26.24,-,25.38,25.38,26.57,26.57,25.64,25.64,26.4,26.4
31,Long-Term Deferred Tax Liabilities,10.19,11.78,9.27,8.45,9.21,9.91,7.32,8.97,-,-,-,-,-,-,-,-,-,-,-
32,Total Liabilities,2342,2465,3097,3457,3352,3130,3055,3188,-,3292,-,2812,2812,1669,1669,1042,1042,790.48,790.48
33,Common Stock,733.33,733.33,733.33,733.33,733.33,733.33,733.33,733.33,-,733.33,-,550,550,550,550,550,550,550,550
34,Additional Paid-In Capital,3694,3695,3696,3699,3699,3699,3699,3699,-,3699,-,494.26,494.26,494.26,494.26,494.26,494.26,494.26,494.26
35,Retained Earnings,2711,2670,2751,2709,2651,2523,2446,2316,-,2037,-,1539,1539,1107,1107,936.31,936.31,803.24,803.24
36,Comprehensive Income & Other,62.33,47.42,47.45,50.43,9.97,36.76,-1.61,-9.22,-,-36.91,-,-28.73,-28.73,-5.8,-5.8,0.6,0.6,4.45,4.45
37,Total Common Equity,7201,7146,7229,7191,7094,6992,6877,6739,-,6432,2554,2554,2554,2146,2146,1981,1981,1852,1852
38,Minority Interest,312.81,314.67,306.67,300.33,319.1,306.84,291.3,277.57,-,272.06,-,223.01,223.01,175.35,175.35,158.05,158.05,137.55,137.55
39,Shareholders' Equity,7514,7460,7535,7491,7413,7299,7168,7016,-,6704,2777,2777,2777,2321,2321,2139,2139,1990,1990
40,Total Liabilities & Equity,9857,9925,10632,10948,10765,10428,10223,10204,-,9997,-,5589,5589,3990,3990,3182,3182,2780,2780
41,Total Debt,1400,1450,1626,1525,1256,908.16,493.08,262.95,-,260.03,-,-,-,2.5,2.5,10.02,10.02,15,15
42,Net Cash (Debt),3911,3915,4065,4410,4794,5086,5258,4977,-,4555,990.16,990.16,990.16,1051,1051,1204,1205,1093,1093
43,Net Cash Growth,-18.41%,-23.03%,-22.68%,-11.40%,-,11.66%,431.02%,402.66%,-,333.42%,-5.78%,-17.76%,-17.81%,-3.85%,-3.85%,-,-,-,-
44,Net Cash Per Share,4.88,5.38,5.71,6.08,6.71,6.77,7.26,6.81,-,8.41,1.79,1.82,1.82,1.90,1.90,2.15,2.15,2.02,2.02
45,Filing Date Shares Outstanding,733.33,733.33,733.33,733.33,733.33,733.33,733.33,733.33,742.63,733.33,553.4,733.33,733.33,550,550,550,550,550,550
46,Total Common Shares Outstanding,733.33,733.33,733.33,733.33,733.33,733.33,733.33,733.33,742.63,733.33,553.4,550,550,550,550,550,550,550,550
47,Working Capital,5296,5240,5604,5710,6136,6179,6000,5680,-,5633,-,1909,1909,1534,1534,1494,1494,1441,1441
48,Book Value Per Share,9.82,9.74,9.86,9.81,9.67,9.53,9.38,9.19,-,8.77,4.64,4.64,4.64,3.90,3.90,3.60,3.60,3.37,3.37
49,Tangible Book Value,6962,6905,7015,6975,6880,6775,6660,6555,-,6246,2455,2455,2455,2078,2078,1912,1912,1792,1792
50,Tangible Book Value Per Share,9.49,9.42,9.57,9.51,9.38,9.24,9.08,8.94,-,8.52,4.46,4.46,4.46,3.78,3.78,3.48,3.48,3.26,3.26
51,Buildings,-,973.58,-,597.12,-,584.44,-,537.51,-,450.69,-,418.83,418.83,275.12,275.12,273.19,273.19,183.41,183.41
52,Machinery,-,857.88,-,705.16,-,696.61,-,634.8,-,504.99,-,399.95,399.95,357.9,357.9,336.93,336.93,261.98,261.98
53,Construction In Progress,-,548.88,-,828.87,-,421.07,-,188.97,-,144.73,-,163.24,163.24,283.58,283.58,150.55,150.55,227.69,227.69
