,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Debt / Equity Ratio,0.19,0.19,0.19,0.22,0.20,0.17,0.12,0.07,0.04,-,0.04,-,-,-,0.00,0.00,0.00,0.00,0.01,0.01
16,Debt / EBITDA Ratio,4.56,4.35,3.96,6.06,5.64,1.97,1.37,0.66,0.57,-,0.25,-,-,-,0.01,0.01,0.02,0.02,0.05,0.05
17,Debt / FCF Ratio,-,-,-,-,-,-,-,0.70,0.50,-,2.56,-,-,-,-,-,0.05,0.07,0.23,0.46
18,Asset Turnover,0.22,0.19,0.21,0.24,0.38,0.37,0.44,-,-,-,-,1.23,1.43,0.89,0.99,0.70,0.75,0.50,-,
19,Inventory Turnover,7.10,7.70,7.84,9.21,8.82,10.07,7.42,6.57,-,-,-,-,8.73,10.91,7.88,9.20,7.01,6.95,5.27,-
20,Quick Ratio,3.94,3.94,3.73,3.33,3.02,3.21,3.35,2.97,2.60,-,2.55,-,1.46,1.46,1.71,1.71,2.21,2.21,2.67,2.67
21,Current Ratio,4.16,4.16,3.85,3.45,3.10,3.33,3.51,3.14,2.80,-,2.72,-,1.69,1.69,1.93,1.93,2.47,2.47,2.91,2.91
22,Return on Equity (ROE),2.62%,3.91%,2.61%,3.41%,7.71%,9.05%,8.09%,-,-,19.74%,45.88%,34.56%,37.65%,16.73%,17.41%,14.37%,14.89%,14.51%,-,
23,Return on Assets (ROA),1.45%,1.61%,1.02%,1.01%,3.36%,3.45%,4.18%,-,-,-,-,12.48%,14.57%,6.97%,7.76%,8.03%,8.57%,6.53%,-,
24,Return on Capital (ROIC),1.61%,1.83%,1.21%,1.25%,4.22%,4.49%,5.72%,-,-,12.49%,35.53%,25.12%,27.36%,11.98%,12.44%,11.88%,12.30%,9.06%,-,
25,Return on Capital Employed (ROCE),2.40%,2.59%,3.67%,4.47%,6.07%,6.82%,7.43%,9.32%,12.99%,-,17.77%,-,27.86%,21.55%,18.18%,16.54%,16.15%,11.43%,7.17%,3.59%
26,Earnings Yield,1.40%,1.59%,2.68%,2.99%,3.63%,3.97%,3.75%,3.47%,4.71%,4.70%,3.37%,-,-,-,-,-,-,-,-,-
27,FCF Yield,-5.09%,-5.77%,-6.94%,-6.11%,-1.41%,1.20%,4.07%,3.96%,3.16%,1.92%,0.37%,-,-,-,-,-,-,-,-,-
28,Dividend Yield,0.96%,-,-,-,1.15%,-,-,-,0.45%,-,-,-,-,-,-,-,-,-,-,-
29,Payout Ratio,92.11%,30.81%,238.34%,24.52%,20.59%,7.83%,51.71%,1.99%,1.41%,1.12%,0.74%,-,0.01%,0.01%,0.12%,0.12%,0.47%,0.47%,0.57%,0.57%
30,Buyback Yield / Dilution,-1.58%,-12.24%,3.15%,1.62%,0.80%,3.81%,-38.80%,-30.87%,-34.47%,-36.68%,1.85%,-0.28%,2.96%,2.96%,-2.17%,-2.17%,-,-,-,-
31,Total Shareholder Return,-0.62%,-12.24%,3.15%,1.62%,1.95%,3.81%,-38.80%,-30.87%,-34.02%,-36.68%,1.85%,-0.28%,2.96%,2.96%,-2.17%,-2.17%,-,-,-,-
