,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
35,Retained Earnings,3169,-,2451,2131,1833,1516,1338,1139,1018,919.03
36,Comprehensive Income & Other,189.28,3708,193.01,189.91,185.41,194.91,183.1,180.88,191.08,192.21
37,Total Common Equity,4066,3786,3542,3263,2975,2723,2533,2330,1835,1737
38,Minority Interest,782.25,733.09,692.88,647.25,592.44,547.15,512.57,467.71,-,-
39,Shareholders' Equity,4848,4519,4235,3910,3568,3270,3046,2798,1835,1737
40,Total Liabilities & Equity,9102,8152,8495,7240,7218,6428,6166,5389,3528,2771
41,Total Debt,1716,1704,1828,1652,1682,1637,1366,1445,779.95,359.88
42,Net Cash (Debt),731.07,-107.79,282.22,-635.76,-116.89,-710.72,-62.73,-573.37,495.19,519.37
43,Net Cash Growth,159.05%,-,-,-,-,-,-,-,-52.81%,-
44,Net Cash Per Share,0.64,-0.09,0.26,-0.57,-0.11,-0.64,-0.06,-0.54,0.47,0.49
45,Filing Date Shares Outstanding,1142,1142,1141,1122,1122,1111,1111,1111,1055,1055
46,Total Common Shares Outstanding,1142,1142,1141,1122,1122,1111,1111,1111,1055,1055
47,Working Capital,-265.17,-517.16,-448.16,-846.75,-595.81,-521.06,-462.87,-441.63,243.36,381.84
48,Book Value Per Share,3.56,3.32,3.10,2.91,2.65,2.45,2.28,2.10,1.74,1.65
49,Tangible Book Value,3734,3455,3211,2932,2644,2393,2351,2148,1826,1728
50,Tangible Book Value Per Share,3.27,3.03,2.81,2.61,2.36,2.15,2.12,1.93,1.73,1.64
51,Land,26.36,-,19.84,-,19.84,-,19.84,-,14.19,-
52,Machinery,875.75,-,813,-,641.86,-,517.56,-,356.38,-
53,Construction In Progress,466.03,-,776.22,-,1295,-,1105,-,517.03,-
54,Leasehold Improvements,234.55,-,192.43,-,167.37,-,127.06,-,88.67,-
