,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Total Current Liabilities,453.73,523.89,414.34,381.16,317.15,315.58,264.66,309.2,243.98,273.87,391.37,441.86,464.07,396.1,-,346.64,-,213.52,213.52
24,Long-Term Debt,-,61.89,43.73,25.73,-,-,-,-,-,-,-,-,-,-,-,10.01,-,18.23,18.23
25,Long-Term Leases,1.18,0.73,1.76,2.32,3.61,3.72,3.43,3.52,3.21,2.67,4.27,3.42,3.37,3.85,-,0.92,-,0.17,0.17
26,Long-Term Unearned Revenue,5.36,7.7,5.84,6.03,6.36,6.69,7.03,7.35,7.19,7.84,8.39,8.67,9.13,9.35,-,9.79,-,7.87,7.87
27,Long-Term Deferred Tax Liabilities,13.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,Other Long-Term Liabilities,217.2,29.85,20.86,23.96,0.89,0.9,0.93,0.35,0.27,0.26,-,-,-,-,-,-,-,-,-
29,Total Liabilities,691.47,624.05,486.53,439.19,328.01,326.88,276.05,320.42,254.66,284.63,404.04,453.95,476.56,409.31,-,367.36,-,239.79,239.79
30,Common Stock,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,61.31,-,61.31,-,61.31,61.31
31,Additional Paid-In Capital,176.93,176.93,176.93,176.86,175.38,175.38,176.13,176.13,176.13,176.13,176.13,176.13,176.13,13.08,-,13.08,-,13.08,13.08
32,Retained Earnings,358.33,345.73,342.49,329.51,328.4,321.95,328.54,319.38,311.72,293.25,280.28,269.67,246.16,229.02,-,184.4,-,148.3,148.3
33,Comprehensive Income & Other,79.35,0.1,0,0.13,0.35,0.05,-0.02,-0,-0.12,-0.88,0.26,-0.11,0.96,0.1,-,0.23,-,0.21,0.21
34,Total Common Equity,696.37,604.52,601.18,588.25,585.88,579.14,586.4,577.25,569.47,550.25,538.42,527.43,505,303.51,259.03,259.03,-,222.9,222.9
35,Minority Interest,15.6,15.07,16.19,15.54,14.92,11.07,8.52,8.9,3.46,2.88,2.84,1.69,-0.76,0.84,-,1.1,-,1.82,1.82
36,Shareholders' Equity,711.97,619.59,617.37,603.79,600.79,590.2,594.92,586.16,572.93,553.12,541.26,529.13,504.24,304.35,260.13,260.13,-,224.72,224.72
37,Total Liabilities & Equity,1403,1244,1104,1043,928.81,917.09,870.97,906.57,827.59,837.76,945.3,983.07,980.8,713.66,-,627.49,-,464.51,464.51
38,Total Debt,27.3,83.74,68.17,50.6,26.54,10.41,10.08,10.17,9.52,4.14,4.99,4.31,3.93,4.42,10.93,10.93,-,18.4,18.4
39,Net Cash (Debt),324.1,119.86,95,125.68,118.52,186.75,160.18,254.34,182.6,194.2,215.2,292.7,301.16,107.55,131.68,131.68,-,50.24,50.24
40,Net Cash Growth,173.45%,-35.82%,-40.69%,-50.59%,-35.09%,-3.84%,-25.57%,-13.11%,-39.37%,80.58%,63.43%,122.28%,-,114.05%,162.08%,-,-,-,-
41,Net Cash Per Share,3.85,1.47,1.17,1.54,1.48,2.28,1.92,3.16,2.19,2.39,2.64,3.58,4.38,1.77,2.15,2.22,-,0.82,0.82
42,Filing Date Shares Outstanding,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,61.31,61.3,61.31,62.15,61.31,61.31
43,Total Common Shares Outstanding,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,61.31,61.3,61.31,62.15,61.31,61.31
44,Working Capital,434.87,214.46,208.67,202.88,209.53,240.59,268.52,296.89,281.78,265.1,263.75,248.27,223.21,33.06,-,36.52,-,66.75,66.75
45,Book Value Per Share,8.52,7.39,7.35,7.20,7.17,7.08,7.17,7.06,6.97,6.73,6.59,6.45,6.18,4.95,4.22,4.22,-,3.64,3.64
46,Tangible Book Value,630.08,537.84,534.09,520.76,517.98,510.82,517.62,542.84,534.8,515.32,503.23,492.27,469.58,268.02,223.09,223.09,-,186.59,186.59
47,Tangible Book Value Per Share,7.71,6.58,6.53,6.37,6.34,6.25,6.33,6.64,6.54,6.30,6.16,6.02,5.74,4.37,3.64,3.64,-,3.04,3.04
48,Buildings,-,246.7,-,161.73,-,-,-,150.71,-,150.71,-,150.33,-,147.78,-,-,-,76.2,76.2
49,Machinery,-,190.19,-,182.59,-,-,-,134.09,-,131.57,-,129.89,-,123.41,-,-,-,77.64,77.64
50,Construction In Progress,-,121.85,-,156.21,-,-,-,74.01,-,68.34,-,53.4,-,32.65,-,-,-,41.43,41.43
