,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
20,Income Tax Expense,0.56,0.69,1.83,-0.19,2.1,-0.84,1.24,-0.23,2.36,5.89,1.87,3.41,2.27,4.53,1.98,4.95,1.01,1.98,1.98
21,Earnings From Continuing Operations,13.13,8.67,13.85,0.72,9.59,3.39,9.53,8.8,18.85,37.53,11.76,25.36,15.55,32.81,11.54,27.59,7.66,14.19,14.19
22,Minority Interest in Earnings,-0.53,1.12,-0.87,0.39,-3.15,-1.8,-0.37,-1.14,-0.39,-0.04,-1.15,-1.85,1.59,-0.36,0.62,0.78,0.08,0.1,0.1
23,Net Income,12.6,9.78,12.98,1.12,6.45,1.59,9.16,7.66,18.47,37.49,10.62,23.51,17.14,32.46,12.16,28.37,7.74,14.3,14.3
24,Net Income to Common,12.6,9.78,12.98,1.12,6.45,1.59,9.16,7.66,18.47,37.49,10.62,23.51,17.14,32.46,12.16,28.37,7.74,14.3,14.3
25,Net Income Growth,95.42%,516.50%,41.64%,-85.44%,-65.10%,-95.77%,-13.69%,-67.42%,7.73%,15.52%,-12.66%,-17.12%,121.40%,126.99%,-14.99%,-,-,-,-
26,Shares Outstanding (Basic),84,81,81,81,80,82,83,80,83,81,82,82,69,61,61,59,62,61,61
27,Shares Outstanding (Diluted),84,81,81,81,80,82,83,80,83,81,82,82,69,61,61,59,62,61,61
28,Shares Change (YoY),4.77%,-0.75%,-2.62%,1.16%,-3.87%,0.82%,2.00%,-1.73%,21.42%,33.63%,33.23%,37.80%,10.64%,-0.63%,-0.03%,-,-,-,-
29,EPS (Basic),0.15,0.12,0.16,0.01,0.08,0.02,0.11,0.10,0.22,0.46,0.13,0.29,0.25,0.53,0.20,0.48,0.12,0.23,0.23
30,EPS (Diluted),0.15,0.12,0.16,0.01,0.08,0.02,0.11,0.10,0.22,0.46,0.13,0.29,0.25,0.53,0.20,0.48,0.12,0.23,0.23
31,EPS Growth,86.52%,521.18%,45.45%,-89.80%,-63.69%,-95.80%,-15.38%,-66.84%,-11.28%,-13.56%,-34.44%,-39.86%,105.95%,128.43%,-14.97%,-,-,-,-
32,Free Cash Flow,-78.29,17.26,-33.98,-20.07,-66.7,38.07,-54.6,45.65,-15.07,-25.7,-36.27,-20.42,7.29,17.69,-36.67,76.07,-8.79,-3.71,-3.71
33,Free Cash Flow Per Share,-0.93,0.21,-0.42,-0.25,-0.83,0.46,-0.66,0.57,-0.18,-0.32,-0.44,-0.25,0.11,0.29,-0.60,1.28,-0.14,-0.06,-0.06
34,Dividend Per Share,-,-,-,0.080,-,-,-,0.100,-,-,-,0.300,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,-20.00%,-,-,-,-66.67%,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,29.96%,20.20%,28.32%,15.94%,30.31%,22.46%,25.97%,31.90%,27.02%,27.48%,25.06%,34.62%,22.97%,29.55%,25.67%,27.91%,33.73%,29.42%,29.42%
37,Operating Margin,10.83%,2.47%,10.77%,-2.40%,7.50%,1.71%,9.65%,3.63%,13.92%,20.81%,10.77%,12.62%,12.54%,18.69%,13.10%,19.98%,11.68%,17.19%,17.19%
38,Profit Margin,10.19%,7.00%,9.34%,1.04%,4.42%,1.22%,8.73%,7.58%,12.64%,18.66%,9.14%,16.33%,12.67%,16.71%,11.69%,19.75%,9.98%,15.10%,15.10%
39,Free Cash Flow Margin,-63.36%,12.34%,-24.45%,-18.68%,-45.77%,29.32%,-52.02%,45.18%,-10.32%,-12.79%,-31.23%,-14.18%,5.39%,9.11%,-35.26%,52.95%,-11.33%,-3.92%,-3.92%
40,EBITDA,19.32,9.48,20.9,3.35,15.8,8.21,15.01,8.54,24.83,46.92,17.01,22.66,19.73,40.54,16.38,31.47,11.76,18.97,18.97
41,EBITDA Margin,15.63%,6.78%,15.04%,3.12%,10.84%,6.32%,14.30%,8.45%,17.00%,23.35%,14.65%,15.74%,14.58%,20.88%,15.76%,21.91%,15.15%,20.03%,20.03%
42,D&A For EBITDA,5.93,6.02,5.93,5.93,4.87,5.98,4.87,4.87,4.5,5.12,4.5,4.5,2.76,4.24,2.76,2.76,2.69,2.69,2.69
43,EBIT,13.38,3.46,14.96,-2.58,10.92,2.22,10.13,3.67,20.33,41.81,12.51,18.17,16.97,36.3,13.62,28.71,9.06,16.28,16.28
44,EBIT Margin,10.83%,2.47%,10.77%,-2.40%,7.50%,1.71%,9.65%,3.63%,13.92%,20.81%,10.77%,12.62%,12.54%,18.69%,13.10%,19.98%,11.68%,17.19%,17.19%
45,Effective Tax Rate,4.11%,7.38%,11.65%,-,17.98%,-,11.52%,-,11.13%,13.56%,13.74%,11.85%,12.73%,12.13%,14.64%,15.22%,11.64%,12.26%,12.26%
46,Revenue as Reported,123.56,139.78,138.95,107.45,145.73,129.85,104.95,101.04,146.07,200.91,116.13,143.97,135.32,194.18,103.99,143.66,77.59,94.68,94.68
