,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Asset Writedown,-10.25,-2.32,2.3,2.28,-2.43,-2.41,2.45,-0.38,-0.14,3.85,-3.71,9.02,-9.21,1.73,-1.73,2.9,-1.91,1.13,-2.11
19,Other Unusual Items,-13.15,0.31,12.84,0.52,0.12,-0.12,-,7.98,-0.01,0.01,-,21.65,0.25,-0.25,-,12.16,-,-7.78,7.78
20,Pretax Income,86.89,113.38,45.09,27.55,90.39,68.14,46.26,85.35,47.16,26.36,18.44,52.85,43.75,26.93,15.14,61.9,31.4,21.44,16.68
21,Income Tax Expense,16.67,22.33,6.08,-5.83,20.94,14.94,12.11,16.29,14,4.2,5.73,11.18,9.23,5.71,3.1,14.56,5.09,4.09,3.5
22,Net Income,70.22,91.05,39.02,33.37,69.45,53.2,34.16,69.07,33.16,22.16,12.71,41.67,34.52,21.22,12.04,47.35,26.31,17.35,13.18
23,Net Income to Common,70.22,91.05,39.02,33.37,69.45,53.2,34.16,69.07,33.16,22.16,12.71,41.67,34.52,21.22,12.04,47.35,26.31,17.35,13.18
24,Net Income Growth,1.10%,71.14%,14.23%,-51.68%,109.42%,140.12%,168.81%,65.76%,-3.94%,4.40%,5.53%,-12.00%,31.20%,22.32%,-8.67%,-,-,-,-
25,Shares Outstanding (Basic),438,464,434,425,425,493,427,408,489,448,424,439,405,364,301,341,325,342,337
26,Shares Outstanding (Diluted),438,464,434,425,425,493,427,408,489,448,424,439,405,364,301,341,325,342,337
27,Shares Change (YoY),3.23%,-5.91%,1.54%,4.08%,-13.18%,9.95%,0.80%,-7.04%,20.71%,23.00%,40.71%,28.76%,24.76%,6.59%,-10.63%,-,-,-,-
28,EPS (Basic),0.16,0.20,0.09,0.08,0.16,0.11,0.08,0.17,0.07,0.05,0.03,0.09,0.09,0.06,0.04,0.14,0.08,0.05,0.04
29,EPS (Diluted),0.16,0.20,0.09,0.08,0.16,0.11,0.08,0.17,0.07,0.05,0.03,0.09,0.09,0.06,0.04,0.14,0.08,0.05,0.04
30,EPS Growth,-2.06%,81.89%,12.50%,-53.57%,141.21%,118.39%,166.67%,78.32%,-20.42%,-15.12%,-25.00%,-31.65%,5.16%,16.69%,2.19%,-,-,-,-
31,Free Cash Flow,-64.52,253.71,-214.86,104.63,12.76,225.17,-125.5,23.11,94.86,19.37,-39.41,-25.83,26.35,-107.48,-14.14,-56.89,29.05,3.82,11.33
32,Free Cash Flow Per Share,-0.15,0.55,-0.50,0.25,0.03,0.46,-0.29,0.06,0.19,0.04,-0.09,-0.06,0.07,-0.30,-0.05,-0.17,0.09,0.01,0.03
33,Dividend Per Share,-,-,-,0.043,-,-,-,0.035,-,-,-,-,0.112,-,-,-,-,-,-
34,Dividend Growth,-,-,-,22.86%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,20.29%,18.20%,13.03%,12.15%,15.20%,15.22%,15.83%,19.97%,23.64%,17.46%,15.74%,16.42%,16.54%,12.06%,14.22%,18.57%,18.39%,15.66%,14.30%
36,Operating Margin,13.59%,10.33%,5.17%,2.49%,9.03%,8.42%,8.25%,10.87%,12.90%,6.32%,8.96%,4.11%,9.01%,5.07%,5.98%,8.45%,9.59%,8.14%,5.79%
37,Profit Margin,8.85%,8.00%,5.93%,3.88%,6.71%,6.91%,5.92%,9.79%,7.86%,6.57%,4.96%,7.25%,6.01%,3.94%,4.09%,8.45%,7.30%,4.60%,6.36%
38,Free Cash Flow Margin,-8.13%,22.29%,-32.63%,12.16%,1.23%,29.24%,-21.77%,3.27%,22.47%,5.75%,-15.39%,-4.49%,4.58%,-19.95%,-4.80%,-10.15%,8.05%,1.01%,5.47%
39,EBITDA,119.75,131.32,45.98,33.34,101.68,76.35,55.69,84.84,61.63,28.84,30.1,30.81,58.37,34.25,24.04,53.89,-,33.07,14.34
40,EBITDA Margin,15.09%,11.54%,6.98%,3.88%,9.82%,9.91%,9.66%,12.02%,14.60%,8.55%,11.75%,5.36%,10.15%,6.36%,8.17%,9.62%,-,8.76%,6.92%
41,D&A For EBITDA,11.94,13.74,11.94,11.94,8.13,11.53,8.13,8.13,7.16,7.53,7.16,7.16,6.58,6.93,6.42,6.58,-,2.35,2.35
42,EBIT,107.81,117.58,34.04,21.4,93.55,64.81,47.56,76.71,54.48,21.3,22.94,23.65,51.79,27.32,17.62,47.31,34.57,30.72,11.99
43,EBIT Margin,13.59%,10.33%,5.17%,2.49%,9.03%,8.42%,8.25%,10.87%,12.90%,6.32%,8.96%,4.11%,9.01%,5.07%,5.98%,8.45%,9.59%,8.14%,5.79%
44,Effective Tax Rate,19.18%,19.69%,13.48%,-,23.16%,21.92%,26.17%,19.08%,29.68%,15.94%,31.10%,21.16%,21.10%,21.20%,20.50%,23.51%,16.21%,19.07%,20.96%
45,Revenue as Reported,793.36,1138,658.45,860.24,1036,770.07,576.53,705.81,422.15,337.1,256.07,575.03,574.82,538.76,294.46,560.21,945.23,-,-
