,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
26,Shares Outstanding (Basic),191,185,200,207,197,175,202,194,189,198,177,146,144,145,146,145,-,147,147
27,Shares Outstanding (Diluted),191,185,200,207,197,175,202,194,189,198,177,146,144,145,146,145,-,147,147
28,Shares Change (YoY),-3.30%,5.48%,-0.70%,7.20%,4.49%,-11.45%,14.21%,32.16%,31.21%,36.26%,21.27%,0.80%,-,-0.88%,-0.75%,-,-,-,-
29,EPS (Basic),0.11,0.15,0.11,0.13,0.12,0.06,0.10,0.20,0.08,0.18,0.29,0.38,0.48,0.55,0.60,0.60,-,0.21,0.21
30,EPS (Diluted),0.11,0.15,0.11,0.13,0.12,0.06,0.10,0.20,0.08,0.18,0.29,0.38,0.48,0.55,0.60,0.60,-,0.21,0.21
31,EPS Growth,-7.58%,165.98%,10.00%,-35.92%,47.41%,-67.70%,-65.52%,-47.66%,-83.17%,-67.90%,-51.67%,-36.91%,-,161.89%,185.71%,-,-,-,-
32,Free Cash Flow,34,-78.04,39.64,-36.06,146.14,65.02,-231.08,56.68,149.24,-270.17,56.55,-78.29,41.94,2.03,121.6,-,-,59.2,59.2
33,Free Cash Flow Per Share,0.18,-0.42,0.20,-0.17,0.74,0.37,-1.15,0.29,0.79,-1.36,0.32,-0.53,0.29,0.01,0.83,-,-,0.40,0.40
34,Dividend Per Share,-,-,-,0.200,-,-,-,0.350,-,-,-,2.200,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,-42.86%,-,-,-,-84.09%,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,2.90%,5.30%,4.63%,4.34%,4.93%,1.83%,4.38%,6.80%,2.01%,6.13%,12.81%,7.31%,18.42%,23.05%,29.00%,46.22%,13.88%,18.48%,18.48%
37,Operating Margin,1.53%,3.40%,2.08%,3.36%,2.29%,-1.07%,1.83%,3.94%,0.18%,4.61%,10.11%,11.33%,13.79%,19.59%,24.11%,28.75%,21.94%,12.96%,12.96%
38,Profit Margin,4.76%,6.05%,6.06%,6.03%,5.40%,2.53%,6.16%,8.00%,3.03%,7.98%,11.46%,10.85%,12.02%,17.20%,20.64%,23.42%,18.85%,11.08%,11.08%
39,Free Cash Flow Margin,7.73%,-16.83%,10.91%,-8.20%,33.67%,16.46%,-70.60%,11.75%,29.74%,-61.59%,12.66%,-15.21%,7.32%,0.44%,28.73%,-,-,21.30%,21.30%
40,EBITDA,15.62,24.58,16.42,23.64,14.17,4.4,10.19,23.25,4.87,24.22,49.13,62.27,82.89,95.04,105.98,111.7,87.31,39.92,39.92
41,EBITDA Margin,3.55%,5.30%,4.52%,5.37%,3.26%,1.11%,3.11%,4.82%,0.97%,5.52%,11.00%,12.10%,14.47%,20.43%,25.04%,29.80%,22.96%,14.36%,14.36%
42,D&A For EBITDA,8.87,8.84,8.87,8.87,4.22,8.63,4.22,4.22,3.96,3.98,3.96,3.96,3.92,3.93,3.92,3.92,3.88,3.88,3.88
43,EBIT,6.75,15.75,7.55,14.77,9.95,-4.23,5.98,19.03,0.9,20.24,45.17,58.31,78.98,91.11,102.06,107.78,83.43,36.04,36.04
44,EBIT Margin,1.53%,3.40%,2.08%,3.36%,2.29%,-1.07%,1.83%,3.94%,0.18%,4.61%,10.11%,11.33%,13.79%,19.59%,24.11%,28.75%,21.94%,12.96%,12.96%
45,Effective Tax Rate,12.34%,14.04%,12.53%,15.18%,8.97%,10.90%,12.25%,7.21%,11.00%,13.34%,13.66%,13.40%,14.34%,14.10%,14.58%,14.52%,14.48%,14.13%,14.13%
46,Revenue as Reported,440.04,463.58,363.47,439.97,434.08,394.93,327.31,482.58,501.89,438.66,446.75,514.71,572.74,465.09,423.26,-,-,-,-
