,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Prepaid Expenses,-,-,-,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,Other Current Assets,1371,79.92,78.98,76.63,111.08,111.72,73.59,81.19,206.21,189.23,155.79,84.9,-,-,-,12.28,-,19.76,19.76
11,Total Current Assets,2228,2323,920.65,935.87,1265,972.89,961.11,1129,1246,1369,2063,310.89,-,-,-,179.18,-,199.49,199.49
12,"Property, Plant & Equipment",701.53,705.38,711.51,718.69,725.32,733.18,862.69,866.16,577.02,560.78,519.41,482.48,-,-,-,376.38,-,374.55,374.55
13,Other Intangible Assets,49.46,49.63,49.72,50.04,50.17,50.23,50.53,50.82,51.12,51.42,51.71,52.01,-,-,-,53.2,-,53.72,53.72
14,Long-Term Deferred Tax Assets,0.27,0.38,0.87,0.95,1.6,0.88,0.89,1.01,0.04,0.05,0.03,0.03,-,-,-,0.07,-,0.06,0.06
15,Long-Term Deferred Charges,5.14,5.93,6.31,7.09,7.86,8.64,8.64,9.33,3.92,4.31,4.7,5.09,-,-,-,6.65,-,7.43,7.43
16,Other Long-Term Assets,975.89,743.23,1693,1759,1504,1450,1349,1340,1399,1234,950.82,37.47,-,-,-,10.15,-,4.01,4.01
17,Total Assets,3961,3828,3382,3471,3554,3215,3233,3396,3276,3219,3590,887.97,-,-,-,625.63,-,639.28,639.28
18,Accounts Payable,238.1,234.72,296.17,249.32,533.78,228.47,193.34,372.02,300.98,252.22,222.46,87.03,-,-,-,103.83,-,218.78,218.78
19,Accrued Expenses,2.37,6.91,1.91,3.85,2.43,7.44,1.85,3.76,2.23,12.98,1.65,6.72,-,-,-,5.21,-,3.94,3.94
20,Short-Term Debt,746,646,121.92,183.92,-,-,-,-,-,-,-,-,-,-,-,-,-,71.21,71.21
21,Current Portion of Leases,1.68,2.23,2.21,2.19,2.6,2.58,2.55,2.53,-,-,-,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,8.75,5.59,5.07,8.79,9.55,2.41,5.27,1.05,5.4,6.34,20.78,12.11,-,-,-,18.85,-,2.51,2.51
23,Current Unearned Revenue,14.41,9.31,4.23,6.99,19.29,10.08,7.52,12.5,10.85,5.61,12.33,9.69,-,-,-,15.04,-,10.89,10.89
24,Other Current Liabilities,7.19,1.5,0.84,3.69,1.77,2.41,1.02,2.05,1.66,1.94,427.78,1.32,-,-,-,2.18,-,10.27,10.27
25,Total Current Liabilities,1018,906.25,432.34,458.74,569.42,253.39,211.55,393.91,321.12,279.09,685,116.86,-,-,-,145.11,-,317.6,317.6
26,Long-Term Leases,-,-,0.56,1.12,2.01,2.67,3.33,3.97,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,1.97,2.05,2.12,2.2,2.27,2.34,2.42,2.49,2.57,2.64,2.72,2.79,-,-,-,3.09,-,3.23,3.23
28,Long-Term Deferred Tax Liabilities,3.92,4.25,4.24,4.48,3.96,4.32,4.49,4.46,0.77,0.71,-,-,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,-,-,2.94,2.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,1024,912.54,442.21,469.49,577.66,262.73,221.78,404.84,324.46,282.44,687.71,119.65,-,-,-,148.2,-,320.83,320.83
31,Common Stock,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,145.28,-,-,-,145.28,-,145.28,145.28
32,Additional Paid-In Capital,2570,2570,2570,2570,2570,2570,2570,2570,2570,2570,2570,110.21,-,-,-,110.21,-,110.21,110.21
33,Retained Earnings,271.22,250.29,259.89,237.86,211.33,187.91,245.71,225.54,186.92,171.71,136.73,511.68,-,-,-,219.62,-,60.12,60.12
34,Treasury Stock,-99.9,-99.9,-84.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,0.93,0.72,0.01,0.02,0.81,0.64,1.13,1.66,0.91,1.15,1.44,1.15,-,-,-,2.32,-,2.83,2.83
36,Shareholders' Equity,2936,2915,2940,3002,2976,2953,3011,2991,2952,2937,2902,768.32,-,-,477.43,477.43,318.45,318.45,318.45
37,Total Liabilities & Equity,3961,3828,3382,3471,3554,3215,3233,3396,3276,3219,3590,887.97,-,-,-,625.63,-,639.28,639.28
38,Total Debt,747.68,648.23,124.69,187.23,4.61,5.25,5.88,6.5,-,-,-,-,-,-,-,-,71.21,71.21,71.21
39,Net Cash (Debt),-68.8,1403,574.49,538.07,969.12,709.19,677.91,904.23,951.9,990.18,1750,136.95,-,-,57.59,57.59,25.27,25.27,25.27
40,Net Cash Growth,-,97.80%,-15.26%,-40.49%,1.81%,-28.38%,-61.26%,560.28%,-,-,2938.46%,137.81%,-,-,127.89%,-,-,-,-
41,Net Cash Per Share,-0.36,7.58,2.87,2.59,4.92,4.04,3.36,4.67,5.05,5.00,9.91,0.94,-,-,0.40,0.40,-,0.17,0.17
42,Filing Date Shares Outstanding,188.33,188.33,189.16,188.33,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,145.44,145.63,145.28,-,145.28,145.28
43,Total Common Shares Outstanding,188.33,188.33,189.16,193.71,193.71,193.71,193.71,193.71,193.71,193.71,193.71,145.28,145.28,145.44,145.63,145.28,-,145.28,145.28
44,Working Capital,1210,1417,488.31,477.13,695.08,719.5,749.56,734.94,924.51,1090,1378,194.03,-,-,-,34.06,-,-118.1,-118.1
45,Book Value Per Share,15.59,15.48,15.54,15.50,15.36,15.24,15.54,15.44,15.24,15.16,14.98,5.29,-,-,3.29,3.29,2.19,2.19,2.19
46,Tangible Book Value,2887,2866,2890,2952,2926,2902,2960,2940,2901,2886,2851,716.31,-,-,424.23,424.23,264.73,264.73,264.73
47,Tangible Book Value Per Share,15.33,15.22,15.28,15.24,15.11,14.98,15.28,15.18,14.97,14.90,14.72,4.93,-,-,2.92,2.92,1.82,1.82,1.82
48,Buildings,-,338.17,-,338.17,-,338.22,-,460.14,-,172.09,-,172.09,-,-,-,170.86,-,169.31,169.31
49,Machinery,-,454.34,-,453.05,-,451.9,-,446.69,-,207.12,-,207.35,-,-,-,205.44,-,205.66,205.66
50,Construction In Progress,-,4.16,-,2.3,-,-,-,-,-,220.4,-,134.87,-,-,-,17.23,-,10.08,10.08
