,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
9,Operating Expenses,7.79,8.53,8.77,12.47,7.24,7.44,7.17,8.35,3.6,1.33,5.42,9.93,6.5,5.04,7.27,5.57,4.14,2.96,2.94,22.97
10,Operating Income,14.1,18.53,11.32,8.08,14.04,15.14,14.38,19.24,16.43,26.49,24.65,26.49,25.16,30.37,20.63,21.27,20.79,19.83,8.14,12.26
11,Interest Expense,-0.9,-0.85,-,-,-,-,-,-,-,-,-,-,-,-0,-0.03,-0,-0.02,-0.07,-0.26,-1.24
12,Interest & Investment Income,0.16,1.52,0.58,3.54,0.55,2.57,1.57,2.38,3.84,3.25,6.39,1.17,2.56,1.58,0.61,0.08,0.06,1.21,0.23,1.21
13,Other Non Operating Income (Expenses),-0.06,0.38,-0.36,-2.52,0.17,-0.05,-0.01,0.01,-0.01,-0.01,-0,1.54,-1.51,-0.04,-0,0.73,-0,-0,-0.73,-0.01
14,EBT Excluding Unusual Items,13.3,19.59,11.54,9.11,14.75,17.65,15.94,21.62,20.26,29.73,31.03,29.2,26.22,31.91,21.2,22.09,20.83,20.96,7.37,12.23
15,Gain (Loss) on Sale of Assets,-,-,-,0,-,0.01,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,0.01
16,Asset Writedown,-0.21,0.11,-0.11,0.06,-0.06,0.03,-0.03,0.1,-0.1,0.06,-0.06,-0.01,-0.07,0.06,-0.06,0.09,-0.09,0.06,-0.06,-
17,Other Unusual Items,-,-0.28,0.28,-1.06,-,-,-,-0.65,0.46,-,-,0.64,-,-,-,0.82,-,-,-,8.45
18,Pretax Income,13.09,19.41,11.71,8.11,14.69,17.69,15.86,21.07,20.62,29.79,30.97,29.83,26.15,31.96,21.15,23,20.74,21.02,7.31,20.68
19,Income Tax Expense,1.23,1.43,1.61,0.92,1.57,1.77,1.6,0,2.17,4.91,3.81,3.17,3.14,4.07,2.51,2.77,2.56,2.4,0.66,2.53
20,Net Income,11.86,17.98,10.1,7.2,13.12,15.92,14.26,21.07,18.45,24.87,27.16,26.66,23.01,27.89,18.64,20.23,18.19,18.62,6.65,18.15
21,Net Income to Common,11.86,17.98,10.1,7.2,13.12,15.92,14.26,21.07,18.45,24.87,27.16,26.66,23.01,27.89,18.64,20.23,18.19,18.62,6.65,18.15
22,Net Income Growth,-9.65%,12.93%,-29.19%,-65.84%,-28.88%,-35.99%,-47.49%,-20.95%,-19.81%,-10.83%,45.76%,31.78%,26.53%,49.77%,180.15%,11.48%,-,-,-,-
23,Shares Outstanding (Basic),100,99,101,96,100,98,102,96,102,99,101,103,100,92,98,75,76,75,74,75
24,Shares Outstanding (Diluted),100,99,101,96,100,98,102,96,102,99,101,103,100,92,98,75,76,75,74,75
25,Shares Change (YoY),-0.04%,0.94%,-0.87%,0.15%,-1.90%,-1.30%,1.27%,-6.70%,2.12%,8.22%,2.57%,37.34%,31.16%,22.81%,32.70%,-0.10%,-,-,-,-
26,EPS (Basic),0.12,0.18,0.10,0.07,0.13,0.16,0.14,0.22,0.18,0.25,0.27,0.26,0.23,0.30,0.19,0.27,0.24,0.25,0.09,0.24
27,EPS (Diluted),0.12,0.18,0.10,0.07,0.13,0.16,0.14,0.22,0.18,0.25,0.27,0.26,0.23,0.30,0.19,0.27,0.24,0.25,0.09,0.24
28,EPS Growth,-9.61%,11.88%,-28.57%,-65.89%,-27.51%,-35.14%,-48.15%,-15.27%,-21.48%,-17.60%,42.11%,-4.05%,-3.53%,21.95%,111.11%,11.59%,-,-,-,-
29,Free Cash Flow,-107.08,-49.64,-44.28,13.46,-44.99,-96.36,-50.92,-70.39,2.73,6.24,5.45,4.41,5.7,25.33,-6.27,5.71,-8.72,18.76,-3.06,-12.42
30,Free Cash Flow Per Share,-1.07,-0.50,-0.44,0.14,-0.45,-0.98,-0.50,-0.73,0.03,0.06,0.05,0.04,0.06,0.28,-0.06,0.08,-0.11,0.25,-0.04,-0.17
31,Dividend Per Share,-,-,-,0.100,-,-,-,0.100,-,-,-,0.100,-,-,-,0.100,-,-,-,-
32,Gross Margin,19.67%,20.69%,19.04%,22.27%,22.08%,20.86%,22.32%,29.23%,25.28%,25.96%,28.33%,28.69%,25.09%,23.88%,23.14%,24.47%,26.05%,27.72%,21.40%,34.14%
33,Operating Margin,12.67%,14.17%,10.73%,8.76%,14.57%,13.99%,14.89%,20.38%,20.73%,24.71%,23.23%,20.87%,19.94%,20.48%,17.11%,19.39%,21.72%,24.12%,15.73%,11.88%
34,Profit Margin,10.65%,13.75%,9.57%,7.80%,13.62%,14.72%,14.77%,22.33%,23.28%,23.21%,25.60%,21.00%,18.23%,18.81%,15.46%,18.45%,19.00%,22.65%,12.86%,17.58%
35,Free Cash Flow Margin,-96.22%,-37.95%,-41.98%,14.58%,-46.69%,-89.08%,-52.73%,-74.58%,3.44%,5.83%,5.14%,3.47%,4.52%,17.09%,-5.20%,5.20%,-9.11%,22.81%,-5.91%,-12.03%
36,EBITDA,16.98,24.27,14.2,10.96,15.8,17.79,16.14,21,18.17,28.23,26.4,28.24,26.97,32.13,22.44,23.08,22.55,21.67,9.89,14.02
37,EBITDA Margin,15.26%,18.55%,13.46%,11.88%,16.40%,16.44%,16.72%,22.25%,22.93%,26.34%,24.87%,22.25%,21.37%,21.67%,18.61%,21.04%,23.56%,26.35%,19.13%,13.58%
38,D&A For EBITDA,2.88,5.74,2.88,2.88,1.76,2.65,1.76,1.76,1.74,1.74,1.75,1.75,1.81,1.76,1.81,1.81,1.76,1.83,1.76,1.76
39,EBIT,14.1,18.53,11.32,8.08,14.04,15.14,14.38,19.24,16.43,26.49,24.65,26.49,25.16,30.37,20.63,21.27,20.79,19.83,8.14,12.26
40,EBIT Margin,12.67%,14.17%,10.73%,8.76%,14.57%,13.99%,14.89%,20.38%,20.73%,24.71%,23.23%,20.87%,19.94%,20.48%,17.11%,19.39%,21.72%,24.12%,15.73%,11.88%
41,Effective Tax Rate,9.43%,7.38%,13.76%,11.28%,10.70%,10.00%,10.08%,0.01%,10.53%,16.49%,12.30%,10.63%,12.02%,12.73%,11.87%,12.04%,12.32%,11.41%,9.05%,12.25%
42,Revenue as Reported,111.29,130.82,105.49,393.39,96.36,108.18,96.56,94.38,79.26,107.19,106.11,126.94,126.22,148.27,120.54,109.67,95.71,82.23,51.73,305.52
