,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-0,-0,-0,-0,-0,-0,-0,-0.01,-0.1,-0.34,-0.29,-5.29,-0.2,-0.35,-0.35,-0.23,-0.23,-0.3,-0.3
12,Interest & Investment Income,1.3,1.75,2.02,1.77,2.32,1.88,2.75,0.56,1.38,-,0.28,-,0.45,3.5,3.5,0.92,0.92,0.07,0.07
13,Currency Exchange Gain (Loss),-3.61,3.61,-,3.56,-4.1,4.1,-,7.06,-4.51,4.51,-,-2.49,0.76,-0.38,-0.38,-4.3,-4.3,0.39,0.39
14,Other Non Operating Income (Expenses),2.31,-1.7,1.18,-5.34,4,1.71,-2.51,-14.79,8.97,6.04,-0.88,0.42,-0.68,-0.27,-0.27,-0.2,-0.2,-0.04,-0.04
15,EBT Excluding Unusual Items,13.1,10.98,11.39,1.39,23.41,27.86,16.86,-6.39,27.04,27.13,15.36,7.96,29.62,19.29,19.29,12.57,12.57,15.51,15.51
16,Gain (Loss) on Sale of Investments,0.31,-0.02,-0.23,0.63,-0.42,-0.67,-0.88,0.98,-3.45,-4.01,0.33,4.06,1.48,-2.77,-2.77,4.67,4.67,-1.09,-1.09
17,Gain (Loss) on Sale of Assets,-0.3,0.01,-,0.48,-,-,-,1.93,-,-1.88,-0.05,-,-,-0.24,-0.24,-,-,-,-
18,Asset Writedown,-1.86,0.86,-1.15,1.6,-1.78,0.36,-0.65,0.84,-2.78,0.69,-0.69,2.78,-2.78,-0.01,-0.01,-,-,-,-
19,Other Unusual Items,3.24,1.96,1.93,2.75,-,-,-,18.4,-,-,-,4.17,-,-,-,0.88,0.88,1.77,1.77
20,Pretax Income,14.48,13.79,11.94,6.84,21.22,27.55,15.33,15.76,20.82,21.92,14.94,18.98,28.32,16.27,16.27,18.12,18.12,16.18,16.18
21,Income Tax Expense,1.92,1.91,2.06,0.62,3.37,4.32,2.36,-6.22,3.35,3.23,2.16,2.56,4.29,2.3,2.3,3.1,3.1,2.83,2.83
22,Net Income,12.57,11.88,9.88,6.22,17.85,23.23,12.97,21.98,17.47,18.69,12.78,16.42,24.03,13.97,13.97,15.01,15.01,13.36,13.36
23,Net Income to Common,12.57,11.88,9.88,6.22,17.85,23.23,12.97,21.98,17.47,18.69,12.78,16.42,24.03,13.97,13.97,15.01,15.01,13.36,13.36
24,Net Income Growth,-29.59%,-48.85%,-23.77%,-71.71%,2.15%,24.28%,1.44%,33.90%,-27.29%,33.77%,-8.51%,9.35%,60.05%,4.60%,4.60%,-,-,-,-
25,Shares Outstanding (Basic),68,68,68,68,68,68,68,68,68,51,51,51,51,51,51,51,51,51,51
26,Shares Outstanding (Diluted),68,68,68,68,68,68,68,68,68,51,51,51,51,51,51,51,51,51,51
27,Shares Change (YoY),0.02%,0.03%,-0.03%,-0.03%,0.01%,33.30%,33.36%,33.34%,33.32%,0.03%,-0.02%,0.27%,0.26%,-0.73%,-0.73%,-,-,-,-
28,EPS (Basic),0.18,0.17,0.15,0.09,0.26,0.34,0.19,0.32,0.26,0.37,0.25,0.32,0.47,0.27,0.27,0.30,0.30,0.26,0.26
29,EPS (Diluted),0.18,0.17,0.15,0.09,0.26,0.34,0.19,0.32,0.26,0.37,0.25,0.32,0.47,0.27,0.27,0.30,0.30,0.26,0.26
30,EPS Growth,-29.60%,-48.86%,-23.75%,-71.70%,2.14%,-6.76%,-23.93%,0.42%,-45.46%,33.74%,-8.49%,9.05%,59.64%,5.36%,5.37%,-,-,-,-
31,Free Cash Flow,18.11,10.36,18.91,13.03,12.26,2.54,-16.92,-26.05,-35.64,8.78,0.4,-2.36,11.76,-1.67,-1.67,-7.97,-7.97,18.62,18.62
32,Free Cash Flow Per Share,0.27,0.15,0.28,0.19,0.18,0.04,-0.25,-0.38,-0.52,0.17,0.01,-0.05,0.23,-0.03,-0.03,-0.16,-0.16,0.36,0.36
33,Dividend Per Share,-,-,-,0.400,-,-,-,0.500,-,-,-,-,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,-20.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,19.03%,16.30%,16.40%,18.06%,22.80%,21.26%,20.60%,22.88%,23.84%,19.91%,19.21%,20.69%,25.78%,20.66%,20.66%,19.61%,19.61%,20.71%,20.71%
36,Operating Margin,10.04%,6.00%,9.09%,1.18%,15.36%,12.66%,14.16%,0.52%,14.45%,13.20%,13.48%,10.30%,20.68%,15.09%,15.09%,12.88%,12.88%,14.18%,14.18%
37,Profit Margin,9.63%,9.73%,10.98%,5.22%,12.93%,14.58%,11.05%,14.55%,11.86%,14.59%,10.61%,11.03%,16.97%,12.56%,12.56%,11.81%,11.81%,12.32%,12.32%
38,Free Cash Flow Margin,13.88%,8.49%,21.00%,10.95%,8.88%,1.60%,-14.42%,-17.24%,-24.18%,6.85%,0.33%,-1.58%,8.30%,-1.50%,-1.50%,-6.27%,-6.27%,17.17%,17.17%
39,EBITDA,20.5,16.55,15.58,8.8,26.81,26.51,22.24,6.41,25.84,22.36,20.79,19.87,33.45,20.95,20.95,19.78,20.01,18.66,18.66
40,EBITDA Margin,15.71%,13.56%,17.30%,7.39%,19.43%,16.65%,18.95%,4.24%,17.53%,17.45%,17.25%,13.35%,23.62%,18.83%,18.83%,15.55%,15.74%,17.21%,17.21%
41,D&A For EBITDA,7.4,9.23,7.4,7.4,5.61,6.34,5.61,5.61,4.54,5.44,4.54,4.54,4.16,4.16,4.16,3.4,3.64,3.29,3.29
42,EBIT,13.1,7.32,8.18,1.4,21.2,20.17,16.62,0.79,21.3,16.91,16.24,15.33,29.29,16.79,16.79,16.38,16.38,15.38,15.38
43,EBIT Margin,10.04%,6.00%,9.09%,1.18%,15.36%,12.66%,14.16%,0.52%,14.45%,13.20%,13.48%,10.30%,20.68%,15.09%,15.09%,12.88%,12.88%,14.18%,14.18%
44,Effective Tax Rate,13.22%,13.83%,17.25%,9.07%,15.88%,15.68%,15.42%,-,16.08%,14.74%,14.44%,13.49%,15.14%,14.14%,14.14%,17.12%,17.12%,17.46%,17.46%
45,Revenue as Reported,130.46,122.09,90.04,119.03,138.02,159.27,117.36,151.11,147.39,128.14,120.48,148.86,141.61,111.24,111.24,127.15,127.15,108.47,108.47
