,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,25.91,-,12.76,-,-,-,32.25,32.25,16.37,16.37
19,Current Portion of Leases,0.28,0.28,0.07,0.25,0.21,0.21,0.21,0.39,0.21,0.2,-,0.07,-,-,-,-,-,-,-
20,Current Income Taxes Payable,1.93,0.69,2.19,0.87,2.33,1.7,1.56,1.7,9.36,5.41,-,4.14,-,-,-,0.23,0.23,2.66,2.66
21,Current Unearned Revenue,10.25,8.24,9,11.12,13.77,14.68,12.09,13.25,16.2,18.86,-,17.22,-,-,-,6.82,6.82,17.52,17.52
22,Other Current Liabilities,1.24,2.38,0.86,0.98,2.75,4.46,1.11,1.22,3.65,2.96,-,0.45,-,-,-,4.58,4.58,6.87,6.87
23,Total Current Liabilities,90.29,81.09,64.23,89.05,88.61,111.54,79.7,108.8,122.53,141.96,-,110.78,-,-,-,123.16,123.16,124.61,124.61
24,Long-Term Leases,0.22,0.22,-,-,0.25,0.07,0.07,0.22,0.21,0.21,-,-,-,-,-,-,-,-,-
25,Long-Term Unearned Revenue,6.91,7.17,7.43,7.69,11.35,11.61,11.87,12.14,7.99,8.22,-,9.49,-,-,-,8.49,8.49,8.64,8.64
26,Long-Term Deferred Tax Liabilities,4.49,3.55,2.36,1.73,1.88,0.09,-,-,0.06,0.02,-,0.02,-,-,-,1.16,1.16,0.03,0.03
27,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,0.05,-,-,-,-,-,-,-,-,-
28,Total Liabilities,101.91,92.03,74.03,98.47,102.1,123.31,91.65,121.15,130.79,150.47,-,120.3,-,-,-,132.81,132.81,133.28,133.28
29,Common Stock,68,68,68,68,68,68,68,68,68,68,-,51,-,-,-,51,51,51,51
30,Additional Paid-In Capital,395.25,395.25,395.25,395.25,395.25,395.25,395.25,395.25,395.25,395.25,-,22.51,-,-,-,22.51,22.51,22.51,22.51
31,Retained Earnings,293.61,281.04,296.34,286.46,280.2,262.35,273.12,260.19,238.21,220.73,-,189.26,-,-,-,120.87,120.87,90.84,90.84
32,Shareholders' Equity,756.86,744.29,759.59,749.71,743.46,725.61,736.38,723.44,701.46,683.99,262.77,262.77,-,-,194.38,194.38,194.38,164.35,164.35
33,Total Liabilities & Equity,858.77,836.33,833.62,848.18,845.55,848.92,828.03,844.6,832.25,834.46,-,383.07,-,-,-,327.19,327.19,297.63,297.63
34,Total Debt,0.5,0.49,0.07,0.25,0.47,0.28,0.28,0.61,0.42,26.33,12.83,12.83,-,-,32.25,32.25,32.25,16.37,16.37
35,Net Cash (Debt),370.07,353.04,366.48,346.31,332.69,321.18,348.53,364.21,413.38,450.55,30.5,30.5,-,-,22.86,22.86,22.84,33.48,33.48
36,Net Cash Growth,11.24%,9.92%,5.15%,-4.92%,-19.52%,-28.71%,1042.72%,1094.16%,-,-,33.44%,33.44%,-,-,-31.74%,-,-,-,-
37,Net Cash Per Share,5.44,5.19,5.39,5.09,4.89,4.72,5.13,5.36,6.08,8.83,0.60,0.60,-,-,0.45,0.45,0.45,0.65,0.65
38,Filing Date Shares Outstanding,68,68,68,68,68,68,68,68,68,68,50.99,51,51,51,51,51,51,51,51
39,Total Common Shares Outstanding,68,68,68,68,68,68,68,68,68,68,50.99,51,51,51,51,51,51,51,51
40,Working Capital,441.82,421.39,431.04,418.68,425.36,404,417.23,422.05,442.86,478.44,-,94.89,-,-,-,67.29,67.29,50.57,50.57
41,Book Value Per Share,11.13,10.95,11.17,11.03,10.93,10.67,10.83,10.64,10.32,10.06,5.15,5.15,-,-,3.81,3.81,3.81,3.22,3.22
42,Tangible Book Value,750.23,737.5,752.59,742.49,736.05,717.98,728.55,715.66,693.48,675.94,254.37,254.37,-,-,187.51,187.51,187.51,157.28,157.28
43,Tangible Book Value Per Share,11.03,10.85,11.07,10.92,10.82,10.56,10.71,10.52,10.20,9.94,4.99,4.99,-,-,3.68,3.68,3.68,3.08,3.08
44,Buildings,-,140.65,-,125.7,-,127.81,-,66.04,-,66.04,-,65.3,-,-,-,63.51,63.51,63.51,63.51
45,Machinery,-,306.61,-,298.55,-,231.75,-,200.44,-,178.84,-,167.49,-,-,-,115.43,115.43,103.89,103.89
46,Construction In Progress,-,6.63,-,21.82,-,67.62,-,117.55,-,32.75,-,8.78,-,-,-,9.48,9.48,0.02,0.02
