,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,Common Stock,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,-,-,360,360,360,360
31,Additional Paid-In Capital,1050,1038,1037,1035,1034,1033,1032,1030,1029,1028,1050,23.19,21.98,-,-,18.34,21.4,14.93,14.93
32,Retained Earnings,801.28,800.3,978.07,997.39,969.28,932.13,870.29,777.78,594.91,538.4,471.39,414.82,367.42,-,-,266.64,263.58,181.43,181.43
33,Treasury Stock,-12.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,116.4,141.6,144.91,146.49,108.84,9.43,3.61,4.29,5.03,2.15,-0.04,-0.11,0.23,-,-,0.04,0.04,0.15,0.15
35,Shareholders' Equity,2356,2380,2560,2579,2512,2374,2306,2213,2029,1968,1921,797.9,749.63,-,645.02,645.02,645.02,556.51,556.51
36,Total Liabilities & Equity,6054,5626,5379,5640,5710,4988,4793,4690,3826,3436,3347,2143,1798,-,-,1625,1625,1516,1516
37,Total Debt,2177,1894,1750,1653,1593,985.81,883.82,754.59,711.39,600.85,666.04,529.79,414.87,-,483.44,483.44,451.54,587.02,587.02
38,Net Cash (Debt),-702.24,-535.73,-415.1,-210,-125.89,16.29,-164.8,202.59,66.83,311.26,447.66,-409.66,-380.46,-,-401.1,-401.1,-369.19,-497.86,-497.86
39,Net Cash Growth,-,-,-,-,-,-94.77%,-,-,-,-,-,-,-,-,-,-,-,-,-
40,Net Cash Per Share,-1.79,-1.27,-1.07,-0.52,-0.31,0.04,-0.41,0.50,0.16,0.79,1.27,-1.12,-1.03,-,-1.16,-1.12,-1.03,-1.38,-1.38
41,Filing Date Shares Outstanding,399.18,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,366.95,344.48,360,360,360,360
42,Total Common Shares Outstanding,399.18,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,366.95,344.48,360,360,360,360
43,Working Capital,1093,1332,1539,1551,1690,647.22,728.24,665.61,763.18,928.95,1149,70.11,144.05,-,-,156.07,156.07,120.17,120.17
44,Book Value Per Share,5.90,5.95,6.40,6.45,6.28,5.94,5.76,5.53,5.07,4.92,4.80,2.22,2.08,-,1.79,1.79,1.79,1.55,1.55
45,Tangible Book Value,2152,2224,2402,2420,2386,2247,2178,2102,1918,1857,1810,686.13,636.94,-,513.61,513.61,513.61,450.06,450.06
46,Tangible Book Value Per Share,5.39,5.56,6.00,6.05,5.96,5.62,5.44,5.25,4.80,4.64,4.53,1.91,1.77,-,1.43,1.43,1.43,1.25,1.25
47,Buildings,-,512.94,-,510.79,-,-,-,474.87,-,367.58,-,364.98,363.84,-,-,359.06,359.06,357.42,357.42
48,Machinery,-,1558,-,1462,-,-,-,1207,-,735.46,-,616.13,563.17,-,-,522.91,522.91,508.24,508.24
49,Construction In Progress,-,287.3,-,281.66,-,-,-,168.49,-,123.15,-,99.97,67.47,-,-,7.26,7.26,12.97,12.97
