,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,0.78,-0.78,-,-0.38,0.38,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.3,-0.34,-0.15,-0.55,0.65,-1.46,0.07,0.89,-0.23,0.22,-,-,-0.07,-,-,-0.32,-0.32,0,0
18,Asset Writedown,-1.25,-0.41,-0.68,14.1,-14.19,4.85,-4.86,8.84,-8.87,-,-,9.77,-9.77,-,-,-1.18,-1.18,-,-
19,Other Unusual Items,-4.78,3.52,1.25,33.95,-0.23,0.23,-,37.75,-,-,-,8.85,-,-,-,9.59,9.59,2.17,2.17
20,Pretax Income,-3.2,-62.54,-31.9,48.35,104.87,102.31,100.25,171.62,105.05,72.95,66.74,50.68,48.41,30.04,34.25,58.62,56.94,41.05,41.05
21,Income Tax Expense,-4.18,15.23,-12.58,20.25,7.71,0.47,7.74,-11.25,8.54,5.94,10.17,3.28,4.54,4.13,3.25,8.67,8.67,4.84,4.84
22,Net Income,0.98,-77.77,-19.32,28.11,97.15,101.83,92.51,182.87,96.51,67.01,56.57,47.4,43.86,25.91,31,49.95,48.27,36.2,36.2
23,Net Income to Common,0.98,-77.77,-19.32,28.11,97.15,101.83,92.51,182.87,96.51,67.01,56.57,47.4,43.86,25.91,31,49.95,48.27,36.2,36.2
24,Net Income Growth,-98.99%,-,-,-84.63%,0.67%,51.97%,63.55%,285.77%,120.02%,158.61%,82.46%,-5.10%,-9.14%,-28.43%,-14.37%,-,-,-,-
25,Shares Outstanding (Basic),392,423,386,400,405,391,402,407,409,395,354,366,368,367,344,357,357,362,362
26,Shares Outstanding (Diluted),392,423,386,400,405,391,402,407,409,395,354,366,368,367,344,357,357,362,362
27,Shares Change (YoY),-3.07%,8.11%,-3.95%,-1.59%,-1.15%,-1.11%,13.77%,11.10%,11.15%,7.75%,2.63%,2.52%,3.19%,1.36%,-4.85%,-,-,-,-
28,EPS (Basic),0.00,-0.18,-0.05,0.07,0.24,0.26,0.23,0.45,0.24,0.17,0.16,0.13,0.12,0.07,0.09,0.14,0.14,0.10,0.10
29,EPS (Diluted),0.00,-0.18,-0.05,0.07,0.24,0.26,0.23,0.45,0.24,0.17,0.16,0.13,0.12,0.07,0.09,0.14,0.14,0.10,0.10
30,EPS Growth,-98.96%,-,-,-84.38%,1.84%,53.67%,43.75%,247.22%,97.95%,140.00%,77.78%,-7.43%,-11.95%,-29.39%,-10.00%,-,-,-,-
31,Free Cash Flow,-341.94,-310.45,-156.44,-48.94,-185.69,282.79,-364.54,166.13,-241.43,-103.94,-207.36,53.33,-95.71,24.44,-40.56,34.48,34.48,27.15,27.15
32,Free Cash Flow Per Share,-0.87,-0.73,-0.40,-0.12,-0.46,0.72,-0.91,0.41,-0.59,-0.26,-0.59,0.15,-0.26,0.07,-0.12,0.10,0.10,0.07,0.07
33,Dividend Per Share,-,-,-,0.250,-,0.150,-,0.100,-,0.100,-,-,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,150.00%,-,50.00%,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,16.68%,11.24%,10.79%,12.76%,22.33%,16.55%,21.13%,22.08%,22.81%,18.57%,20.11%,16.57%,21.75%,17.83%,19.15%,19.34%,19.34%,23.28%,23.28%
36,Operating Margin,3.07%,-8.58%,-2.77%,1.03%,12.10%,8.26%,11.83%,12.43%,13.38%,10.09%,12.40%,6.60%,12.84%,9.06%,10.17%,10.81%,10.42%,12.84%,12.84%
37,Profit Margin,0.13%,-14.12%,-3.48%,3.03%,9.05%,9.28%,9.52%,16.06%,12.04%,9.54%,9.81%,8.01%,9.19%,6.50%,8.37%,11.72%,11.33%,10.90%,10.90%
38,Free Cash Flow Margin,-43.88%,-56.37%,-28.17%,-5.27%,-17.31%,25.78%,-37.53%,14.59%,-30.13%,-14.79%,-35.96%,9.02%,-20.06%,6.13%,-10.95%,8.09%,8.09%,8.18%,8.18%
39,EBITDA,64.23,-11.23,24.94,49.91,153.86,129.93,138.91,165.52,126.19,92.65,90.48,57.16,79.91,54.7,55.46,65.53,62.27,59.56,59.56
40,EBITDA Margin,8.24%,-2.04%,4.49%,5.38%,14.34%,11.85%,14.30%,14.54%,15.75%,13.19%,15.69%,9.66%,16.75%,13.72%,14.97%,15.38%,14.61%,17.93%,17.93%
41,D&A For EBITDA,40.32,36.04,40.32,40.32,23.99,39.36,23.99,23.99,19,21.74,19,18.14,18.65,18.58,17.8,19.47,17.88,16.93,16.93
42,EBIT,23.91,-47.27,-15.38,9.59,129.87,90.57,114.92,141.52,107.19,70.91,71.47,39.01,61.26,36.12,37.66,46.07,44.39,42.63,42.63
43,EBIT Margin,3.07%,-8.58%,-2.77%,1.03%,12.10%,8.26%,11.83%,12.43%,13.38%,10.09%,12.40%,6.60%,12.84%,9.06%,10.17%,10.81%,10.42%,12.84%,12.84%
44,Effective Tax Rate,-,-,-,41.87%,7.35%,0.46%,7.72%,-,8.13%,8.15%,15.24%,6.46%,9.39%,13.74%,9.48%,14.79%,15.22%,11.80%,11.80%
45,Revenue as Reported,779.34,550.72,555.28,928.4,1073,1097,971.38,1138,801.3,702.58,576.62,591.46,477.16,398.77,370.35,426.15,426.15,332.09,332.09
