,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-175.72,-14.37,-14.69,-15.46,-32.58,-12.74,-20.98,-8.1,-14.69,-13.68,-19.03,-16.13,-20.83,-27.64,-24.25,-15.79,-16.84,-15.77,-10.95,-8.27
12,Interest & Investment Income,44.53,66.98,62.77,45.98,106.61,20.5,65.08,71.34,87.62,59.31,42.55,66.7,67.35,71.14,84.64,3.78,114.89,93.35,94.53,51.48
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-67.28,67.28,-,-,-,-
14,Currency Exchange Gain (Loss),-,2.4,-2.4,-,3.53,-5.29,5.29,-,20.02,-7.19,7.19,-,-9.26,4.34,-4.34,-,-15.76,-1.82,3.09,-1.27
15,Other Non Operating Income (Expenses),14.99,3.18,-2.1,-9.92,-11.02,13.32,1.9,-0.65,-19.8,15.71,-1.74,0.41,1.47,-1.7,-2.11,-0.32,1.87,-0.75,-15.2,-2.05
16,EBT Excluding Unusual Items,538.64,403.69,314.2,403.26,401.41,200.15,679.8,464.64,315.54,421.53,710.74,420.67,492.44,422.1,639.05,375.54,373.04,435.95,677.98,121.76
17,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,-0.09,-,-1.04,0,-0,-
18,Asset Writedown,0.19,-0.19,-,-,-0.32,-,-,-,-0.09,0.07,-0.07,-,-0.09,-,-,-,-,-,-,-
19,Other Unusual Items,-,-69.61,70.69,-1.08,15.82,-1.15,1.15,-,151.52,-0.76,0.76,-,2.66,-2.56,2.56,-,155.24,-1.43,-42.9,44.34
20,Pretax Income,538.84,332.9,385.88,402.18,417.45,198.58,681.37,464.64,467.06,420.78,711.49,420.67,495.05,419.59,641.57,375.54,534.83,431.45,638.14,166.1
21,Income Tax Expense,60.58,26.3,31.57,33.42,39.46,8.26,72.49,47.98,26.42,31.74,73.97,43.63,52.47,41.58,68.17,33.8,65.06,44.37,77.28,15.92
22,Earnings From Continuing Operations,478.26,306.6,354.31,368.77,377.99,190.32,608.89,416.67,440.64,389.04,637.51,377.03,442.58,378,573.4,341.73,469.77,387.08,560.86,150.18
23,Minority Interest in Earnings,0.23,-0.13,-0.08,-0.02,-0.04,-0.01,-0.09,-0.25,-0.01,0.07,0.01,-0.15,0.17,-0.15,0.05,-0.29,0.36,-1.15,0.14,-0.02
24,Net Income,478.49,306.47,354.23,368.75,377.95,190.32,608.8,416.42,440.63,389.11,637.53,376.88,442.75,377.86,573.45,341.44,470.13,385.93,561,150.16
25,Net Income to Common,478.49,306.47,354.23,368.75,377.95,190.32,608.8,416.42,440.63,389.11,637.53,376.88,442.75,377.86,573.45,341.44,470.13,385.93,561,150.16
26,Net Income Growth,26.60%,61.03%,-41.82%,-11.45%,-14.22%,-51.09%,-4.51%,10.49%,-0.48%,2.98%,11.17%,10.38%,-5.82%,-2.09%,2.22%,127.39%,-,-,-,-
27,Shares Outstanding (Basic),5288,5926,5060,5268,5392,5063,5587,5205,4882,5516,5294,5384,5386,5303,3830,3794,3535,3853,4148,3754
28,Shares Outstanding (Diluted),5288,5926,5060,5268,5392,5063,5587,5205,4882,5516,5294,5384,5386,5303,3830,3794,3535,3853,4148,3754
29,Shares Change (YoY),-1.93%,17.05%,-9.42%,1.20%,10.45%,-8.22%,5.53%,-3.32%,-9.37%,4.02%,38.21%,41.92%,52.36%,37.65%,-7.66%,1.06%,-,-,-,-
30,EPS (Basic),0.09,0.05,0.07,0.07,0.07,0.04,0.11,0.08,0.09,0.07,0.12,0.07,0.08,0.07,0.15,0.09,0.13,0.10,0.14,0.04
31,EPS (Diluted),0.09,0.05,0.07,0.07,0.07,0.04,0.11,0.08,0.09,0.07,0.12,0.07,0.08,0.07,0.15,0.09,0.13,0.10,0.14,0.04
32,EPS Growth,29.09%,37.58%,-35.77%,-12.50%,-22.34%,-46.71%,-9.51%,14.29%,9.81%,-1.00%,-19.56%,-22.22%,-38.19%,-28.87%,10.69%,125.00%,-,-,-,-
33,Free Cash Flow,-,319.86,-89.89,121.06,-227.64,-309.57,-182.1,-207.17,539.51,-63.19,466.16,-764.74,-150.37,-841.82,-520.09,-448.06,278.17,-345.65,-218.86,-372.99
34,Free Cash Flow Per Share,-,0.05,-0.02,0.02,-0.04,-0.06,-0.03,-0.04,0.11,-0.01,0.09,-0.14,-0.03,-0.16,-0.14,-0.12,0.08,-0.09,-0.05,-0.10
35,Dividend Per Share,-,-,-,-,0.090,-,-,-,0.104,-,-,-,0.098,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-13.46%,-,-,-,6.12%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,244.84%,31.52%,29.80%,31.42%,29.13%,32.29%,31.06%,33.42%,34.94%,33.94%,35.29%,31.37%,31.01%,30.59%,33.09%,34.95%,30.25%,36.47%,37.16%,33.32%
38,Operating Margin,20.18%,17.30%,11.24%,15.98%,12.72%,10.07%,19.65%,17.00%,10.61%,14.96%,21.13%,17.31%,19.43%,16.22%,21.73%,17.21%,11.43%,18.75%,27.35%,8.71%
39,Profit Margin,14.74%,15.34%,14.71%,15.40%,14.36%,10.39%,19.03%,17.60%,19.29%,15.85%,19.76%,17.64%,18.96%,16.31%,19.10%,18.33%,18.60%,20.05%,25.30%,15.97%
40,Free Cash Flow Margin,-,16.01%,-3.73%,5.05%,-8.65%,-16.90%,-5.69%,-8.76%,23.62%,-2.57%,14.45%,-35.80%,-6.44%,-36.33%,-17.32%,-24.05%,11.00%,-17.96%,-9.87%,-39.66%
41,EBITDA,854.03,544.69,483.6,581.85,534.05,356.89,830.93,574.58,414.91,512.04,862.03,514.36,598.38,545.88,822.32,418.47,376.68,456.51,702.09,151.84
42,EBITDA Margin,26.31%,27.27%,20.08%,24.29%,20.29%,19.48%,25.98%,24.29%,18.16%,20.86%,26.72%,24.08%,25.63%,23.56%,27.39%,22.47%,14.90%,23.72%,31.66%,16.14%
43,D&A For EBITDA,199.19,199.19,212.97,199.19,199.19,172.53,202.41,172.53,172.53,144.67,180.26,144.67,144.67,169.92,169.92,97.89,87.8,95.58,95.58,69.97
44,EBIT,654.85,345.51,270.63,382.67,334.86,184.36,628.52,402.05,242.38,367.37,681.77,369.69,453.71,375.97,652.4,320.58,288.88,360.93,606.51,81.87
45,EBIT Margin,20.18%,17.30%,11.24%,15.98%,12.72%,10.07%,19.65%,17.00%,10.61%,14.96%,21.13%,17.31%,19.43%,16.22%,21.73%,17.21%,11.43%,18.75%,27.35%,8.71%
46,Effective Tax Rate,11.24%,7.90%,8.18%,8.31%,9.45%,4.16%,10.64%,10.33%,5.66%,7.54%,10.40%,10.37%,10.60%,9.91%,10.63%,9.00%,12.16%,10.28%,12.11%,9.58%
47,Revenue as Reported,-,1997,2408,2395,2632,1832,3198,2365,2284,2455,3226,2136,2335,2317,3002,1863,2528,1925,3158,-
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4
