,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q1 2020,Q2 2017,Q1 2017
13,Long-Term Deferred Tax Assets,79.2,70.13,50.03,57.54,35.53,30.78,69.77,85.52,74.65,112.99,77.63,59.72,-,47.18,-,25.32,20.37,4.12,4.12
14,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.65,-,-,-
15,Other Long-Term Assets,21.76,18.8,19.43,30.41,151.85,142.39,86.37,60.28,79.58,131.82,17.75,66.39,-,45.54,-,38.29,52.25,22.86,22.86
16,Total Assets,10268,9985,10199,9831,9653,9514,9365,9490,9971,10089,10525,4545,-,3498,-,2786,2426,1093,1093
17,Accounts Payable,987.01,799.89,746.68,790.14,622.56,569.25,447.88,395.82,382.45,423.81,390.68,308.79,-,186.31,-,178.69,71.65,38.82,38.82
18,Accrued Expenses,17.61,106.53,15.18,132.54,13.19,80.79,9.99,73.44,10.87,58.37,8.99,184.2,-,84.07,-,47.85,29.36,21.93,21.93
19,Short-Term Debt,170.15,188.28,302.39,99.12,106.94,154.89,77.77,195.01,502.85,524.13,509.26,373.91,-,260.12,-,217.17,175.82,248.19,248.19
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,3.14,-,0.78,0.07,-,0.04,-,-,42.23,-,-
21,Current Portion of Leases,0.4,0.45,0.45,0.45,0.1,0.32,0.4,0.4,-,0.8,-,0.6,-,0.89,-,-,-,-,-
22,Current Income Taxes Payable,137.09,89.02,137.6,40.46,92.62,62.38,99.9,15.2,75.34,94.63,110.12,54.66,-,64.71,-,36.67,34.26,30.41,30.41
23,Current Unearned Revenue,33.74,24.05,66.85,27.37,74.6,34.46,15.31,77.39,73.9,41.34,80.65,13.69,-,15.35,-,4.2,1.66,83.32,83.32
24,Other Current Liabilities,24.15,13.33,44.15,16.23,32.76,21.12,44.64,7.95,26.3,3.93,26.55,3.18,-,3.48,-,2.84,211.86,2.03,2.03
25,Total Current Liabilities,1370,1222,1313,1106,942.76,923.2,695.89,765.2,1075,1147,1127,939.1,-,614.97,-,487.43,566.84,424.69,424.69
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,147.86,57.95,-,43.41,-,-,47.53,-,-
27,Long-Term Leases,0.15,0.25,0.55,0.55,-,-,-,-,0.2,0.1,0.25,0.4,-,0.7,-,-,-,-,-
28,Long-Term Unearned Revenue,82.51,72.7,69.39,71.3,61.38,62.98,64.59,66.19,67.8,69.41,71.01,72.62,-,52.91,-,30.66,-,-,-
29,Long-Term Deferred Tax Liabilities,154.35,134.27,110.32,94,107.76,111.67,90.86,146.55,129.54,153.86,155.81,110.23,-,56.59,-,27.8,5.95,-,-
30,Other Long-Term Liabilities,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,39.83,-,39.83,-,39.83,-,-,-
31,Total Liabilities,1647,1469,1533,1312,1152,1138,891.18,1018,1312,1410,1542,1220,-,808.41,-,585.72,620.33,424.69,424.69
32,Common Stock,294.72,294.72,294.72,294.72,294.72,294.72,226.71,226.71,226.71,226.71,125.95,94.46,-,94.46,-,94.46,94.46,76,76
33,Additional Paid-In Capital,6002,6000,5998,5996,5994,5992,6058,6056,6055,6053,6152,977.44,-,973.7,-,969.95,964.34,279.37,279.37
34,Retained Earnings,2379,2188,2340,2196,2059,1899,2098,2090,2239,2363,2775,2318,-,1668,-,1168,702.7,308.37,308.37
35,Treasury Stock,-180.68,-180.68,-158.86,-125.97,-49.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,126.47,214.32,191.57,158.23,204.23,190.14,90.76,98.83,138.51,36.54,-69.28,-65.16,-,-46.2,-,-32.64,44.26,4.1,4.1
37,Total Common Equity,8621,8516,8665,8519,8502,8376,8474,8472,8659,8679,8983,3325,-,2690,2200,2200,1806,667.83,667.83
38,Minority Interest,-,-,-,-,-0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,8621,8516,8665,8519,8502,8376,8474,8472,8659,8679,8983,3325,-,2690,2200,2200,1806,667.83,667.83
40,Total Liabilities & Equity,10268,9985,10199,9831,9653,9514,9365,9490,9971,10089,10525,4545,-,3498,-,2786,2426,1093,1093
41,Total Debt,170.7,188.98,303.39,100.12,107.04,155.2,78.17,195.41,506.19,525.04,658.15,432.94,-,305.16,217.17,217.17,265.58,248.19,248.19
42,Net Cash (Debt),2896,3163,3461,3660,3717,3785,3784,4276,3839,4082,4796,104.22,-,138.23,95.2,95.31,277.03,-185.78,-185.78
43,Net Cash Growth,-22.08%,-16.44%,-8.53%,-14.40%,-3.19%,-7.27%,-21.10%,4002.61%,-,2853.12%,4937.67%,9.35%,-,-,-,-,-,-,-
44,Net Cash Per Share,9.86,10.74,11.77,17.94,9.81,11.15,14.61,14.39,12.99,13.81,21.72,0.47,-,0.63,0.43,0.43,1.44,-1.04,-1.04
45,Filing Date Shares Outstanding,289.77,289.77,293.91,290.06,378.95,294.72,294.72,294.72,294.72,294.72,294.72,294.72,221.34,221.04,220.7,221.04,221.04,177.84,177.84
46,Total Common Shares Outstanding,289.77,289.77,293.91,290.06,378.95,294.72,294.72,294.72,294.72,294.72,294.72,221.04,221.34,221.04,220.7,221.04,221.04,177.84,177.84
47,Working Capital,5257,5118,5349,5282,5593,5936,6259,6567,6845,7027,7831,2079,-,1592,-,1169,868.84,376.25,376.25
48,Book Value Per Share,29.75,29.39,29.48,29.37,22.44,28.42,28.75,28.75,29.38,29.45,30.48,15.04,-,12.17,9.95,9.95,8.17,3.76,3.76
49,Tangible Book Value,8539,8462,8611,8464,8446,8322,8420,8419,8606,8626,8930,3274,-,2646,2155,2155,1759,663.72,663.72
50,Tangible Book Value Per Share,29.47,29.20,29.30,29.18,22.29,28.24,28.57,28.56,29.20,29.27,30.30,14.81,-,11.97,9.75,9.75,7.96,3.73,3.73
51,Buildings,-,904.28,-,809.57,-,564.32,-,430.21,-,416.76,-,405.65,-,329.04,-,287.95,194.41,54.83,54.83
52,Machinery,-,2824,-,1882,-,1622,-,1330,-,875.73,-,775.06,-,685.29,-,628.78,571.28,143.73,143.73
53,Construction In Progress,-,394.06,-,1089,-,635.39,-,499.08,-,565.64,-,353.03,-,286.79,-,213.21,266.55,50.8,50.8
