,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,-25.3,8.84,-15.43,8.55,4.95,7.99,-1.99,17.22,10.7,-1.37,-2.16,23.85,13.07,19.21,49.76,33.92,24.01,40.45,46.34,21.41
11,Interest Expense,-7.48,-,-,-,-,-,-,-,-,-,-0.09,-0.07,-0.33,-0.36,-0.3,-0.42,-0.58,-0.45,-0.53,-0.47
12,Interest & Investment Income,-,2.16,2.6,2.72,3.57,3.45,2.59,3.58,3.63,5.29,4.27,3.72,3.69,0.58,0.06,0.11,0.02,0.39,0.13,0.06
13,Other Non Operating Income (Expenses),0.04,-0.06,-0.02,-0,-9.3,1,8.28,0,-2.2,2.25,1.84,-0.02,-1.99,0.16,1.79,-0.02,0.51,-0.4,-0.01,-0.07
14,EBT Excluding Unusual Items,-32.74,10.93,-12.85,11.27,-0.78,12.44,8.88,20.79,12.13,6.18,3.86,27.48,14.44,19.59,51.32,33.59,23.96,40,45.93,20.93
15,Gain (Loss) on Sale of Assets,-,-,-,-,-0.01,-,-,-,-0.01,-,-,0.06,-0.03,-,0.03,0.04,0.01,-,-,-
16,Asset Writedown,4.23,-4.23,0.69,-0.69,0.19,-0.19,0.09,-0.09,-,0.02,-0.02,-,-,0,-0,-,0.1,-0.3,-0.05,-0
17,Other Unusual Items,0.07,-1.81,1.74,-0,15.43,-1.85,1.85,-,3.44,-4.44,2.18,-,14.15,-2.49,2.49,-,1.3,0.21,-0.19,-0.02
18,Pretax Income,-28.44,4.9,-10.42,10.57,14.82,10.41,10.82,20.7,15.56,1.75,6.03,27.54,28.56,17.1,53.84,33.63,25.37,39.91,45.69,20.91
19,Income Tax Expense,-2.58,-0.02,-2.24,1,2.41,0.65,0.8,3.19,0.59,0.11,1.08,4.18,3.5,2.18,7.82,5.09,3.21,6.01,6.56,3.38
20,Net Income,-25.86,4.92,-8.18,9.57,12.42,9.76,10.02,17.51,14.98,1.64,4.95,23.36,25.06,14.92,46.01,28.54,22.16,33.89,39.14,17.53
21,Net Income to Common,-25.86,4.92,-8.18,9.57,12.42,9.76,10.02,17.51,14.98,1.64,4.95,23.36,25.06,14.92,46.01,28.54,22.16,33.89,39.14,17.53
22,Net Income Growth,-,-49.60%,-,-45.36%,-17.10%,494.79%,102.50%,-25.03%,-40.25%,-89.01%,-89.25%,-18.15%,13.08%,-55.97%,17.57%,62.85%,-,-,-,-
23,Shares Outstanding (Basic),103,104,102,102,102,102,102,102,104,104,104,104,104,95,78,78,78,78,78,78
24,Shares Outstanding (Diluted),103,104,102,102,102,102,102,102,104,104,104,104,104,95,78,78,78,78,78,78
25,Shares Change (YoY),0.54%,1.71%,0.01%,-0.10%,-1.28%,-1.83%,-1.83%,-1.70%,-0.48%,9.19%,33.30%,33.35%,33.36%,22.18%,0.01%,0.01%,-,-,-,-
26,EPS (Basic),-0.25,0.05,-0.08,0.09,0.12,0.10,0.10,0.17,0.14,0.02,0.05,0.22,0.24,0.16,0.59,0.37,0.28,0.43,0.50,0.22
27,EPS (Diluted),-0.25,0.05,-0.08,0.09,0.12,0.10,0.10,0.17,0.14,0.02,0.05,0.22,0.24,0.16,0.59,0.37,0.28,0.43,0.50,0.22
28,EPS Growth,-,-50.45%,-,-45.30%,-16.02%,505.87%,106.29%,-23.73%,-39.96%,-89.93%,-91.94%,-38.62%,-15.21%,-63.96%,17.56%,62.84%,-,-,-,-
29,Free Cash Flow,-,-7.84,18.14,-26,-6.03,-2.27,-5.6,-2.41,33.06,-10.97,89.7,-0.29,19.23,-13.14,6.21,29.08,17.94,-22.14,24.32,1.49
30,Free Cash Flow Per Share,-,-0.08,0.18,-0.25,-0.06,-0.02,-0.05,-0.02,0.32,-0.11,0.86,-0.00,0.18,-0.14,0.08,0.37,0.23,-0.28,0.31,0.02
31,Dividend Per Share,-,-,-,-,0.288,-,-,-,-,-,-,-,0.481,-,-,-,0.385,-,0.385,-
32,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,25.01%,-,-,-,-,-,-,-
33,Gross Margin,480.46%,66.64%,44.53%,63.53%,45.68%,63.01%,62.60%,63.30%,56.59%,52.53%,58.75%,71.86%,66.15%,73.56%,75.26%,73.84%,72.58%,74.12%,67.37%,68.99%
34,Operating Margin,-348.50%,30.10%,-198.33%,23.07%,11.54%,24.67%,-8.36%,41.67%,31.88%,-11.29%,-14.70%,47.89%,35.41%,51.59%,59.31%,67.84%,54.17%,62.75%,54.75%,51.63%
35,Profit Margin,-356.21%,16.75%,-105.17%,25.83%,28.92%,30.13%,41.99%,42.39%,44.60%,13.56%,33.74%,46.90%,67.87%,40.08%,54.85%,57.08%,50.00%,52.58%,46.25%,42.26%
36,Free Cash Flow Margin,-,-26.71%,233.23%,-70.16%,-14.05%,-7.01%,-23.46%,-5.83%,98.46%,-90.69%,611.81%,-0.58%,52.07%,-35.29%,7.41%,58.15%,40.48%,-34.34%,28.74%,3.60%
37,EBITDA,-23.51,10.63,-13.69,10.34,6.74,9.77,-0.09,19,12.49,0.19,-0.37,25.43,14.65,20.62,51.31,35.43,25.43,41.63,47.67,22.75
38,EBITDA Margin,-,36.20%,-175.93%,27.90%,15.71%,30.18%,-0.38%,45.99%,37.19%,1.54%,-2.53%,51.06%,39.68%,55.38%,61.16%,70.85%,57.35%,64.57%,56.33%,54.86%
39,D&A For EBITDA,1.79,1.79,1.74,1.79,1.79,1.78,1.9,1.78,1.78,1.55,1.78,1.58,1.58,1.41,1.55,1.51,1.41,1.17,1.33,1.34
40,EBIT,-25.3,8.84,-15.43,8.55,4.95,7.99,-1.99,17.22,10.7,-1.37,-2.16,23.85,13.07,19.21,49.76,33.92,24.01,40.45,46.34,21.41
41,EBIT Margin,-,30.10%,-198.33%,23.07%,11.54%,24.67%,-8.36%,41.67%,31.88%,-11.29%,-14.70%,47.89%,35.41%,51.59%,59.31%,67.84%,54.17%,62.75%,54.75%,51.63%
42,Effective Tax Rate,-,-,-,9.48%,16.24%,6.24%,7.41%,15.39%,3.76%,6.52%,17.92%,15.17%,12.26%,12.74%,14.53%,15.14%,12.64%,15.07%,14.35%,16.18%
43,Revenue as Reported,-,29.36,7.78,37.06,42.93,32.38,23.86,41.31,33.58,12.1,14.66,49.81,36.93,37.23,83.89,50,44.33,190.57,-,-
