,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
41,Minority Interest,19.2,18.92,10.3,8.99,2.3,-0.32,0.25,-,-,-
42,Shareholders' Equity,2184,2093,2180,2099,2161,1966,1815,634.8,610.9,378.97
43,Total Liabilities & Equity,4164,4154,4073,4053,3788,3773,3369,1862,1786,1819
44,Total Debt,12.69,17.69,11.46,34.73,10.14,12.92,12.55,15.22,14.7,156.66
45,Net Cash (Debt),550,660.94,756.21,816.76,1015,1455,1570,589.66,785.8,72.21
46,Net Cash Growth,-27.27%,-19.08%,-25.46%,-43.88%,-35.38%,146.80%,99.81%,716.59%,-,-
47,Net Cash Per Share,1.45,1.80,2.02,2.13,2.72,3.79,4.26,2.10,2.98,0.28
48,Filing Date Shares Outstanding,376,376,376,376,376,376,376,376,282,258.27
49,Total Common Shares Outstanding,376,376,376,376,376,376,376,282,282,258.27
50,Working Capital,1845,1768,1882,1793,1916,1721,1729,528.12,535.09,288.24
51,Book Value Per Share,5.76,5.52,5.77,5.56,5.74,5.23,4.83,2.25,2.17,1.47
52,Tangible Book Value,2156,2064,2164,2084,2152,1959,1807,626.54,609.07,377.89
53,Tangible Book Value Per Share,5.73,5.49,5.76,5.54,5.72,5.21,4.81,2.22,2.16,1.46
54,Machinery,79.06,76.64,47.06,69.79,37.1,36.75,27.94,26.53,22.2,20.42
55,Construction In Progress,1.28,0.44,-,-,-,-,-,-,-,-
56,Leasehold Improvements,-,-,-,-,-,-,8.52,-,2.9,2.25
