,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2016,Q3 2016,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015
9,Other Current Assets,-,45.88,19.16,753.45,11.02,741.39,14.4,33.36,13.78,-,10.48,-,12.06,12.06,5,5,3.8,3.8,-,-
10,Total Current Assets,-,2357,2418,3211,3259,3251,3294,3310,523.22,-,407.68,-,212.84,212.84,175.07,175.07,162.62,162.62,-,-
11,"Property, Plant & Equipment",-,384.63,348.07,257.39,192.74,134.78,123.17,123.5,119.74,-,110,-,37.03,37.03,31.33,31.33,22.37,22.37,-,-
12,Long-Term Investments,-,323.75,701.97,-,-,-,-,-,-,-,-,-,2.69,2.69,10.05,10.05,13.14,13.14,-,-
13,Other Intangible Assets,-,50.03,50.35,49.42,49.77,50.14,50.47,50.64,50.88,-,51.16,-,27.05,27.05,27.46,27.46,27.27,27.27,-,-
14,Long-Term Accounts Receivable,-,-,4.13,-,4.36,-,5.92,-,7.08,-,3.2,-,-,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,-,9.16,8.9,6.94,6.59,11.07,10.56,10.53,10.44,-,12.88,-,1.78,1.78,1.08,1.08,0.75,0.75,-,-
16,Long-Term Deferred Charges,-,33.94,35.07,-,22.07,21.93,21.56,22.84,23.05,-,18.99,-,2.07,2.07,2.12,2.12,2.71,2.71,-,-
17,Other Long-Term Assets,-,427.19,11.33,49.43,31.9,59.01,12.1,9.6,3.28,-,11.73,-,-,-,4.22,4.22,-,-,-,-
18,Total Assets,-,3586,3578,3574,3566,3528,3518,3527,737.68,-,615.64,-,283.46,283.46,251.32,251.32,228.87,228.87,-,-
19,Accounts Payable,-,226.16,254.41,178.07,167.27,172.68,189.71,209.6,161.46,-,113.88,-,46.43,46.43,49.23,49.23,30.3,30.3,-,-
20,Accrued Expenses,-,29.66,25.49,26.58,34.2,17.99,17.64,13.76,26.26,-,18.82,-,3.2,3.2,1.84,1.84,2.5,2.5,-,-
21,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,57,57,25,25,28,28,-,-
22,Current Portion of Leases,-,2.61,2.59,2.51,2.12,1.62,2.43,3.23,3.18,-,5.2,-,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,9.73,4.26,2.94,0.04,3.68,3.78,3.28,0.41,-,-,-,0.31,0.31,-,-,-0.29,-0.29,-,-
24,Current Unearned Revenue,-,65.77,58.61,57.18,52.73,55.62,65.67,76.21,67.99,-,62.46,-,6.03,6.03,4.64,4.64,4.3,4.3,-,-
25,Other Current Liabilities,-,43.54,33.86,31.89,34.26,36.23,27.45,29.1,30.56,-,18.46,-,2.63,2.63,12.14,12.14,3.24,3.24,-,-
26,Total Current Liabilities,-,377.48,379.21,299.18,290.62,287.83,306.69,335.18,289.86,-,218.82,-,115.59,115.59,92.85,92.85,68.06,68.06,-,-
27,Long-Term Leases,-,3.54,4.2,4.85,2.88,2.34,2.31,2.28,3.05,-,4.74,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,-,3.46,4.75,6.05,5.09,4.57,5.04,4.02,4.48,-,6.22,-,8.03,8.03,11.12,11.12,10.38,10.38,-,-
29,Long-Term Deferred Tax Liabilities,-,5.79,5.21,1.97,3.01,3.54,2.45,1.5,1.55,-,-,-,-,-,0.01,0.01,0.01,0.01,-,-
30,Other Long-Term Liabilities,-,5.92,5.93,5.35,5.18,4.52,3.99,4.64,4.84,-,4.65,-,-,-,-,-,-,-,-,-
31,Total Liabilities,-,396.19,399.3,317.4,306.78,302.79,320.48,347.62,303.78,-,234.43,-,123.62,123.62,103.98,103.98,78.44,78.44,-,-
32,Common Stock,-,114.5,114.5,79.41,79.41,79.41,79.41,79.41,59.55,-,59.55,-,46,46,45,45,45,45,-,-
33,Additional Paid-In Capital,-,2995,2988,3020,3019,3018,3017,3016,304.04,-,302,-,93.84,93.84,85.42,85.42,85.42,85.42,-,-
34,Retained Earnings,-,180.77,175.13,194.54,160.72,127.22,101.12,84.37,70.3,-,19.66,-,20,20,16.88,16.88,19.97,19.97,-,-
35,Treasury Stock,-,-103.25,-98.25,-37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,2.72,-0.64,-0.74,-0.02,-,-,-,-,-,-,-,-,-,0.04,0.04,0.03,0.03,-,-
37,Shareholders' Equity,3190,3190,3179,3257,3259,3225,3198,3180,433.9,-,381.21,358.43,159.84,159.84,147.34,147.34,150.43,150.43,-,134.18
38,Total Liabilities & Equity,-,3586,3578,3574,3566,3528,3518,3527,737.68,-,615.64,-,283.46,283.46,251.32,251.32,228.87,228.87,-,-
39,Total Debt,6.15,6.15,6.79,7.36,5,3.96,4.74,5.51,6.23,-,9.94,9.3,57,57,25,25,28,28,-,22.5
40,Net Cash (Debt),1688,1688,1791,1928,2752,2040,2806,2848,127.04,-,96.42,125.27,-8.63,-8.63,-0.48,-0.48,13.72,13.72,-,25.52
41,Net Cash Growth,-38.65%,-17.23%,-36.16%,-32.29%,2065.97%,-,2809.77%,2173.44%,-,-,-,-,-,-,-,-,-,-,-,-
42,Net Cash Per Share,14.51,14.91,15.54,16.91,23.59,18.08,22.42,33.52,1.42,-,1.05,1.52,-0.12,-0.12,-0.01,-0.01,0.21,0.21,-,0.39
43,Filing Date Shares Outstanding,116.38,112.94,113.05,114.41,115.14,115.14,115.14,115.14,115.14,82.42,86.35,82.66,66.7,66.7,65.25,65.25,65.25,66.11,64.66,64.66
44,Total Common Shares Outstanding,112.94,112.94,113.05,114.41,115.14,115.14,115.14,115.14,86.35,82.42,86.35,82.66,66.7,66.7,65.25,65.25,65.25,66.11,64.66,64.66
45,Working Capital,-,1980,2039,2912,2968,2963,2988,2975,233.36,-,188.85,-,97.25,97.25,82.22,82.22,94.57,94.57,-,-
46,Book Value Per Share,28.24,28.24,28.12,28.46,28.31,28.01,27.77,27.62,5.02,-,4.41,4.15,2.40,2.40,2.26,2.26,2.31,2.28,-,3.19
47,Tangible Book Value,3140,3140,3128,3207,3210,3175,3147,3129,383.02,-,330.05,339.5,132.8,132.8,119.88,119.88,123.16,123.16,-,111.43
48,Tangible Book Value Per Share,27.80,27.80,27.67,28.03,27.88,27.57,27.33,27.18,4.44,-,3.82,3.93,1.99,1.99,1.84,1.84,1.89,1.86,-,2.65
49,Buildings,-,-,115.85,-,92.64,-,92.64,-,92.64,-,92.25,-,-,-,-,-,-,-,-,-
50,Machinery,-,-,110.45,-,80.88,-,64.71,-,56.03,-,39.02,-,19.64,19.64,19.26,19.26,18.77,18.77,-,-
51,Construction In Progress,-,-,171.42,-,61.84,-,3.44,-,0.24,-,0.43,-,25.65,25.65,18.68,18.68,8.63,8.63,-,-
