,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
18,Current Portion of Leases,-,-,-,-,-,-,-,-,-,-,6.32,12.49,21.64,27.87,27.72,20.82,-,-,-
19,Current Income Taxes Payable,20.02,10.82,9.89,33.82,15.97,9.12,5.36,4.74,11.74,15.34,11.53,11.89,8.41,5.86,-,7.8,-,-,-
20,Other Current Liabilities,10.77,10.44,10.05,9.57,9.01,8.67,8.24,7.53,7.14,6.69,6.25,5.97,5.01,4.53,10.29,9.9,-,-,-
21,Total Current Liabilities,160.95,139.79,86.15,140.85,97.49,88.65,162.59,195.28,170.59,167.27,167.5,223.06,195.13,170.23,196.71,234.57,-,-,-
22,Long-Term Debt,356.09,331.54,327.16,322.54,317.13,312.91,317.46,10.01,10.01,10.01,-,-,-,100.12,100.13,100.13,-,-,-
23,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,-,-,31.87,35.88,42.69,15.7,-,-,-
24,Long-Term Unearned Revenue,27.9,28.72,29.54,26.33,21.7,22.17,22.65,23.12,4.98,4.98,-,-,-,-,-,-,-,-,-
25,Long-Term Deferred Tax Liabilities,1.04,1.07,1.14,1.22,1.31,1.4,1.43,1.51,1.89,1.67,1.75,1.86,2,2,2.14,2.16,-,-,-
26,Total Liabilities,545.98,501.12,443.99,490.94,437.63,425.14,504.12,229.92,187.46,183.93,169.25,224.92,229,308.23,341.68,352.56,-,-,-
27,Common Stock,400.51,400.51,400.49,400.49,400.47,400.45,400.45,400.45,400.45,400.45,400.45,400.45,400.45,320.36,320.36,320.36,-,-,-
28,Additional Paid-In Capital,354.45,354.44,354.32,354.3,354.17,354.01,406.27,354.01,354.01,354.01,354.01,354.01,354.01,1.88,1.88,1.88,-,-,-
29,Retained Earnings,467.15,442.36,475.06,449.65,385.71,346.06,371.31,361.1,339.58,315.4,410.42,385.33,350.82,331.23,291.7,271.64,-,-,-
30,Comprehensive Income & Other,52.2,52.2,52.22,52.22,52.24,52.27,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Common Equity,1274,1250,1282,1257,1193,1153,1178,1116,1094,1070,1165,1140,1105,653.47,613.94,593.88,-,-,516.64
32,Minority Interest,2.48,2.59,2.88,3.25,3.77,4.18,4.46,4.73,2.42,-,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,1277,1252,1285,1260,1196,1157,1182,1120,1096,1070,1165,1140,1105,653.47,613.94,593.88,-,-,516.64
34,Total Liabilities & Equity,1823,1753,1729,1751,1634,1582,1687,1350,1284,1254,1334,1365,1334,961.7,955.62,946.45,-,-,-
35,Total Debt,376.11,351.56,347.18,340.56,335.14,327.93,424.57,117.73,112.52,112.32,108.46,115.28,168.09,268.23,274.69,290.84,-,-,172.87
36,Net Cash (Debt),40.87,-49.65,113.01,171.32,92.73,94.19,134.12,78.78,109.72,89.05,193.35,174.11,85.85,-170.39,-170.22,-102.72,-,-,16.71
37,Net Cash Growth,-55.92%,-,-15.74%,117.46%,-15.48%,5.77%,-30.63%,-54.75%,27.80%,-,-,-,-,-,-,-,-,-,-
38,Net Cash Per Share,0.10,-0.13,0.27,0.39,0.24,0.20,0.39,0.19,0.27,0.25,0.46,0.45,0.21,-0.58,-0.51,-0.32,-,-,0.05
39,Filing Date Shares Outstanding,400.51,400.51,400.49,400.49,400.47,400.45,400.45,400.45,400.45,400.45,400.45,400.45,400.45,320.36,320.36,320.36,307.3,328.79,328.79
40,Total Common Shares Outstanding,400.51,400.51,400.49,400.49,400.47,400.45,400.45,400.45,400.45,400.45,400.45,400.45,400.45,320.36,320.36,320.36,307.3,328.79,328.79
41,Working Capital,580.8,527.42,724.12,722.76,674.4,635.12,694.13,323.75,313.62,309.05,392.56,358.12,379.78,134.21,116.99,141.35,-,-,-
42,Book Value Per Share,3.18,3.12,3.20,3.14,2.98,2.88,2.94,2.79,2.73,2.67,2.91,2.85,2.76,2.04,1.92,1.85,-,-,1.62
43,Tangible Book Value,1207,1181,1230,1204,1139,1099,1123,1060,1037,1014,1108,1082,1050,618.67,578.6,558,-,-,479.96
44,Tangible Book Value Per Share,3.01,2.95,3.07,3.01,2.84,2.74,2.80,2.65,2.59,2.53,2.77,2.70,2.62,1.93,1.81,1.74,-,-,1.51
45,Buildings,-,222.22,-,222.22,-,215.15,-,215.15,-,215.15,-,215.15,-,109.13,109.13,108.25,-,-,-
46,Machinery,-,877.33,-,845.27,-,692.03,-,682.3,-,655.76,-,640.79,-,404.24,404.21,403.98,-,-,-
47,Construction In Progress,-,209.23,-,22.53,-,122.38,-,56.14,-,37.53,-,63.27,-,250.8,245.37,161.49,-,-,-
