,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
32,Free Cash Flow Per Share,0.23,-0.22,-0.13,0.18,0.01,0.06,0.01,-0.08,0.05,0.09,0.03,0.14,-0.43,0.01,-0.08,0.01,0.09,-0.06,-0.06
33,Dividend Per Share,-,-,-,0.180,-,-,-,0.150,-,-,-,0.350,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,20.00%,-,-,-,-57.14%,-,-,-,-,-,-,-,-,-,-,-
35,Profit Margin,12.05%,17.57%,11.62%,23.45%,17.39%,13.35%,5.25%,7.68%,11.79%,16.85%,11.85%,13.53%,10.60%,20.87%,14.18%,26.15%,32.31%,25.77%,25.77%
36,Free Cash Flow Margin,45.90%,-38.25%,-24.21%,29.68%,1.54%,10.61%,0.94%,-11.31%,9.26%,11.66%,6.39%,21.19%,-94.34%,1.17%,-19.84%,1.32%,18.15%,-17.29%,-17.29%
37,EBITDA,58.36,74.03,50.9,72.96,72.3,61.65,31.18,54.57,35.05,67.14,45.63,34.65,33.45,65.58,37.11,75.52,63.26,50.36,50.36
38,EBITDA Margin,28.38%,33.02%,23.26%,26.77%,31.70%,23.64%,16.05%,19.47%,17.09%,25.07%,21.55%,13.59%,18.09%,34.63%,26.22%,41.15%,43.59%,41.56%,41.56%
39,D&A For EBITDA,17.85,21.71,17.85,17.85,18.34,18.12,18.34,18.34,12.44,18.59,12.44,12.44,10.61,10.61,10.42,11.63,11.3,11.3,11.3
40,EBIT,40.51,52.32,33.05,55.11,53.97,43.52,12.84,36.24,22.61,48.55,33.19,22.21,22.83,54.97,26.69,63.89,51.96,39.07,39.07
41,EBIT Margin,19.70%,23.34%,15.10%,20.22%,23.66%,16.69%,6.61%,12.93%,11.02%,18.12%,15.68%,8.71%,12.35%,29.02%,18.86%,34.82%,35.81%,32.24%,32.24%
42,Effective Tax Rate,28.67%,21.13%,24.29%,23.97%,25.35%,20.11%,26.02%,-,20.10%,24.94%,25.67%,25.21%,25.22%,25.15%,24.96%,24.89%,9.78%,25.09%,25.09%
43,Revenue as Reported,205.66,224.16,218.79,272.6,228.07,260.76,194.3,280.32,205.13,267.85,211.7,255.05,184.92,189.37,141.51,183.5,145.12,121.18,121.18
