,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,Accounts Payable,17.94,18.4,6.84,14.36,12.44,16,16.73,16.9,4.78,4.61,9.37,10.93,10.85,9.34,9.23,9.34,-,3.72,-
16,Accrued Expenses,3.45,6.41,3.43,5.83,5.83,9.63,5.47,5.91,6.94,9.82,4.76,5.68,4.59,7.13,4.23,6.05,-,19.25,-
17,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,0,-,5,30,30.12,-,75,-
18,Current Portion of Leases,2.11,2.11,2.11,2.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,Current Income Taxes Payable,12.86,6.72,10.05,4.4,12.46,5.13,10.81,4.94,14.89,6.34,8.84,2.8,7.29,3.01,3.21,1.07,-,1.62,-
20,Current Unearned Revenue,1.51,1.86,2.28,2.7,3.13,3.32,3.93,3.97,3.26,2.98,2.29,3.3,2.54,1.85,2.43,2.13,-,1.01,-
21,Other Current Liabilities,27.8,28.19,20.57,21.48,20.79,21.37,12.66,18.77,10.18,10.1,7.18,6.49,7.36,6.74,5.83,4.94,-,55.4,-
22,Total Current Liabilities,65.66,63.68,45.28,50.87,54.65,55.45,49.6,50.5,40.05,33.85,32.45,29.21,32.63,33.07,54.94,53.66,-,156.01,-
23,Long-Term Leases,7.88,8.14,8.47,8.78,12.01,12.24,12.4,7.94,8.94,9.14,9.34,9.53,9.92,10.12,7.01,-,-,-,-
24,Long-Term Unearned Revenue,3.66,3.7,3.74,3.78,3.86,3.9,3.94,3.99,4.06,4.13,4.15,4.19,4.27,4.31,4.4,4.4,-,4.66,-
25,Long-Term Deferred Tax Liabilities,15.27,15.47,15.72,15.73,15.9,15.91,15.48,15.38,8.85,8.76,8.67,8.58,7.84,7.82,7.47,7.47,-,6.88,-
26,Other Long-Term Liabilities,71.55,72.16,72.39,72.61,75.08,74.96,74.67,74.49,73.49,73.29,72.92,72.72,73.16,72.97,35.11,35.07,-,42.99,-
27,Total Liabilities,164.02,163.16,145.6,151.78,161.5,162.46,156.1,152.29,135.4,129.17,127.52,124.23,127.82,128.3,108.93,100.59,-,210.54,-
28,Common Stock,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,198,-,198,-
29,Additional Paid-In Capital,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,263.08,129.58,-,129.58,-
30,Retained Earnings,408.41,377.2,418.91,389.08,377.51,344.99,389.5,360.2,385.98,351.72,346.96,318.47,312.73,284.16,296.49,273.59,-,236.62,-
31,Total Common Equity,935.49,904.28,945.99,916.16,904.59,872.07,916.58,887.28,913.06,878.8,874.04,845.55,839.81,811.24,823.57,601.18,-,564.2,598.74
32,Minority Interest,40.1,39.08,35.24,34.28,33.71,32.28,31.34,29.87,32.95,31.82,32.44,31.45,31.6,30.74,28.71,28.31,-,26.21,-
33,Shareholders' Equity,975.59,943.36,981.24,950.43,938.29,904.35,947.92,917.15,946.01,910.61,906.47,877,871.41,841.98,852.28,629.48,-,590.4,626.5
34,Total Liabilities & Equity,1140,1107,1127,1102,1100,1067,1104,1069,1081,1040,1034,1001,999.23,970.28,961.21,730.07,-,800.95,-
35,Total Debt,9.98,10.25,10.57,10.89,12.01,12.24,12.4,7.94,8.94,9.14,9.34,9.53,9.92,15.12,37.01,30.12,-,75,50
36,Net Cash (Debt),341.85,319.51,351.44,342.27,354.08,316.14,336.41,313.83,372.4,343.02,327.2,305.93,287.09,258.46,223.1,8.02,-,16.66,12
37,Net Cash Growth,-3.45%,1.06%,4.47%,9.06%,-4.92%,-7.83%,2.81%,2.58%,29.72%,32.72%,46.66%,3715.06%,-,1451.80%,1759.67%,-,-,-,-
38,Net Cash Per Share,1.29,1.21,1.33,1.30,1.34,1.20,1.27,1.19,1.41,1.30,1.24,1.16,1.09,1.28,0.86,0.04,-,0.08,0.07
39,Filing Date Shares Outstanding,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,197.92,198,183.56
40,Total Common Shares Outstanding,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,198,197.92,198,183.56
41,Working Capital,355.49,324.46,394.25,347.85,371.87,329.99,371.51,317.58,395.88,363.58,360.2,320.44,324.51,288.78,251.19,23.76,-,-10.27,-
42,Book Value Per Share,3.54,3.43,3.58,3.47,3.43,3.30,3.47,3.36,3.46,3.33,3.31,3.20,3.18,3.07,3.12,3.04,-,2.85,3.02
43,Tangible Book Value,899.4,867.95,909.38,879.38,868.24,835.48,879.7,850.16,875.67,841.15,836.11,807.36,801.54,772.71,784.76,562.09,-,524.88,571.4
44,Tangible Book Value Per Share,3.41,3.29,3.44,3.33,3.29,3.16,3.33,3.22,3.32,3.19,3.17,3.06,3.04,2.93,2.97,2.84,-,2.65,2.89
45,Buildings,-,366.45,-,346.16,-,264.77,-,264.51,-,264.62,-,264.62,-,271.71,-,263.68,-,268.33,-
46,Machinery,-,179.8,-,167.44,-,150.13,-,148.2,-,147.81,-,147.04,-,155.4,-,143.5,-,136.53,-
47,Construction In Progress,-,16.35,-,26.44,-,89.1,-,91.78,-,44.13,-,29.76,-,11.91,-,25.4,-,8.19,-
