,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Shares Change (YoY),0.04%,-0.00%,0.02%,0.08%,-0.02%,-0.03%,0.01%,-0.02%,-0.05%,30.44%,1.71%,33.32%,33.45%,-4.76%,41.38%,-,-,-,-
29,EPS (Basic),0.12,0.13,0.11,0.04,0.12,0.13,0.11,0.05,0.13,0.12,0.11,0.02,0.11,0.15,0.09,0.08,0.11,0.10,0.01
30,EPS (Diluted),0.12,0.13,0.11,0.04,0.12,0.13,0.11,0.05,0.13,0.12,0.11,0.02,0.11,0.15,0.09,0.08,0.11,0.10,0.01
31,EPS Growth,-4.06%,0.46%,1.80%,-16.32%,-5.09%,11.36%,2.87%,140.45%,20.01%,-20.14%,22.34%,-71.38%,-2.32%,43.07%,521.13%,-,-,-,-
32,Free Cash Flow,23.01,35.07,9.41,-11.7,38.3,51.99,24.51,-24.63,29.47,41.19,21.36,-12.68,27.3,82.43,13.44,12.58,30.12,19,-5.71
33,Free Cash Flow Per Share,0.09,0.13,0.04,-0.04,0.15,0.20,0.09,-0.09,0.11,0.16,0.08,-0.05,0.10,0.41,0.05,0.06,0.15,0.09,-0.03
34,Dividend Per Share,-,-,-,0.290,-,-,-,0.300,0.150,-,-,0.100,-,-,-,0.160,-,-,-
35,Dividend Growth,-,-,-,-3.33%,-,-,-,200.00%,-,-,-,-37.50%,-,-,-,-,-,-,-
36,Gross Margin,64.73%,65.31%,64.61%,52.46%,67.70%,66.97%,65.69%,55.00%,67.79%,66.34%,64.58%,54.44%,64.81%,61.81%,62.40%,51.78%,62.46%,63.59%,42.33%
37,Operating Margin,41.42%,41.91%,40.33%,8.14%,43.08%,44.73%,43.24%,10.39%,45.96%,43.86%,42.51%,4.35%,39.92%,47.02%,40.54%,23.90%,39.22%,39.16%,9.51%
38,Profit Margin,33.66%,36.61%,35.68%,13.45%,36.47%,38.87%,36.48%,16.29%,38.57%,36.82%,36.13%,7.25%,34.63%,37.96%,33.39%,20.36%,31.50%,31.24%,6.18%
39,Free Cash Flow Margin,24.81%,36.85%,11.26%,-13.60%,42.96%,58.26%,30.51%,-29.04%,33.17%,48.66%,27.10%,-16.01%,33.09%,104.62%,19.60%,17.01%,43.30%,27.04%,-13.53%
40,EBITDA,54.75,55.31,50.07,23.35,53.86,55.76,50.18,24.27,56.66,52.62,49.34,19.28,49.52,54.71,44.37,34.26,43.79,43.89,20.52
41,EBITDA Margin,59.04%,58.12%,59.88%,27.14%,60.41%,62.48%,62.47%,28.61%,63.77%,62.17%,62.58%,24.33%,60.02%,69.43%,64.72%,46.31%,62.95%,62.46%,48.67%
42,D&A For EBITDA,16.35,15.43,16.35,16.35,15.45,15.85,15.45,15.45,15.83,15.5,15.83,15.83,16.58,17.66,16.58,16.58,16.51,16.37,16.51
43,EBIT,38.41,39.89,33.73,7.01,38.41,39.91,34.73,8.82,40.83,37.12,33.51,3.45,32.94,37.05,27.79,17.68,27.28,27.52,4.01
44,EBIT Margin,41.42%,41.91%,40.33%,8.14%,43.08%,44.73%,43.24%,10.39%,45.96%,43.86%,42.51%,4.35%,39.92%,47.02%,40.54%,23.90%,39.22%,39.16%,9.51%
45,Effective Tax Rate,11.59%,11.26%,14.78%,2.50%,13.12%,11.55%,13.90%,-,16.66%,15.02%,14.61%,54.05%,11.99%,13.81%,14.28%,6.01%,12.45%,13.39%,31.25%
46,Revenue as Reported,92.73,95.17,83.62,86.03,89.16,89.24,80.33,84.82,88.84,84.63,78.83,79.23,82.49,78.8,68.55,73.97,69.57,70.27,42.16
