,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,33.69,44.1,23.02,27.26,19.77,6.04,3.26,-17.72,-9.77,0.16,32.79,6.36,-6.63,50.76,54.32,50.76,62.34,36.06,36.06
16,Gain (Loss) on Sale of Investments,-,-,-,-1.91,-,-,-,0.17,-,-,-,0.89,-,-,-,1.32,-,0.17,0.17
17,Asset Writedown,-1.13,3.26,-3.28,1.72,-3.54,3.15,-3.42,5.77,-5.79,1.07,-1.22,2.82,-3.28,-1.33,-0.44,2.24,-2.57,-0.11,-0.11
18,Other Unusual Items,0.57,5.74,-,1.94,-2.05,2.05,-,22.1,-,-,-,6.01,-,-,-,5.42,-,-,-
19,Pretax Income,33.14,53.1,19.75,29.01,14.18,11.24,-0.16,10.32,-15.56,1.22,31.57,16.08,-9.91,49.43,53.88,59.74,59.77,36.12,36.12
20,Income Tax Expense,2.86,4.96,1.13,4.16,0.77,2.09,-0.04,-1.56,-4.63,0.08,5,-0.24,-3.65,8.61,9.49,10.09,10.91,6.33,6.33
21,Net Income,30.28,48.14,18.62,24.85,13.4,9.15,-0.13,11.88,-10.93,1.15,26.56,16.32,-6.26,40.82,44.39,49.65,48.86,29.79,29.79
22,Net Income to Common,30.28,48.14,18.62,24.85,13.4,9.15,-0.13,11.88,-10.93,1.15,26.56,16.32,-6.26,40.82,44.39,49.65,48.86,29.79,29.79
23,Net Income Growth,125.88%,425.99%,-,109.21%,-,698.31%,-,-27.25%,-,-97.19%,-40.15%,-67.12%,-,37.01%,48.98%,-,-,-,-
24,Shares Outstanding (Basic),101,101,98,96,105,100,100,99,98,100,98,99,92,74,75,75,74,75,75
25,Shares Outstanding (Diluted),101,101,98,96,105,100,100,99,98,100,98,99,92,74,75,75,74,75,75
26,Shares Change (YoY),-4.21%,1.29%,-2.00%,-2.67%,7.16%,0.45%,1.64%,0.56%,6.56%,34.07%,30.78%,30.85%,25.39%,-1.56%,-0.26%,-,-,-,-
27,EPS (Basic),0.30,0.48,0.19,0.26,0.13,0.09,-0.00,0.12,-0.11,0.01,0.27,0.17,-0.07,0.55,0.59,0.66,0.66,0.39,0.40
28,EPS (Diluted),0.30,0.48,0.19,0.26,0.13,0.09,-0.00,0.12,-0.11,0.01,0.27,0.17,-0.07,0.55,0.59,0.66,0.66,0.39,0.40
29,EPS Growth,135.82%,419.28%,-,114.95%,-,694.72%,-,-27.65%,-,-97.90%,-54.24%,-74.87%,-,39.17%,49.37%,-,-,-,-
30,Free Cash Flow,21.69,-6.19,107.83,34.33,47.48,38.82,-26.21,10.44,28.76,19.77,-62.19,-68.54,-84.48,-6.02,-12.63,9.51,60.2,10.4,10.4
31,Free Cash Flow Per Share,0.22,-0.06,1.10,0.36,0.45,0.39,-0.26,0.11,0.29,0.20,-0.63,-0.70,-0.92,-0.08,-0.17,0.13,0.82,0.14,0.14
32,Dividend Per Share,-,0.300,-,0.300,-,-,-,0.180,-,-,-,0.800,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,66.67%,-,-,-,-77.50%,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,17.68%,18.53%,13.88%,15.16%,12.95%,11.45%,11.07%,9.70%,5.80%,8.24%,14.64%,12.76%,8.95%,21.61%,24.99%,24.94%,28.56%,23.58%,23.58%
35,Operating Margin,9.82%,9.80%,6.56%,7.59%,5.37%,2.37%,2.16%,-4.94%,-2.43%,0.46%,10.50%,0.18%,0.88%,14.23%,16.18%,15.24%,19.64%,14.48%,14.48%
36,Profit Margin,8.64%,10.64%,5.11%,6.58%,3.22%,2.81%,-0.04%,3.73%,-3.43%,0.37%,8.12%,5.88%,-1.96%,11.35%,11.67%,12.88%,13.47%,9.84%,9.84%
37,Free Cash Flow Margin,6.19%,-1.37%,29.58%,9.09%,11.42%,11.92%,-8.35%,3.28%,9.03%,6.45%,-19.02%,-24.70%,-26.50%,-1.68%,-3.32%,2.47%,16.59%,3.43%,3.43%
38,EBITDA,75.54,84.38,65.03,69.81,62.32,48.77,46.79,24.27,28.96,41.22,71.04,37.2,33.2,86.78,91.91,89.17,101.12,73.75,73.75
39,EBITDA Margin,21.56%,18.64%,17.84%,18.48%,14.99%,14.98%,14.90%,7.62%,9.09%,13.44%,21.72%,13.40%,10.41%,24.13%,24.17%,23.12%,27.87%,24.35%,24.35%
40,D&A For EBITDA,41.13,40.04,41.13,41.13,40.01,41.04,40.01,40.01,36.7,39.82,36.7,36.7,30.38,35.62,30.38,30.38,29.88,29.88,29.88
41,EBIT,34.41,44.34,23.9,28.68,22.32,7.73,6.78,-15.74,-7.74,1.4,34.34,0.5,2.82,51.16,61.52,58.78,71.24,43.87,43.87
42,EBIT Margin,9.82%,9.80%,6.56%,7.59%,5.37%,2.37%,2.16%,-4.94%,-2.43%,0.46%,10.50%,0.18%,0.88%,14.23%,16.18%,15.24%,19.64%,14.48%,14.48%
43,Effective Tax Rate,8.64%,9.33%,5.71%,14.36%,5.46%,18.57%,-,-,-,6.23%,15.85%,-,-,17.43%,17.61%,16.88%,18.26%,17.53%,17.53%
44,Revenue as Reported,350.45,452.66,364.55,377.85,415.88,325.59,314,318.49,318.45,306.77,326.99,277.48,318.76,359.6,380.27,385.61,362.83,302.9,302.9
