,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Debt / FCF Ratio,-,-,-,0.11,1.06,2.05,3.80,-,-48.63,-1.85,-1.01,-,-,-,-,-,4.64,-,-,42.66
17,Asset Turnover,0.76,0.98,0.80,0.81,0.88,0.68,0.65,0.67,0.66,0.62,0.66,0.59,0.70,-,-,-,-,-,-,
18,Inventory Turnover,5.69,5.27,7.35,5.87,5.79,5.75,3.96,3.72,4.34,4.47,3.91,4.54,5.43,7.26,-,-,-,-,-,-
19,Quick Ratio,2.51,2.51,2.37,1.97,1.51,1.27,0.90,0.81,0.64,0.83,0.65,0.93,0.80,1.43,0.40,-,0.45,-,-,-
20,Current Ratio,4.00,4.00,3.38,3.02,2.43,2.01,1.80,1.62,1.59,1.51,1.50,1.75,1.58,2.14,0.75,-,0.66,-,-,-
21,Return on Equity (ROE),7.40%,11.95%,4.72%,6.39%,3.49%,2.38%,-0.03%,3.10%,-2.85%,0.29%,6.64%,4.13%,-1.90%,16.07%,18.24%,-,-,-,-,
22,Return on Assets (ROA),4.66%,6.03%,3.26%,3.85%,2.97%,1.01%,0.88%,-2.06%,-1.00%,0.18%,4.36%,0.07%,0.39%,-,-,-,-,-,-,
23,Return on Capital (ROIC),5.26%,6.83%,3.64%,4.27%,3.27%,1.11%,0.98%,-2.33%,-1.13%,0.20%,5.04%,0.08%,0.46%,8.83%,11.04%,-,-,-,-,
24,Return on Capital Employed (ROCE),7.73%,7.90%,7.17%,5.12%,4.11%,1.34%,-0.57%,-0.97%,-,-,2.45%,5.31%,7.14%,10.82%,19.65%,-,20.08%,-,-,-
25,Earnings Yield,3.13%,3.06%,4.04%,3.73%,2.13%,1.60%,0.53%,0.09%,1.73%,1.89%,1.68%,3.00%,3.12%,3.50%,-,-,-,-,-,-
26,FCF Yield,4.04%,3.96%,7.05%,12.92%,4.26%,3.29%,2.77%,1.57%,-0.19%,-4.69%,-8.69%,-8.58%,-5.62%,-2.55%,-,-,-,-,-,-
27,Dividend Yield,1.49%,-,2.34%,-,1.38%,-,-,-,1.11%,-,-,-,2.79%,-,-,-,-,-,-,-
28,Payout Ratio,24.80%,99.09%,-,-,0.90%,8.16%,211.37%,-,10.31%,-,7121.50%,3.12%,0.46%,-,11.42%,12.27%,12.78%,38.32%,33.89%,33.89%
29,Buyback Yield / Dilution,2.08%,4.21%,-1.29%,2.00%,2.67%,-7.16%,-0.45%,-1.64%,-0.56%,-6.56%,-34.07%,-30.78%,-30.85%,-25.39%,1.56%,0.26%,-,-,-,-
30,Total Shareholder Return,3.57%,4.21%,1.05%,2.00%,4.05%,-7.16%,-0.45%,-1.64%,0.56%,-6.56%,-34.07%,-30.78%,-28.06%,-25.39%,1.56%,0.26%,-,-,-,-
