,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Retained Earnings,515.24,514.96,466.82,448.2,423.35,409.95,418.8,418.92,406.97,417.98,496.83,470.26,453.94,460.2,-,375,-,-,-
30,Comprehensive Income & Other,4.69,4.22,3.56,2.89,3.94,4.08,4.45,3.37,2.13,1.65,1.81,0.46,1.51,0.42,-,0.02,-,-,-
31,Shareholders' Equity,1637,1636,1587,1568,1544,1531,1540,1539,1526,1536,1615,1587,1572,1059,973.35,973.35,-,-,833.56
32,Total Liabilities & Equity,1827,1862,1814,1851,1874,1886,1951,1915,1907,1968,2002,1940,1803,1829,-,1659,-,-,-
33,Total Debt,-,-,25,100,144.45,196.95,212.21,156.94,152.29,197.89,135.82,68.24,10.06,443.82,419.95,419.95,-,-,443.47
34,Net Cash (Debt),29.66,37.88,42.98,-60.07,-103.3,-150.14,-170.6,-137.94,-118.21,-175.34,-114.86,-51.82,17.23,-420.24,-392.15,-392.15,-,-,-433.53
35,Net Cash Per Share,0.29,0.37,0.44,-0.62,-0.98,-1.50,-1.71,-1.39,-1.20,-1.76,-1.17,-0.53,0.19,-5.66,-5.21,-5.21,-,-,-5.75
36,Filing Date Shares Outstanding,100,100,100,100,100,100,100,100,100,100,100,100,100,75,75.23,75,73.51,75.43,75.43
37,Total Common Shares Outstanding,100,100,100,100,100,100,100,100,100,100,100,100,100,75,75.23,75,73.51,75.43,75.43
38,Working Capital,492.29,476.28,404.12,367.27,303.45,260.37,237.04,202.84,177.2,186.15,248,183.04,220.82,-147.29,-,-197.54,-,-,-
39,Book Value Per Share,16.37,16.36,15.87,15.68,15.44,15.31,15.40,15.39,15.26,15.36,16.15,15.87,15.72,14.12,12.98,12.98,-,-,11.11
40,Tangible Book Value,1545,1543,1496,1476,1455,1441,1449,1448,1434,1445,1523,1495,1479,964.81,877.27,877.27,-,-,734.33
41,Tangible Book Value Per Share,15.45,15.43,14.96,14.76,14.55,14.41,14.49,14.48,14.34,14.45,15.23,14.95,14.79,12.86,11.70,11.70,-,-,9.79
42,Buildings,-,548.82,-,544.42,-,514.6,-,507.71,-,477.27,-,458.11,-,444.62,-,427.24,-,-,-
43,Machinery,-,1584,-,1561,-,1579,-,1577,-,1539,-,1498,-,1383,-,1156,-,-,-
44,Construction In Progress,-,29,-,23.09,-,37.11,-,40.49,-,60.42,-,80.51,-,61.51,-,141.03,-,-,-
